transcript_id	intModel	chr	start	end	strand	module
ERV316A3_15q14c	ERV3-16A3_I-int	chr15	39129156	39131086	+	turquoise
ERV316A3_15q14d	ERV3-16A3_I-int	chr15	39548084	39550354	+	turquoise
ERV316A3_15q15.1a	ERV3-16A3_I-int	chr15	40314799	40320531	-	turquoise
ERV316A3_15q15.1b	ERV3-16A3_I-int	chr15	42119485	42121564	-	turquoise
ERV316A3_15q21.1a	ERV3-16A3_I-int	chr15	45565763	45569117	+	turquoise
ERV316A3_15q21.1d	ERV3-16A3_I-int	chr15	45766131	45770240	-	turquoise
ERV316A3_15q21.1e	ERV3-16A3_I-int	chr15	45865975	45869730	+	turquoise
ERV316A3_15q21.1f	ERV3-16A3_I-int	chr15	45973789	45975068	+	turquoise
ERV316A3_15q21.1g	ERV3-16A3_I-int	chr15	46034226	46037689	-	turquoise
ERV316A3_15q21.1h	ERV3-16A3_I-int	chr15	46037731	46041139	-	turquoise
ERV316A3_15q21.1i	ERV3-16A3_I-int	chr15	46092844	46095086	-	turquoise
ERV316A3_15q21.1j	ERV3-16A3_I-int	chr15	46138050	46139568	-	turquoise
ERV316A3_15q21.1k	ERV3-16A3_I-int	chr15	46526325	46529175	-	turquoise
ERV316A3_15q21.1m	ERV3-16A3_I-int	chr15	45620146	45622408	+	turquoise
ERV316A3_15q21.2a	ERV3-16A3_I-int	chr15	49650523	49652924	+	turquoise
ERV316A3_15q21.2b	ERV3-16A3_I-int	chr15	51995047	51996386	-	turquoise
ERV316A3_15q21.3a	ERV3-16A3_I-int	chr15	53990838	53993502	-	turquoise
ERV316A3_15q21.3b	ERV3-16A3_I-int	chr15	54774650	54776237	+	turquoise
ERV316A3_15q21.3c	ERV3-16A3_I-int	chr15	56291715	56293042	+	turquoise
ERV316A3_15q21.3d	ERV3-16A3_I-int	chr15	56336612	56338505	-	turquoise
ERV316A3_15q23	ERV3-16A3_I-int	chr15	67932524	67936765	+	turquoise
ERV316A3_15q24.1a	ERV3-16A3_I-int	chr15	72618777	72620666	+	turquoise
ERV316A3_15q24.1b	ERV3-16A3_I-int	chr15	74493830	74502571	-	turquoise
ERV316A3_15q24.2	ERV3-16A3_I-int	chr15	75314899	75316770	+	turquoise
ERV316A3_15q24.3a	ERV3-16A3_I-int	chr15	76315039	76318446	-	turquoise
ERV316A3_15q25.1a	ERV3-16A3_I-int	chr15	79226963	79227795	+	turquoise
ERV316A3_15q25.1b	ERV3-16A3_I-int	chr15	79402815	79407567	-	turquoise
ERV316A3_15q25.1c	ERV3-16A3_I-int	chr15	79540213	79543477	+	turquoise
ERV316A3_15q25.1d	ERV3-16A3_I-int	chr15	80655173	80656937	-	turquoise
ERV316A3_15q25.2a	ERV3-16A3_I-int	chr15	81572878	81574370	+	turquoise
ERV316A3_15q25.2b	ERV3-16A3_I-int	chr15	82025012	82029004	+	turquoise
ERV316A3_15q26.2c	ERV3-16A3_I-int	chr15	97540490	97541950	-	turquoise
ERV316A3_15q26.2d	ERV3-16A3_I-int	chr15	97546703	97548375	-	turquoise
ERV316A3_15q26.3a	ERV3-16A3_I-int	chr15	99963111	99968055	+	turquoise
ERV316A3_15q26.3b	ERV3-16A3_I-int	chr15	101821083	101824536	+	turquoise
ERV316A3_15q26.3c	ERV3-16A3_I-int	chr15	101948690	101950227	+	turquoise
ERV316A3_16p11.2a	ERV3-16A3_I-int	chr16	32444792	32446352	-	turquoise
ERV316A3_16p12.1	ERV3-16A3_I-int	chr16	28287960	28288926	-	turquoise
ERV316A3_16p12.3	ERV3-16A3_I-int	chr16	16803687	16805134	-	turquoise
ERV316A3_16q12.1a	ERV3-16A3_I-int	chr16	49100649	49107489	-	turquoise
ERV316A3_16q12.1b	ERV3-16A3_I-int	chr16	50895371	50898985	+	turquoise
ERV316A3_16q12.2a	ERV3-16A3_I-int	chr16	52916110	52918140	-	turquoise
ERV316A3_16q12.2d	ERV3-16A3_I-int	chr16	55884185	55885814	-	turquoise
ERV316A3_16q21a	ERV3-16A3_I-int	chr16	58247275	58248778	-	turquoise
ERV316A3_16q21b	ERV3-16A3_I-int	chr16	59119458	59120993	-	turquoise
ERV316A3_16q21d	ERV3-16A3_I-int	chr16	59888234	59889096	+	turquoise
ERV316A3_16q21e	ERV3-16A3_I-int	chr16	60151953	60154175	+	turquoise
ERV316A3_16q21f	ERV3-16A3_I-int	chr16	60457778	60461226	-	turquoise
ERV316A3_16q21h	ERV3-16A3_I-int	chr16	61142873	61146736	-	turquoise
ERV316A3_16q21i	ERV3-16A3_I-int	chr16	62758823	62761060	+	turquoise
ERV316A3_16q21j	ERV3-16A3_I-int	chr16	63028699	63033107	+	turquoise
ERV316A3_16q21k	ERV3-16A3_I-int	chr16	64835948	64837132	-	turquoise
ERV316A3_16q21l	ERV3-16A3_I-int	chr16	64837220	64841722	-	turquoise
ERV316A3_16q22.2	ERV3-16A3_I-int	chr16	72750696	72752598	-	turquoise
ERV316A3_16q23.1a	ERV3-16A3_I-int	chr16	74611569	74615756	-	turquoise
ERV316A3_16q23.1b	ERV3-16A3_I-int	chr16	76561884	76565124	-	turquoise
ERV316A3_17p11.2a	ERV3-16A3_I-int	chr17	16571376	16578211	+	turquoise
ERV316A3_17p12a	ERV3-16A3_I-int	chr17	11056805	11066050	+	turquoise
ERV316A3_17p12b	ERV3-16A3_I-int	chr17	14933961	14937464	-	turquoise
ERV316A3_17q12a	ERV3-16A3_I-int	chr17	34290528	34292439	-	turquoise
ERV316A3_17q12c	ERV3-16A3_I-int	chr17	34800439	34804619	-	turquoise
ERV316A3_17q12d	ERV3-16A3_I-int	chr17	35231847	35238245	-	turquoise
ERV316A3_17q12e	ERV3-16A3_I-int	chr17	36061399	36063169	+	turquoise
ERV316A3_17q21.2	ERV3-16A3_I-int	chr17	41172605	41176515	+	turquoise
ERV316A3_17q21.31	ERV3-16A3_I-int	chr17	45881546	45888812	-	turquoise
ERV316A3_17q21.32	ERV3-16A3_I-int	chr17	49273848	49279406	-	turquoise
ERV316A3_17q21.33a	ERV3-16A3_I-int	chr17	50317558	50319950	+	turquoise
ERV316A3_17q22a	ERV3-16A3_I-int	chr17	52264254	52266117	-	turquoise
ERV316A3_17q22b	ERV3-16A3_I-int	chr17	54277738	54279107	-	turquoise
ERV316A3_17q22c	ERV3-16A3_I-int	chr17	55884008	55886722	+	turquoise
ERV316A3_17q22d	ERV3-16A3_I-int	chr17	57817082	57819235	+	turquoise
ERV316A3_17q23.1	ERV3-16A3_I-int	chr17	59503491	59506610	-	turquoise
ERV316A3_17q23.2a	ERV3-16A3_I-int	chr17	62178517	62185522	-	turquoise
ERV316A3_17q23.2b	ERV3-16A3_I-int	chr17	62186186	62188311	-	turquoise
ERV316A3_17q24.2a	ERV3-16A3_I-int	chr17	66206755	66208661	+	turquoise
ERV316A3_17q24.2b	ERV3-16A3_I-int	chr17	68820905	68823230	+	turquoise
ERV316A3_17q24.3a	ERV3-16A3_I-int	chr17	69237066	69240465	-	turquoise
ERV316A3_17q24.3d	ERV3-16A3_I-int	chr17	69825947	69828027	+	turquoise
ERV316A3_17q24.3e	ERV3-16A3_I-int	chr17	70420703	70422512	-	turquoise
ERV316A3_17q24.3f	ERV3-16A3_I-int	chr17	71341967	71343486	+	turquoise
ERV316A3_17q24.3g	ERV3-16A3_I-int	chr17	71942539	71948965	+	turquoise
ERV316A3_17q25.3a	ERV3-16A3_I-int	chr17	79901129	79904073	-	turquoise
ERV316A3_17q25.3b	ERV3-16A3_I-int	chr17	79904359	79906563	-	turquoise
ERV316A3_18p11.21a	ERV3-16A3_I-int	chr18	11211079	11211755	-	turquoise
ERV316A3_18p11.21b	ERV3-16A3_I-int	chr18	11527168	11529434	+	turquoise
ERV316A3_18p11.21c	ERV3-16A3_I-int	chr18	15361001	15363516	+	turquoise
ERV316A3_18p11.22a	ERV3-16A3_I-int	chr18	9456917	9459157	-	turquoise
ERV316A3_18p11.31a	ERV3-16A3_I-int	chr18	4758365	4762071	+	turquoise
ERV316A3_18p11.31d	ERV3-16A3_I-int	chr18	6671882	6674742	-	turquoise
ERV316A3_18p11.32c	ERV3-16A3_I-int	chr18	1003192	1008109	-	turquoise
ERV316A3_18p11.32d	ERV3-16A3_I-int	chr18	2625765	2630527	+	turquoise
ERV316A3_18q11.1	ERV3-16A3_I-int	chr18	21190560	21192359	+	turquoise
ERV316A3_18q11.2a	ERV3-16A3_I-int	chr18	22840781	22843704	+	turquoise
ERV316A3_18q11.2c	ERV3-16A3_I-int	chr18	24356917	24358507	+	turquoise
ERV316A3_18q11.2e	ERV3-16A3_I-int	chr18	25647320	25651583	-	turquoise
ERV316A3_18q11.2f	ERV3-16A3_I-int	chr18	26267884	26269507	-	turquoise
ERV316A3_18q11.2g	ERV3-16A3_I-int	chr18	27254235	27255444	-	turquoise
ERV316A3_18q12.1a	ERV3-16A3_I-int	chr18	28357917	28359076	+	turquoise
ERV316A3_18q12.1b	ERV3-16A3_I-int	chr18	29281742	29287425	-	turquoise
ERV316A3_18q12.1c	ERV3-16A3_I-int	chr18	30567087	30570067	+	turquoise
ERV316A3_18q12.1g	ERV3-16A3_I-int	chr18	34442832	34444830	-	turquoise
ERV316A3_18q12.3a	ERV3-16A3_I-int	chr18	39899334	39902259	+	turquoise
ERV316A3_18q21.1a	ERV3-16A3_I-int	chr18	45977352	45982497	+	turquoise
ERV316A3_18q21.1b	ERV3-16A3_I-int	chr18	46275058	46278556	+	turquoise
ERV316A3_18q21.2	ERV3-16A3_I-int	chr18	54508232	54509807	+	turquoise
ERV316A3_18q21.31	ERV3-16A3_I-int	chr18	57399701	57401876	+	turquoise
ERV316A3_18q22.1a	ERV3-16A3_I-int	chr18	64189883	64192337	-	turquoise
ERV316A3_18q22.1b	ERV3-16A3_I-int	chr18	64466951	64470786	+	turquoise
ERV316A3_18q22.1c	ERV3-16A3_I-int	chr18	64830307	64832376	-	turquoise
ERV316A3_18q22.1e	ERV3-16A3_I-int	chr18	65325400	65327255	-	turquoise
ERV316A3_18q22.1f	ERV3-16A3_I-int	chr18	65363823	65365319	-	turquoise
ERV316A3_18q22.1g	ERV3-16A3_I-int	chr18	65365971	65368048	-	turquoise
ERV316A3_18q22.1h	ERV3-16A3_I-int	chr18	65698231	65700560	-	turquoise
ERV316A3_18q22.1i	ERV3-16A3_I-int	chr18	66086511	66087985	+	turquoise
ERV316A3_18q22.1j	ERV3-16A3_I-int	chr18	66132832	66134214	+	turquoise
ERV316A3_18q22.1k	ERV3-16A3_I-int	chr18	66249514	66252963	-	turquoise
ERV316A3_18q22.1l	ERV3-16A3_I-int	chr18	68309059	68312630	-	turquoise
ERV316A3_18q22.1m	ERV3-16A3_I-int	chr18	68446744	68450909	-	turquoise
ERV316A3_18q22.1n	ERV3-16A3_I-int	chr18	68558277	68560715	+	turquoise
ERV316A3_18q22.1o	ERV3-16A3_I-int	chr18	68737017	68739972	-	turquoise
ERV316A3_18q22.3a	ERV3-16A3_I-int	chr18	72254937	72256025	+	turquoise
ERV316A3_18q22.3b	ERV3-16A3_I-int	chr18	72897666	72899819	+	turquoise
ERV316A3_18q22.3d	ERV3-16A3_I-int	chr18	73051587	73053651	-	turquoise
ERV316A3_18q22.3e	ERV3-16A3_I-int	chr18	74149836	74153074	-	turquoise
ERV316A3_19q12a	ERV3-16A3_I-int	chr19	28511166	28513266	+	turquoise
ERV316A3_19q12b	ERV3-16A3_I-int	chr19	29034287	29036173	+	turquoise
ERV316A3_19q12c	ERV3-16A3_I-int	chr19	29451755	29453981	+	turquoise
ERV316A3_19q12d	ERV3-16A3_I-int	chr19	29454008	29456906	+	turquoise
ERV316A3_19q12e	ERV3-16A3_I-int	chr19	30745577	30752624	-	turquoise
ERV316A3_19q13.11a	ERV3-16A3_I-int	chr19	31953669	31957035	+	turquoise
ERV316A3_19q13.11b	ERV3-16A3_I-int	chr19	33782953	33786722	+	turquoise
ERV316A3_19q13.2	ERV3-16A3_I-int	chr19	41493877	41495898	-	turquoise
ERV316A3_19q13.31	ERV3-16A3_I-int	chr19	43813525	43818789	-	turquoise
ERV316A3_19q13.42	ERV3-16A3_I-int	chr19	53622561	53625638	-	turquoise
ERV316A3_1p11.2	ERV3-16A3_I-int	chr1	121484168	121489258	+	turquoise
ERV316A3_1p12	ERV3-16A3_I-int	chr1	118345271	118346978	+	turquoise
ERV316A3_1p13.3a	ERV3-16A3_I-int	chr1	109430469	109433302	+	turquoise
ERV316A3_1p13.3b	ERV3-16A3_I-int	chr1	109436278	109439099	+	turquoise
ERV316A3_1p21.1a	ERV3-16A3_I-int	chr1	102173844	102176687	-	turquoise
ERV316A3_1p21.1c	ERV3-16A3_I-int	chr1	103125340	103130310	-	turquoise
ERV316A3_1p21.1e	ERV3-16A3_I-int	chr1	104236130	104236966	-	turquoise
ERV316A3_1p21.1f	ERV3-16A3_I-int	chr1	104795005	104799851	+	turquoise
ERV316A3_1p21.1h	ERV3-16A3_I-int	chr1	105238520	105240989	-	turquoise
ERV316A3_1p21.2b	ERV3-16A3_I-int	chr1	101266391	101269155	+	turquoise
ERV316A3_1p21.3a	ERV3-16A3_I-int	chr1	97679722	97680969	+	turquoise
ERV316A3_1p21.3b	ERV3-16A3_I-int	chr1	98942499	98944900	+	turquoise
ERV316A3_1p22.1a	ERV3-16A3_I-int	chr1	92991647	92993456	-	turquoise
ERV316A3_1p22.1c	ERV3-16A3_I-int	chr1	94269983	94272882	+	turquoise
ERV316A3_1p22.2b	ERV3-16A3_I-int	chr1	88578270	88580028	+	turquoise
ERV316A3_1p22.2c	ERV3-16A3_I-int	chr1	89275321	89277392	-	turquoise
ERV316A3_1p22.3a	ERV3-16A3_I-int	chr1	85935919	85939056	+	turquoise
ERV316A3_1p22.3b	ERV3-16A3_I-int	chr1	86002209	86005168	+	turquoise
ERV316A3_1p31.1a	ERV3-16A3_I-int	chr1	71818991	71823069	+	turquoise
ERV316A3_1p31.1b	ERV3-16A3_I-int	chr1	74804194	74805454	-	turquoise
ERV316A3_1p31.1c	ERV3-16A3_I-int	chr1	81277800	81281566	-	turquoise
ERV316A3_1p31.1d	ERV3-16A3_I-int	chr1	81587983	81592738	-	turquoise
ERV316A3_1p31.1e	ERV3-16A3_I-int	chr1	82550256	82553802	-	turquoise
ERV316A3_1p31.1f	ERV3-16A3_I-int	chr1	82937479	82941026	-	turquoise
ERV316A3_1p31.1g	ERV3-16A3_I-int	chr1	84357153	84361136	-	turquoise
ERV316A3_1p31.3a	ERV3-16A3_I-int	chr1	62427667	62431892	-	turquoise
ERV316A3_1p31.3b	ERV3-16A3_I-int	chr1	63705544	63707137	+	turquoise
ERV316A3_1p31.3c	ERV3-16A3_I-int	chr1	63707156	63708437	+	turquoise
ERV316A3_1p31.3d	ERV3-16A3_I-int	chr1	63764735	63765414	-	turquoise
ERV316A3_1p31.3e	ERV3-16A3_I-int	chr1	64729146	64734751	-	turquoise
ERV316A3_1p31.3f	ERV3-16A3_I-int	chr1	64974575	64976920	-	turquoise
ERV316A3_1p31.3g	ERV3-16A3_I-int	chr1	65945013	65946329	-	turquoise
ERV316A3_1p31.3h	ERV3-16A3_I-int	chr1	65946472	65950867	-	turquoise
ERV316A3_1p31.3i	ERV3-16A3_I-int	chr1	68309163	68312885	-	turquoise
ERV316A3_1p32.1a	ERV3-16A3_I-int	chr1	58547607	58551064	-	turquoise
ERV316A3_1p32.1b	ERV3-16A3_I-int	chr1	59227368	59231293	-	turquoise
ERV316A3_1p32.1c	ERV3-16A3_I-int	chr1	60534356	60536130	+	turquoise
ERV316A3_1p32.2a	ERV3-16A3_I-int	chr1	55812852	55814649	-	turquoise
ERV316A3_1p32.2b	ERV3-16A3_I-int	chr1	55842855	55844924	-	turquoise
ERV316A3_1p32.2c	ERV3-16A3_I-int	chr1	55888184	55889591	-	turquoise
ERV316A3_1p32.2d	ERV3-16A3_I-int	chr1	56608052	56608727	+	turquoise
ERV316A3_1p32.2e	ERV3-16A3_I-int	chr1	58365304	58366814	+	turquoise
ERV316A3_1p32.2f	ERV3-16A3_I-int	chr1	58367294	58369323	+	turquoise
ERV316A3_1p32.3a	ERV3-16A3_I-int	chr1	52152823	52159748	-	turquoise
ERV316A3_1p32.3b	ERV3-16A3_I-int	chr1	54101969	54105569	+	turquoise
ERV316A3_1p33	ERV3-16A3_I-int	chr1	49626047	49632050	-	turquoise
ERV316A3_1p34.1a	ERV3-16A3_I-int	chr1	44370793	44374424	+	turquoise
ERV316A3_1p34.1b	ERV3-16A3_I-int	chr1	45212384	45217042	-	turquoise
ERV316A3_1p34.2a	ERV3-16A3_I-int	chr1	41958113	41960712	+	turquoise
ERV316A3_1p34.2b	ERV3-16A3_I-int	chr1	43042735	43046910	+	turquoise
ERV316A3_1p34.3a	ERV3-16A3_I-int	chr1	35648569	35650718	+	turquoise
ERV316A3_1p34.3b	ERV3-16A3_I-int	chr1	35650750	35651744	+	turquoise
ERV316A3_1p34.3c	ERV3-16A3_I-int	chr1	38155702	38159588	+	turquoise
ERV316A3_1p35.1a	ERV3-16A3_I-int	chr1	33186883	33192763	-	turquoise
ERV316A3_1p35.1b	ERV3-16A3_I-int	chr1	33581791	33583607	+	turquoise
ERV316A3_1p35.2	ERV3-16A3_I-int	chr1	29950154	29954214	+	turquoise
ERV316A3_1p36.13	ERV3-16A3_I-int	chr1	18843102	18846539	+	turquoise
ERV316A3_1p36.22a	ERV3-16A3_I-int	chr1	11378008	11383024	+	turquoise
ERV316A3_1p36.23	ERV3-16A3_I-int	chr1	7320314	7322250	-	turquoise
ERV316A3_1q21.2	ERV3-16A3_I-int	chr1	150165565	150170972	+	turquoise
ERV316A3_1q21.3a	ERV3-16A3_I-int	chr1	151498455	151503350	-	turquoise
ERV316A3_1q21.3b	ERV3-16A3_I-int	chr1	151753504	151757274	+	turquoise
ERV316A3_1q21.3d	ERV3-16A3_I-int	chr1	153470032	153474206	-	turquoise
ERV316A3_1q21.3e	ERV3-16A3_I-int	chr1	154302860	154306031	-	turquoise
ERV316A3_1q21.3f	ERV3-16A3_I-int	chr1	154306075	154308655	-	turquoise
ERV316A3_1q23.2	ERV3-16A3_I-int	chr1	159475002	159478088	+	turquoise
ERV316A3_1q23.3a	ERV3-16A3_I-int	chr1	162896813	162901616	+	turquoise
ERV316A3_1q23.3c	ERV3-16A3_I-int	chr1	164147817	164151389	+	turquoise
ERV316A3_1q23.3d	ERV3-16A3_I-int	chr1	164370613	164371862	-	turquoise
ERV316A3_1q23.3e	ERV3-16A3_I-int	chr1	164465893	164469347	-	turquoise
ERV316A3_1q23.3f	ERV3-16A3_I-int	chr1	164469401	164470914	-	turquoise
ERV316A3_1q23.3g	ERV3-16A3_I-int	chr1	164886625	164890264	+	turquoise
ERV316A3_1q24.1	ERV3-16A3_I-int	chr1	165815775	165818468	+	turquoise
ERV316A3_1q24.2a	ERV3-16A3_I-int	chr1	167581655	167584948	-	turquoise
ERV316A3_1q24.2b	ERV3-16A3_I-int	chr1	168434251	168436218	+	turquoise
ERV316A3_1q24.3a	ERV3-16A3_I-int	chr1	171608720	171614720	-	turquoise
ERV316A3_1q24.3b	ERV3-16A3_I-int	chr1	172696420	172696961	-	turquoise
ERV316A3_1q25.2a	ERV3-16A3_I-int	chr1	177291956	177294248	-	turquoise
ERV316A3_1q25.2b	ERV3-16A3_I-int	chr1	177455894	177461782	-	turquoise
ERV316A3_1q25.3b	ERV3-16A3_I-int	chr1	180893781	180896927	+	turquoise
ERV316A3_1q25.3d	ERV3-16A3_I-int	chr1	181997613	181999203	-	turquoise
ERV316A3_1q25.3f	ERV3-16A3_I-int	chr1	182494569	182497220	-	turquoise
ERV316A3_1q31.1	ERV3-16A3_I-int	chr1	188758546	188760145	+	turquoise
ERV316A3_1q31.2a	ERV3-16A3_I-int	chr1	192224564	192227876	+	turquoise
ERV316A3_1q31.2b	ERV3-16A3_I-int	chr1	192237925	192238996	+	turquoise
ERV316A3_1q31.3a	ERV3-16A3_I-int	chr1	194296403	194298175	-	turquoise
ERV316A3_1q31.3b	ERV3-16A3_I-int	chr1	194841597	194843308	+	turquoise
ERV316A3_1q31.3d	ERV3-16A3_I-int	chr1	195659613	195660588	-	turquoise
ERV316A3_1q31.3e	ERV3-16A3_I-int	chr1	197231408	197235276	+	turquoise
ERV316A3_1q32.1a	ERV3-16A3_I-int	chr1	199358701	199359381	-	turquoise
ERV316A3_1q32.1b	ERV3-16A3_I-int	chr1	199544712	199548341	+	turquoise
ERV316A3_1q32.1c	ERV3-16A3_I-int	chr1	206973325	206977103	-	turquoise
ERV316A3_1q32.2a	ERV3-16A3_I-int	chr1	207135436	207140442	-	turquoise
ERV316A3_1q32.2b	ERV3-16A3_I-int	chr1	208984563	208986825	-	turquoise
ERV316A3_1q32.2c	ERV3-16A3_I-int	chr1	209283261	209286159	-	turquoise
ERV316A3_1q32.2d	ERV3-16A3_I-int	chr1	209444886	209448546	-	turquoise
ERV316A3_1q32.2e	ERV3-16A3_I-int	chr1	209910312	209913183	+	turquoise
ERV316A3_1q32.3b	ERV3-16A3_I-int	chr1	212138300	212139424	+	turquoise
ERV316A3_1q41a	ERV3-16A3_I-int	chr1	214585874	214590346	-	turquoise
ERV316A3_1q41b	ERV3-16A3_I-int	chr1	215248392	215250212	-	turquoise
ERV316A3_1q41c	ERV3-16A3_I-int	chr1	216193885	216195860	+	turquoise
ERV316A3_1q41d	ERV3-16A3_I-int	chr1	221595403	221598541	-	turquoise
ERV316A3_1q41e	ERV3-16A3_I-int	chr1	222288336	222293533	+	turquoise
ERV316A3_1q42.12b	ERV3-16A3_I-int	chr1	225716020	225725256	+	turquoise
ERV316A3_1q42.13a	ERV3-16A3_I-int	chr1	227353706	227355425	-	turquoise
ERV316A3_1q42.13b	ERV3-16A3_I-int	chr1	227357275	227360947	-	turquoise
ERV316A3_1q42.13c	ERV3-16A3_I-int	chr1	227865345	227868077	+	turquoise
ERV316A3_1q42.13d	ERV3-16A3_I-int	chr1	229141459	229145532	+	turquoise
ERV316A3_1q42.13f	ERV3-16A3_I-int	chr1	229887855	229890725	+	turquoise
ERV316A3_1q42.2a	ERV3-16A3_I-int	chr1	230541931	230546466	+	turquoise
ERV316A3_1q42.2b	ERV3-16A3_I-int	chr1	232213630	232216676	+	turquoise
ERV316A3_1q42.2c	ERV3-16A3_I-int	chr1	232745164	232747470	+	turquoise
ERV316A3_1q43a	ERV3-16A3_I-int	chr1	238509197	238512392	+	turquoise
ERV316A3_1q43b	ERV3-16A3_I-int	chr1	238712225	238714350	-	turquoise
ERV316A3_1q43c	ERV3-16A3_I-int	chr1	239269924	239275810	-	turquoise
ERV316A3_1q43d	ERV3-16A3_I-int	chr1	240419494	240421256	-	turquoise
ERV316A3_1q43e	ERV3-16A3_I-int	chr1	240485614	240489056	+	turquoise
ERV316A3_1q44a	ERV3-16A3_I-int	chr1	244003513	244010519	+	turquoise
ERV316A3_1q44b	ERV3-16A3_I-int	chr1	244644512	244646518	+	turquoise
ERV316A3_1q44c	ERV3-16A3_I-int	chr1	245062647	245063542	-	turquoise
ERV316A3_20p11.21	ERV3-16A3_I-int	chr20	25671515	25673906	-	turquoise
ERV316A3_20p11.23a	ERV3-16A3_I-int	chr20	20821507	20824442	-	turquoise
ERV316A3_20p12.1a	ERV3-16A3_I-int	chr20	14622866	14627590	+	turquoise
ERV316A3_20p12.1c	ERV3-16A3_I-int	chr20	16861973	16864107	+	turquoise
ERV316A3_20q12a	ERV3-16A3_I-int	chr20	39413394	39414308	+	turquoise
ERV316A3_20q12b	ERV3-16A3_I-int	chr20	39624402	39625925	+	turquoise
ERV316A3_20q13.12	ERV3-16A3_I-int	chr20	46432835	46435517	-	turquoise
ERV316A3_20q13.2	ERV3-16A3_I-int	chr20	56026476	56028361	-	turquoise
ERV316A3_20q13.32a	ERV3-16A3_I-int	chr20	59367431	59369987	-	turquoise
ERV316A3_21q11.2a	ERV3-16A3_I-int	chr21	13004717	13005970	-	turquoise
ERV316A3_21q11.2b	ERV3-16A3_I-int	chr21	13006024	13007231	-	turquoise
ERV316A3_21q21.1a	ERV3-16A3_I-int	chr21	16806462	16808102	+	turquoise
ERV316A3_21q21.1b	ERV3-16A3_I-int	chr21	16826585	16827989	+	turquoise
ERV316A3_21q21.1d	ERV3-16A3_I-int	chr21	20419334	20422740	-	turquoise
ERV316A3_21q21.1e	ERV3-16A3_I-int	chr21	20737691	20740161	+	turquoise
ERV316A3_21q21.1f	ERV3-16A3_I-int	chr21	22032698	22035130	-	turquoise
ERV316A3_21q21.2b	ERV3-16A3_I-int	chr21	23316077	23319336	-	turquoise
ERV316A3_21q21.2d	ERV3-16A3_I-int	chr21	23896824	23901268	+	turquoise
ERV316A3_21q21.2e	ERV3-16A3_I-int	chr21	23902225	23904756	+	turquoise
ERV316A3_21q21.2f	ERV3-16A3_I-int	chr21	24072644	24076040	-	turquoise
ERV316A3_21q21.2g	ERV3-16A3_I-int	chr21	24438073	24441244	+	turquoise
ERV316A3_21q21.3b	ERV3-16A3_I-int	chr21	27365626	27366597	-	turquoise
ERV316A3_21q21.3c	ERV3-16A3_I-int	chr21	27368499	27370523	-	turquoise
ERV316A3_21q21.3d	ERV3-16A3_I-int	chr21	27801320	27801966	+	turquoise
ERV316A3_21q21.3e	ERV3-16A3_I-int	chr21	28455897	28457203	-	turquoise
ERV316A3_21q22.11a	ERV3-16A3_I-int	chr21	31860927	31865846	+	turquoise
ERV316A3_21q22.11b	ERV3-16A3_I-int	chr21	33288905	33293464	-	turquoise
ERV316A3_21q22.12b	ERV3-16A3_I-int	chr21	35833358	35839688	+	turquoise
ERV316A3_21q22.2a	ERV3-16A3_I-int	chr21	38338593	38340596	+	turquoise
ERV316A3_21q22.2b	ERV3-16A3_I-int	chr21	39572047	39574163	-	turquoise
ERV316A3_21q22.2c	ERV3-16A3_I-int	chr21	39710767	39715002	-	turquoise
ERV316A3_21q22.3a	ERV3-16A3_I-int	chr21	41653581	41657285	-	turquoise
ERV316A3_21q22.3b	ERV3-16A3_I-int	chr21	42598743	42600906	-	turquoise
ERV316A3_21q22.3c	ERV3-16A3_I-int	chr21	46094126	46096937	-	turquoise
ERV316A3_21q22.3d	ERV3-16A3_I-int	chr21	46447214	46447803	-	turquoise
ERV316A3_21q22.3e	ERV3-16A3_I-int	chr21	46451755	46458103	-	turquoise
ERV316A3_22q11.1a	ERV3-16A3_I-int	chr22	15231211	15232429	-	turquoise
ERV316A3_22q11.1b	ERV3-16A3_I-int	chr22	15232483	15233690	-	turquoise
ERV316A3_22q11.1c	ERV3-16A3_I-int	chr22	16099521	16100763	-	turquoise
ERV316A3_22q11.1f	ERV3-16A3_I-int	chr22	16418913	16420478	+	turquoise
ERV316A3_22q11.22a	ERV3-16A3_I-int	chr22	22224581	22226044	-	turquoise
ERV316A3_22q12.3b	ERV3-16A3_I-int	chr22	34673100	34675939	+	turquoise
ERV316A3_22q13.1	ERV3-16A3_I-int	chr22	37287909	37290999	-	turquoise
ERV316A3_22q13.33a	ERV3-16A3_I-int	chr22	49930842	49933439	-	turquoise
ERV316A3_22q13.33b	ERV3-16A3_I-int	chr22	50765992	50767060	+	turquoise
ERV316A3_2p11.1a	ERV3-16A3_I-int	chr2	91868944	91870258	+	turquoise
ERV316A3_2p11.1b	ERV3-16A3_I-int	chr2	91873093	91874655	+	turquoise
ERV316A3_2p11.2a	ERV3-16A3_I-int	chr2	83115153	83116354	-	turquoise
ERV316A3_2p11.2b	ERV3-16A3_I-int	chr2	85111587	85115113	+	turquoise
ERV316A3_2p11.2c	ERV3-16A3_I-int	chr2	88205171	88207766	+	turquoise
ERV316A3_2p13.3	ERV3-16A3_I-int	chr2	69255819	69265142	+	turquoise
ERV316A3_2p14	ERV3-16A3_I-int	chr2	65952925	65958811	-	turquoise
