"gene","symbol","module","chromosome","gene_strand","TSS","promoter_start","promoter_end","erv_fragment_id","repeat_start","repeat_end","erv_strand","repName","repFamily","repeat_part","percent_divergence"
"ENSG00000188372.15","ZP3","grey","chr7","+",76424950,76422950,76425449,"chr7_76423875_76423924_LTR35A",76423875,76423924,"-","LTR35A","ERV1","LTR_or_other",14.5
"ENSG00000237541.4","HLA-DQA2","grey","chr6","+",32741391,32739391,32741890,"chr6_32739089_32739472_MLT2C1",32739089,32739472,"-","MLT2C1","ERVL","LTR_or_other",27.3
"ENSG00000237541.4","HLA-DQA2","grey","chr6","+",32741391,32739391,32741890,"chr6_32739477_32739927_MER90a",32739477,32739927,"-","MER90a","ERV1","LTR_or_other",19.9
"ENSG00000206422.3","LRRC30","blue","chr18","+",7231089,7229089,7231588,"chr18_7229542_7229712_MLT1B",7229542,7229712,"-","MLT1B","ERVL-MaLR","LTR_or_other",11.8
"ENSG00000206422.3","LRRC30","blue","chr18","+",7231089,7229089,7231588,"chr18_7229708_7229809_MLT1B",7229708,7229809,"-","MLT1B","ERVL-MaLR","LTR_or_other",18.7
"ENSG00000162390.18","ACOT11","blue","chr1","+",54542257,54540257,54542756,"chr1_54540730_54540813_LTR2C",54540730,54540813,"-","LTR2C","ERV1","LTR_or_other",6
"ENSG00000154415.8","PPP1R3A","blue","chr7","-",114075920,114075421,114077920,"chr7_114075518_114075983_MLT1F2",114075518,114075983,"-","MLT1F2","ERVL-MaLR","LTR_or_other",28
"ENSG00000154415.8","PPP1R3A","blue","chr7","-",114075920,114075421,114077920,"chr7_114075984_114077406_LTR12C",114075984,114077406,"-","LTR12C","ERV1","LTR_or_other",5.8
"ENSG00000154415.8","PPP1R3A","blue","chr7","-",114075920,114075421,114077920,"chr7_114077407_114077478_MLT1F2",114077407,114077478,"-","MLT1F2","ERVL-MaLR","LTR_or_other",28
"ENSG00000196139.14","AKR1C3","red","chr10","+",5035354,5033354,5035853,"chr10_5034452_5034757_MST-int",5034452,5034757,"+","MST-int","ERVL-MaLR","internal",26.5
"ENSG00000196139.14","AKR1C3","red","chr10","+",5035354,5033354,5035853,"chr10_5035130_5035473_LTR14A",5035130,5035473,"+","LTR14A","ERVK","LTR_or_other",6.1
"ENSG00000196139.14","AKR1C3","red","chr10","+",5035354,5033354,5035853,"chr10_5035474_5038306_HERVK14-int",5035474,5038306,"+","HERVK14-int","ERVK","internal",6.1
"ENSG00000238102.3","ENSG00000238102","blue","chr20","-",7258323,7257824,7260323,"chr20_7259683_7260218_MLT1H1",7259683,7260218,"+","MLT1H1","ERVL-MaLR","LTR_or_other",27
"ENSG00000116652.6","DLEU2L","greenyellow","chr1","+",63547082,63545082,63547581,"chr1_63547558_63548048_MLT1H",63547558,63548048,"-","MLT1H","ERVL-MaLR","LTR_or_other",25.6
"ENSG00000122477.13","LRRC39","blue","chr1","-",100178273,100177774,100180273,"chr1_100180085_100180244_MLT1N2",100180085,100180244,"+","MLT1N2","ERVL-MaLR","LTR_or_other",30.8
"ENSG00000159166.15","LAD1","blue","chr1","-",201399915,201399416,201401915,"chr1_201401334_201401734_MLT1B",201401334,201401734,"-","MLT1B","ERVL-MaLR","LTR_or_other",30.4
"ENSG00000197769.6","MAP1LC3C","green","chr1","-",241999098,241998599,242001098,"chr1_242000001_242000236_MER21B",242000001,242000236,"-","MER21B","ERVL","LTR_or_other",15.8
"ENSG00000197769.6","MAP1LC3C","green","chr1","-",241999098,241998599,242001098,"chr1_242000527_242000994_MER21B",242000527,242000994,"-","MER21B","ERVL","LTR_or_other",15.8
"ENSG00000258733.7","LINC02328","blue","chr14","+",85911438,85909438,85911937,"chr14_85911565_85911712_MLT1A0",85911565,85911712,"-","MLT1A0","ERVL-MaLR","LTR_or_other",18.5
"ENSG00000258733.7","LINC02328","blue","chr14","+",85911438,85909438,85911937,"chr14_85911885_85912181_LTR82A",85911885,85912181,"+","LTR82A","ERVL","LTR_or_other",30.2
"ENSG00000226085.3","UQCRFS1P1","yellow","chr22","+",39875289,39873289,39875788,"chr22_39873892_39874245_THE1B",39873892,39874245,"-","THE1B","ERVL-MaLR","LTR_or_other",11.9
"ENSG00000126803.10","HSPA2","yellow","chr14","+",64535905,64533905,64536404,"chr14_64535426_64535624_THE1B",64535426,64535624,"+","THE1B","ERVL-MaLR","LTR_or_other",12
"ENSG00000126803.10","HSPA2","yellow","chr14","+",64535905,64533905,64536404,"chr14_64535883_64536055_THE1B",64535883,64536055,"+","THE1B","ERVL-MaLR","LTR_or_other",9.4
"ENSG00000141622.14","RNF165","blue","chr18","+",46326809,46324809,46327308,"chr18_46324475_46324944_MLT1J",46324475,46324944,"-","MLT1J","ERVL-MaLR","LTR_or_other",29.2
"ENSG00000141622.14","RNF165","blue","chr18","+",46326809,46324809,46327308,"chr18_46326571_46326648_MLT1J",46326571,46326648,"-","MLT1J","ERVL-MaLR","LTR_or_other",25.6
"ENSG00000135074.16","ADAM19","blue","chr5","-",157575775,157575276,157577775,"chr5_157577196_157577719_MER4A1_",157577196,157577719,"-","MER4A1_","ERV1","LTR_or_other",9.6
"ENSG00000270210.1","ENSG00000270210","brown","chr2","+",28425945,28423945,28426444,"chr2_28424530_28424625_MLT1J",28424530,28424625,"-","MLT1J","ERVL-MaLR","LTR_or_other",26
"ENSG00000270210.1","ENSG00000270210","brown","chr2","+",28425945,28423945,28426444,"chr2_28424645_28424992_MLT1J-int",28424645,28424992,"-","MLT1J-int","ERVL-MaLR","internal",27.6
"ENSG00000139269.3","INHBE","blue","chr12","+",57452323,57450323,57452822,"chr12_57450598_57451016_LTR33",57450598,57451016,"+","LTR33","ERVL","LTR_or_other",31.6
"ENSG00000173093.13","CCDC63","blue","chr12","+",110846769,110844769,110847268,"chr12_110844645_110844810_MLT1L",110844645,110844810,"-","MLT1L","ERVL-MaLR","LTR_or_other",31.1
"ENSG00000170153.11","RNF150","blue","chr4","-",141212877,141212378,141214877,"chr4_141212712_141212921_MSTA",141212712,141212921,"-","MSTA","ERVL-MaLR","LTR_or_other",15.4
"ENSG00000170153.11","RNF150","blue","chr4","-",141212877,141212378,141214877,"chr4_141213218_141213379_MSTA",141213218,141213379,"-","MSTA","ERVL-MaLR","LTR_or_other",15.4
"ENSG00000170153.11","RNF150","blue","chr4","-",141212877,141212378,141214877,"chr4_141213380_141214962_LTR12C",141213380,141214962,"+","LTR12C","ERV1","LTR_or_other",12
"ENSG00000262539.1","ENSG00000262539","grey","chr17","-",46260606,46260107,46262606,"chr17_46261239_46261402_MLT1F1",46261239,46261402,"-","MLT1F1","ERVL-MaLR","LTR_or_other",27
"ENSG00000156265.16","MAP3K7CL","blue","chr21","+",29077471,29075471,29077970,"chr21_29076051_29076387_MLT1A0",29076051,29076387,"+","MLT1A0","ERVL-MaLR","LTR_or_other",18.5
"ENSG00000156265.16","MAP3K7CL","blue","chr21","+",29077471,29075471,29077970,"chr21_29076388_29077682_LTR12C",29076388,29077682,"-","LTR12C","ERV1","LTR_or_other",6.7
"ENSG00000156265.16","MAP3K7CL","blue","chr21","+",29077471,29075471,29077970,"chr21_29077683_29077707_MLT1A0",29077683,29077707,"+","MLT1A0","ERVL-MaLR","LTR_or_other",18.5
"ENSG00000130592.17","LSP1","turquoise","chr11","+",1850904,1848904,1851403,"chr11_1850194_1850363_MLT1C",1850194,1850363,"-","MLT1C","ERVL-MaLR","LTR_or_other",24.6
"ENSG00000130592.17","LSP1","turquoise","chr11","+",1850904,1848904,1851403,"chr11_1850680_1850868_MLT1C",1850680,1850868,"-","MLT1C","ERVL-MaLR","LTR_or_other",24.6
"ENSG00000224721.2","ENSG00000224721","brown","chr14","-",75579652,75579153,75581652,"chr14_75580498_75580928_LTR7B",75580498,75580928,"-","LTR7B","ERV1","LTR_or_other",6.1
"ENSG00000224721.2","ENSG00000224721","brown","chr14","-",75579652,75579153,75581652,"chr14_75580929_75581368_HERVH-int",75580929,75581368,"-","HERVH-int","ERV1","internal",12.2
"ENSG00000224721.2","ENSG00000224721","brown","chr14","-",75579652,75579153,75581652,"chr14_75581373_75586070_HERVH-int",75581373,75586070,"-","HERVH-int","ERV1","internal",22.6
"ENSG00000146477.6","SLC22A3","brown","chr6","+",160348378,160346378,160348877,"chr6_160346534_160347079_MER39B",160346534,160347079,"-","MER39B","ERV1","LTR_or_other",14.4
"ENSG00000203697.12","CAPN8","blue","chr1","-",223665723,223665224,223667723,"chr1_223666631_223667081_MLT1D",223666631,223667081,"+","MLT1D","ERVL-MaLR","LTR_or_other",22.9
"ENSG00000081041.9","CXCL2","turquoise","chr4","-",74099195,74098696,74101195,"chr4_74100801_74101182_MLT1A",74100801,74101182,"+","MLT1A","ERVL-MaLR","LTR_or_other",22.2
"ENSG00000143507.18","DUSP10","blue","chr1","-",221742089,221741590,221744089,"chr1_221744031_221744539_MER4E",221744031,221744539,"-","MER4E","ERV1","LTR_or_other",9.6
"ENSG00000197582.5","GPX1P1","grey","chrX","-",13379340,13378841,13381340,"chrX_13379411_13380066_MER39B",13379411,13380066,"-","MER39B","ERV1","LTR_or_other",11.7
"ENSG00000197582.5","GPX1P1","grey","chrX","-",13379340,13378841,13381340,"chrX_13380526_13381112_MER4B",13380526,13381112,"-","MER4B","ERV1","LTR_or_other",8.6
"ENSG00000249464.7","LINC01091","blue","chr4","+",123539026,123537026,123539525,"chr4_123537068_123537221_MER34A",123537068,123537221,"-","MER34A","ERV1","LTR_or_other",14.9
"ENSG00000249464.7","LINC01091","blue","chr4","+",123539026,123537026,123539525,"chr4_123537736_123539444_LTR12C",123537736,123539444,"+","LTR12C","ERV1","LTR_or_other",6.8
"ENSG00000164900.5","GBX1","blue","chr7","-",151174745,151174246,151176745,"chr7_151176745_151177203_MLT1C",151176745,151177203,"+","MLT1C","ERVL-MaLR","LTR_or_other",20.9
"ENSG00000187193.9","MT1X","brown","chr16","+",56682470,56680470,56682969,"chr16_56680649_56681005_MLT1A0",56680649,56681005,"+","MLT1A0","ERVL-MaLR","LTR_or_other",22.2
"ENSG00000089250.20","NOS1","yellow","chr12","-",117452170,117451671,117454170,"chr12_117452835_117452969_MLT1H",117452835,117452969,"+","MLT1H","ERVL-MaLR","LTR_or_other",24.4
"ENSG00000273812.3","ENSG00000273812","blue","chr20","-",62603319,62602820,62605319,"chr20_62604506_62604600_MLT1G3",62604506,62604600,"-","MLT1G3","ERVL-MaLR","LTR_or_other",30.5
"ENSG00000273812.3","ENSG00000273812","blue","chr20","-",62603319,62602820,62605319,"chr20_62604786_62604906_MLT1G3",62604786,62604906,"-","MLT1G3","ERVL-MaLR","LTR_or_other",21.7
"ENSG00000168329.14","CX3CR1","blue","chr3","-",39281735,39281236,39283735,"chr3_39281915_39282204_LTR40c",39281915,39282204,"-","LTR40c","ERVL","LTR_or_other",25.4
"ENSG00000237686.8","SCIRT","blue","chr6","-",44058553,44058054,44060553,"chr6_44059737_44060103_MLT1J",44059737,44060103,"+","MLT1J","ERVL-MaLR","LTR_or_other",21.4
"ENSG00000106809.11","OGN","turquoise","chr9","-",92404696,92404197,92406696,"chr9_92406483_92406846_MLT1F2",92406483,92406846,"-","MLT1F2","ERVL-MaLR","LTR_or_other",21.6
"ENSG00000135469.14","COQ10A","yellow","chr12","+",56266942,56264942,56267441,"chr12_56265764_56265942_MLT2A2",56265764,56265942,"+","MLT2A2","ERVL","LTR_or_other",13.9
"ENSG00000135469.14","COQ10A","yellow","chr12","+",56266942,56264942,56267441,"chr12_56266285_56266644_MLT2A2",56266285,56266644,"+","MLT2A2","ERVL","LTR_or_other",21.1
"ENSG00000264490.3","ENSG00000264490","blue","chr20","+",62575590,62573590,62576089,"chr20_62574164_62574300_MLT1K",62574164,62574300,"-","MLT1K","ERVL-MaLR","LTR_or_other",24.8
"ENSG00000264490.3","ENSG00000264490","blue","chr20","+",62575590,62573590,62576089,"chr20_62574517_62574592_MLT1K",62574517,62574592,"-","MLT1K","ERVL-MaLR","LTR_or_other",26.3
"ENSG00000198074.10","AKR1B10","grey60","chr7","+",134527567,134525567,134528066,"chr7_134525621_134526062_MER65A",134525621,134526062,"+","MER65A","ERV1","LTR_or_other",17.9
"ENSG00000259560.2","ENSG00000259560","blue","chr15","-",87703852,87703353,87705852,"chr15_87703697_87704050_THE1A",87703697,87704050,"-","THE1A","ERVL-MaLR","LTR_or_other",9
"ENSG00000008517.19","IL32","grey","chr16","+",3065297,3063297,3065796,"chr16_3064157_3064261_MLT1B",3064157,3064261,"+","MLT1B","ERVL-MaLR","LTR_or_other",22.5
"ENSG00000008517.19","IL32","grey","chr16","+",3065297,3063297,3065796,"chr16_3064564_3064830_MLT1B",3064564,3064830,"+","MLT1B","ERVL-MaLR","LTR_or_other",22.5
"ENSG00000235205.1","TATDN2P3","blue","chr13","+",23243520,23241520,23244019,"chr13_23243431_23243498_MLT1J",23243431,23243498,"-","MLT1J","ERVL-MaLR","LTR_or_other",26.5
"ENSG00000159216.19","RUNX1","black","chr21","-",36004667,36004168,36006667,"chr21_36005108_36005443_MER48",36005108,36005443,"+","MER48","ERV1","LTR_or_other",10.6
"ENSG00000270605.1","ENSG00000270605","blue","chr1","-",28241453,28240954,28243453,"chr1_28241081_28241213_MLT1O",28241081,28241213,"-","MLT1O","ERVL-MaLR","LTR_or_other",21.9
"ENSG00000271303.2","SRXN1","brown","chr20","-",653200,652701,655200,"chr20_654770_654893_MLT1L",654770,654893,"-","MLT1L","ERVL-MaLR","LTR_or_other",26.9
"ENSG00000271303.2","SRXN1","brown","chr20","-",653200,652701,655200,"chr20_655186_655366_MLT1L",655186,655366,"-","MLT1L","ERVL-MaLR","LTR_or_other",26.9
"ENSG00000227456.9","LINC00310","blue","chr21","+",34157724,34155724,34158223,"chr21_34156918_34157172_LTR37B",34156918,34157172,"+","LTR37B","ERV1","LTR_or_other",21.3
"ENSG00000227456.9","LINC00310","blue","chr21","+",34157724,34155724,34158223,"chr21_34157530_34157714_LTR37B",34157530,34157714,"+","LTR37B","ERV1","LTR_or_other",21.3
"ENSG00000146416.19","AIG1","blue","chr6","+",143060496,143058496,143060995,"chr6_143058930_143059402_LTR12F",143058930,143059402,"+","LTR12F","ERV1","LTR_or_other",10.4
"ENSG00000258647.6","LINC00930","salmon","chr15","-",92574529,92574030,92576529,"chr15_92575722_92576062_MLT1B",92575722,92576062,"+","MLT1B","ERVL-MaLR","LTR_or_other",20.6
"ENSG00000172000.7","ZNF556","blue","chr19","+",2867335,2865335,2867834,"chr19_2865339_2865813_LTR15",2865339,2865813,"+","LTR15","ERV1","LTR_or_other",9.8
"ENSG00000172000.7","ZNF556","blue","chr19","+",2867335,2865335,2867834,"chr19_2865830_2865926_LTR53-int",2865830,2865926,"-","LTR53-int","ERVL","internal",23.7
"ENSG00000172000.7","ZNF556","blue","chr19","+",2867335,2865335,2867834,"chr19_2866148_2866271_LTR52-int",2866148,2866271,"-","LTR52-int","ERVL","internal",25.8
"ENSG00000172000.7","ZNF556","blue","chr19","+",2867335,2865335,2867834,"chr19_2866702_2866934_LTR52-int",2866702,2866934,"-","LTR52-int","ERVL","internal",28
"ENSG00000258545.7","RHOXF1-AS1","grey","chrX","+",120036236,120034236,120036735,"chrX_120034027_120034614_MLT1-int",120034027,120034614,"+","MLT1-int","ERVL-MaLR","internal",19.4
"ENSG00000258545.7","RHOXF1-AS1","grey","chrX","+",120036236,120034236,120036735,"chrX_120034922_120035004_MLT1-int",120034922,120035004,"+","MLT1-int","ERVL-MaLR","internal",19.4
"ENSG00000258545.7","RHOXF1-AS1","grey","chrX","+",120036236,120034236,120036735,"chrX_120035005_120035650_MER4A",120035005,120035650,"+","MER4A","ERV1","LTR_or_other",15.7
"ENSG00000258545.7","RHOXF1-AS1","grey","chrX","+",120036236,120034236,120036735,"chrX_120035654_120035804_MER4-int",120035654,120035804,"+","MER4-int","ERV1","internal",13.2
"ENSG00000258545.7","RHOXF1-AS1","grey","chrX","+",120036236,120034236,120036735,"chrX_120035805_120036296_LTR2B",120035805,120036296,"-","LTR2B","ERV1","LTR_or_other",5.6
"ENSG00000258545.7","RHOXF1-AS1","grey","chrX","+",120036236,120034236,120036735,"chrX_120036297_120036820_MER4-int",120036297,120036820,"+","MER4-int","ERV1","internal",13.8
"ENSG00000116748.22","AMPD1","blue","chr1","-",114695618,114695119,114697618,"chr1_114697180_114697604_MLT1J",114697180,114697604,"+","MLT1J","ERVL-MaLR","LTR_or_other",30.8
"ENSG00000215187.13","FAM166B","orange","chr9","-",35563899,35563400,35565899,"chr9_35565205_35565668_MLT1L",35565205,35565668,"+","MLT1L","ERVL-MaLR","LTR_or_other",24.3
"ENSG00000248461.3","LINC02119","yellow","chr5","+",38025568,38023568,38026067,"chr5_38025781_38026000_MLT1J2",38025781,38026000,"+","MLT1J2","ERVL-MaLR","LTR_or_other",25
"ENSG00000134324.12","LPIN1","brown","chr2","+",11677595,11675595,11678094,"chr2_11675799_11676144_MLT1A",11675799,11676144,"+","MLT1A","ERVL-MaLR","LTR_or_other",20.9
"ENSG00000134324.12","LPIN1","brown","chr2","+",11677595,11675595,11678094,"chr2_11676563_11676772_MLT1D",11676563,11676772,"-","MLT1D","ERVL-MaLR","LTR_or_other",22.1
"ENSG00000143333.7","RGS16","pink","chr1","-",182604389,182603890,182606389,"chr1_182605581_182605897_LTR16",182605581,182605897,"-","LTR16","ERVL","LTR_or_other",25.6
"ENSG00000084070.12","SMAP2","brown","chr1","+",40344850,40342850,40345349,"chr1_40342793_40343181_MLT1D-int",40342793,40343181,"-","MLT1D-int","ERVL-MaLR","internal",21.1
"ENSG00000084070.12","SMAP2","brown","chr1","+",40344850,40342850,40345349,"chr1_40343190_40343259_MLT1D",40343190,40343259,"-","MLT1D","ERVL-MaLR","LTR_or_other",19
"ENSG00000084070.12","SMAP2","brown","chr1","+",40344850,40342850,40345349,"chr1_40343568_40344032_MLT1D",40343568,40344032,"-","MLT1D","ERVL-MaLR","LTR_or_other",19
"ENSG00000171033.13","PKIA","blue","chr8","+",78516340,78514340,78516839,"chr8_78514135_78514486_MSTA",78514135,78514486,"+","MSTA","ERVL-MaLR","LTR_or_other",11.7
"ENSG00000182013.18","PNMA8A","turquoise","chr19","-",46471563,46471064,46473563,"chr19_46472183_46472664_LTR46",46472183,46472664,"+","LTR46","ERV1","LTR_or_other",10.7
"ENSG00000182013.18","PNMA8A","turquoise","chr19","-",46471563,46471064,46473563,"chr19_46472665_46472917_MER66A",46472665,46472917,"-","MER66A","ERV1","LTR_or_other",20
"ENSG00000146122.17","DAAM2","brown","chr6","+",39792298,39790298,39792797,"chr6_39790585_39790691_MLT1J",39790585,39790691,"-","MLT1J","ERVL-MaLR","LTR_or_other",29.8
"ENSG00000225549.3","SELENOKP3","blue","chr6","+",118757518,118755518,118758017,"chr6_118755299_118756034_LTR78",118755299,118756034,"-","LTR78","ERV1","LTR_or_other",29
"ENSG00000225549.3","SELENOKP3","blue","chr6","+",118757518,118755518,118758017,"chr6_118756075_118756417_LTR78",118756075,118756417,"-","LTR78","ERV1","LTR_or_other",29.9
"ENSG00000225549.3","SELENOKP3","blue","chr6","+",118757518,118755518,118758017,"chr6_118756772_118757013_MLT1B",118756772,118757013,"-","MLT1B","ERVL-MaLR","LTR_or_other",16.7
"ENSG00000225549.3","SELENOKP3","blue","chr6","+",118757518,118755518,118758017,"chr6_118757314_118757469_MLT1B",118757314,118757469,"-","MLT1B","ERVL-MaLR","LTR_or_other",16.7
"ENSG00000225549.3","SELENOKP3","blue","chr6","+",118757518,118755518,118758017,"chr6_118757672_118757709_MLT2B2",118757672,118757709,"+","MLT2B2","ERVL","LTR_or_other",14.7
"ENSG00000225549.3","SELENOKP3","blue","chr6","+",118757518,118755518,118758017,"chr6_118758013_118758519_MLT2B2",118758013,118758519,"+","MLT2B2","ERVL","LTR_or_other",14.7
"ENSG00000164266.11","SPINK1","white","chr5","-",147831671,147831172,147833671,"chr5_147832345_147832848_LTR40a",147832345,147832848,"+","LTR40a","ERVL","LTR_or_other",25.5
"ENSG00000161267.12","BDH1","yellow","chr3","-",197573323,197572824,197575323,"chr3_197573744_197573788_MLT2D",197573744,197573788,"-","MLT2D","ERVL","LTR_or_other",15.6
"ENSG00000161267.12","BDH1","yellow","chr3","-",197573323,197572824,197575323,"chr3_197573828_197574313_ERVL-B4-int",197573828,197574313,"+","ERVL-B4-int","ERVL","internal",15.2
"ENSG00000161267.12","BDH1","yellow","chr3","-",197573323,197572824,197575323,"chr3_197574314_197574762_MER4A1",197574314,197574762,"-","MER4A1","ERV1","LTR_or_other",8.7
"ENSG00000161267.12","BDH1","yellow","chr3","-",197573323,197572824,197575323,"chr3_197574763_197574937_ERVL-B4-int",197574763,197574937,"+","ERVL-B4-int","ERVL","internal",15.2
"ENSG00000161267.12","BDH1","yellow","chr3","-",197573323,197572824,197575323,"chr3_197574939_197574968_MLT2D",197574939,197574968,"+","MLT2D","ERVL","LTR_or_other",10
"ENSG00000161267.12","BDH1","yellow","chr3","-",197573323,197572824,197575323,"chr3_197575084_197575661_LTR27B",197575084,197575661,"+","LTR27B","ERV1","LTR_or_other",16.1
"ENSG00000278464.2","ENSG00000278464","turquoise","chr18","-",34903504,34903005,34905504,"chr18_34905021_34905396_THE1C",34905021,34905396,"-","THE1C","ERVL-MaLR","LTR_or_other",12.5
"ENSG00000278464.2","ENSG00000278464","turquoise","chr18","-",34903504,34903005,34905504,"chr18_34905397_34906945_THE1C-int",34905397,34906945,"-","THE1C-int","ERVL-MaLR","internal",11.1
"ENSG00000011638.11","LDAF1","blue","chr16","+",21158377,21156377,21158876,"chr16_21156523_21156660_MLT1A0",21156523,21156660,"-","MLT1A0","ERVL-MaLR","LTR_or_other",17.9
"ENSG00000151726.15","ACSL1","brown","chr4","-",184826606,184826107,184828606,"chr4_184827486_184827848_MLT1B",184827486,184827848,"-","MLT1B","ERVL-MaLR","LTR_or_other",21.9
"ENSG00000151726.15","ACSL1","brown","chr4","-",184826606,184826107,184828606,"chr4_184828156_184828208_MLT1B",184828156,184828208,"-","MLT1B","ERVL-MaLR","LTR_or_other",21.9
