"gene","symbol_gtf","gene_type","chromosome","gene_start","gene_end","strand","gene_clean","TSS","gene_length"
"ENSG00000229519.2","ENSG00000229519","processed_pseudogene","chr1",6547905,6548619,"+","ENSG00000229519",6547905,715
"ENSG00000173662.21","TAS1R1","protein_coding","chr1",6555307,6579755,"+","ENSG00000173662",6555307,24449
"ENSG00000204859.13","ZBTB48","protein_coding","chr1",6579994,6589280,"+","ENSG00000204859",6579994,9287
"ENSG00000162413.17","KLHL21","protein_coding","chr1",6590724,6614607,"-","ENSG00000162413",6614607,23884
"ENSG00000116273.6","PHF13","protein_coding","chr1",6613731,6624030,"+","ENSG00000116273",6613731,10300
"ENSG00000041988.16","THAP3","protein_coding","chr1",6624868,6634167,"+","ENSG00000041988",6624868,9300
"ENSG00000007923.17","DNAJC11","protein_coding","chr1",6635587,6701924,"-","ENSG00000007923",6701924,66338
"ENSG00000228750.7","LINC01672","lncRNA","chr1",6724637,6730012,"+","ENSG00000228750",6724637,5376
"ENSG00000284744.1","ENSG00000284744","lncRNA","chr1",6767954,6770038,"+","ENSG00000284744",6767954,2085
"ENSG00000237436.1","CAMTA1-DT","lncRNA","chr1",6783892,6784843,"-","ENSG00000237436",6784843,952
"ENSG00000171735.19","CAMTA1","protein_coding","chr1",6785454,7769706,"+","ENSG00000171735",6785454,984253
"ENSG00000227950.1","ENSG00000227950","processed_pseudogene","chr1",6834333,6834618,"-","ENSG00000227950",6834618,286
"ENSG00000237365.1","ENSG00000237365","lncRNA","chr1",7008376,7014279,"-","ENSG00000237365",7014279,5904
"ENSG00000207056.1","RNU1-8P","snRNA","chr1",7219360,7219524,"+","ENSG00000207056",7219360,165
"ENSG00000237402.1","CAMTA1-IT1","lncRNA","chr1",7368942,7370270,"+","ENSG00000237402",7368942,1329
"ENSG00000237728.2","CAMTA1-AS2","lncRNA","chr1",7382487,7389754,"-","ENSG00000237728",7389754,7268
"ENSG00000225126.1","CAMTA1-AS1","lncRNA","chr1",7441096,7441554,"-","ENSG00000225126",7441554,459
"ENSG00000270171.1","ENSG00000270171","lncRNA","chr1",7693124,7694844,"-","ENSG00000270171",7694844,1721
"ENSG00000270035.1","ENSG00000270035","lncRNA","chr1",7698303,7698872,"-","ENSG00000270035",7698872,570
"ENSG00000269978.1","ENSG00000269978","lncRNA","chr1",7700704,7700970,"-","ENSG00000269978",7700970,267
"ENSG00000049245.13","VAMP3","protein_coding","chr1",7771296,7781432,"+","ENSG00000049245",7771296,10137
"ENSG00000269925.1","ENSG00000269925","lncRNA","chr1",7776383,7776775,"+","ENSG00000269925",7776383,393
"ENSG00000049246.15","PER3","protein_coding","chr1",7784291,7845177,"+","ENSG00000049246",7784291,60887
"ENSG00000236266.1","ENSG00000236266","lncRNA","chr1",7810242,7827117,"-","ENSG00000236266",7827117,16876
"ENSG00000049247.14","UTS2","protein_coding","chr1",7846692,7853512,"-","ENSG00000049247",7853512,6821
"ENSG00000049249.9","TNFRSF9","protein_coding","chr1",7915871,7943165,"-","ENSG00000049249",7943165,27295
"ENSG00000270330.1","ENSG00000270330","processed_pseudogene","chr1",7942372,7942726,"+","ENSG00000270330",7942372,355
"ENSG00000116288.13","PARK7","protein_coding","chr1",7954291,7985505,"+","ENSG00000116288",7954291,31215
"ENSG00000200344.1","Y_RNA","misc_RNA","chr1",7982881,7982983,"-","ENSG00000200344",7982983,103
"ENSG00000284747.1","ENSG00000284747","lncRNA","chr1",7991134,8005312,"+","ENSG00000284747",7991134,14179
"ENSG00000284716.1","ENSG00000284716","lncRNA","chr1",7998187,7999539,"-","ENSG00000284716",7999539,1353
"ENSG00000116285.13","ERRFI1","protein_coding","chr1",8011727,8026309,"-","ENSG00000116285",8026309,14583
"ENSG00000238290.1","ENSG00000238290","lncRNA","chr1",8026738,8122702,"+","ENSG00000238290",8026738,95965
"ENSG00000232848.1","ENSG00000232848","processed_pseudogene","chr1",8057245,8058463,"-","ENSG00000232848",8058463,1219
"ENSG00000229305.1","ENSG00000229305","processed_pseudogene","chr1",8189824,8192770,"+","ENSG00000229305",8189824,2947
"ENSG00000288816.1","ENSG00000288816","lncRNA","chr1",8191692,8194926,"+","ENSG00000288816",8191692,3235
"ENSG00000227634.3","LINC01714","lncRNA","chr1",8201518,8215210,"+","ENSG00000227634",8201518,13693
"ENSG00000200975.1","RNU1-7P","snRNA","chr1",8206434,8206597,"-","ENSG00000200975",8206597,164
"ENSG00000233645.1","ENSG00000233645","lncRNA","chr1",8218190,8220529,"-","ENSG00000233645",8220529,2340
"ENSG00000251977.1","RNU6-991P","snRNA","chr1",8292157,8292263,"-","ENSG00000251977",8292263,107
"ENSG00000162426.16","SLC45A1","protein_coding","chr1",8318114,8344167,"+","ENSG00000162426",8318114,26054
"ENSG00000252254.1","Y_RNA","misc_RNA","chr1",8328067,8328179,"+","ENSG00000252254",8328067,113
"ENSG00000142599.19","RERE","protein_coding","chr1",8352397,8848921,"-","ENSG00000142599",8848921,496525
"ENSG00000232912.6","RERE-AS1","lncRNA","chr1",8424645,8435013,"+","ENSG00000232912",8424645,10369
"ENSG00000221083.1","ENSG00000221083","snoRNA","chr1",8511795,8511919,"-","ENSG00000221083",8511919,125
"ENSG00000270282.1","ENSG00000270282","processed_pseudogene","chr1",8512653,8513021,"+","ENSG00000270282",8512653,369
"ENSG00000234619.1","RPL7P11","processed_pseudogene","chr1",8750430,8751087,"+","ENSG00000234619",8750430,658
"ENSG00000224315.2","RPL7P7","processed_pseudogene","chr1",8786211,8786913,"-","ENSG00000224315",8786913,703
"ENSG00000222511.2","Y_RNA","misc_RNA","chr1",8796571,8796673,"-","ENSG00000222511",8796673,103
"ENSG00000226545.1","ENSG00000226545","unprocessed_pseudogene","chr1",8798475,8799506,"+","ENSG00000226545",8798475,1032
"ENSG00000228423.2","ENSG00000228423","lncRNA","chr1",8805860,8807051,"-","ENSG00000228423",8807051,1192
"ENSG00000229716.2","RPL23AP19","processed_pseudogene","chr1",8831007,8831375,"+","ENSG00000229716",8831007,369
"ENSG00000074800.16","ENO1","protein_coding","chr1",8861000,8879190,"-","ENSG00000074800",8879190,18191
"ENSG00000274258.1","MIR6728","miRNA","chr1",8866502,8866590,"-","ENSG00000274258",8866590,89
"ENSG00000230679.1","ENO1-AS1","lncRNA","chr1",8879565,8879894,"+","ENSG00000230679",8879565,330
"ENSG00000201725.1","RNU6-304P","snRNA","chr1",8883427,8883533,"-","ENSG00000201725",8883533,107
"ENSG00000238249.2","HMGN2P17","processed_pseudogene","chr1",8893409,8894151,"+","ENSG00000238249",8893409,743
"ENSG00000232208.2","ENSG00000232208","processed_pseudogene","chr1",8907393,8907744,"-","ENSG00000232208",8907744,352
"ENSG00000232663.2","ENSG00000232663","processed_pseudogene","chr1",8909742,8909904,"+","ENSG00000232663",8909742,163
"ENSG00000131686.15","CA6","protein_coding","chr1",8945867,8975092,"+","ENSG00000131686",8945867,29226
"ENSG00000265141.2","RN7SL451P","misc_RNA","chr1",8979576,8979874,"-","ENSG00000265141",8979874,299
"ENSG00000197241.4","SLC2A7","protein_coding","chr1",9002973,9026423,"-","ENSG00000197241",9026423,23451
"ENSG00000142583.18","SLC2A5","protein_coding","chr1",9035106,9088478,"-","ENSG00000142583",9088478,53373
"ENSG00000252404.1","ENSG00000252404","scaRNA","chr1",9082696,9082879,"+","ENSG00000252404",9082696,184
"ENSG00000180758.12","GPR157","protein_coding","chr1",9100305,9129102,"-","ENSG00000180758",9129102,28798
"ENSG00000228526.7","MIR34AHG","lncRNA","chr1",9148011,9198906,"-","ENSG00000228526",9198906,50896
"ENSG00000234546.5","LNCTAM34A","lncRNA","chr1",9183751,9196284,"+","ENSG00000234546",9183751,12534
"ENSG00000049239.13","H6PD","protein_coding","chr1",9234774,9271337,"+","ENSG00000049239",9234774,36564
"ENSG00000171621.14","SPSB1","protein_coding","chr1",9292894,9369532,"+","ENSG00000171621",9292894,76639
"ENSG00000284652.1","ENSG00000284652","lncRNA","chr1",9421098,9422862,"-","ENSG00000284652",9422862,1765
"ENSG00000284693.2","LINC02606","lncRNA","chr1",9425094,9440564,"-","ENSG00000284693",9440564,15471
"ENSG00000252956.1","RNA5SP40","rRNA_pseudogene","chr1",9437669,9437778,"-","ENSG00000252956",9437778,110
"ENSG00000235263.1","ENSG00000235263","lncRNA","chr1",9501092,9503471,"-","ENSG00000235263",9503471,2380
"ENSG00000171612.7","SLC25A33","protein_coding","chr1",9539465,9585173,"+","ENSG00000171612",9539465,45709
"ENSG00000231181.1","ENSG00000231181","processed_pseudogene","chr1",9576427,9576985,"+","ENSG00000231181",9576427,559
"ENSG00000188807.13","TMEM201","protein_coding","chr1",9588911,9614877,"+","ENSG00000188807",9588911,25967
"ENSG00000171608.17","PIK3CD","protein_coding","chr1",9651731,9728925,"+","ENSG00000171608",9651731,77195
"ENSG00000179840.5","PIK3CD-AS1","lncRNA","chr1",9652610,9654586,"-","ENSG00000179840",9654586,1977
"ENSG00000233268.3","ENSG00000233268","processed_pseudogene","chr1",9660828,9662626,"-","ENSG00000233268",9662626,1799
"ENSG00000231789.3","PIK3CD-AS2","lncRNA","chr1",9672405,9687573,"-","ENSG00000231789",9687573,15169
"ENSG00000171603.18","CLSTN1","protein_coding","chr1",9729115,9823984,"-","ENSG00000171603",9823984,94870
"ENSG00000271264.1","MZT1P1","processed_pseudogene","chr1",9780822,9781240,"+","ENSG00000271264",9780822,419
"ENSG00000280113.2","ENSG00000280113","TEC","chr1",9826289,9828271,"-","ENSG00000280113",9828271,1983
"ENSG00000178585.15","CTNNBIP1","protein_coding","chr1",9848276,9910336,"-","ENSG00000178585",9910336,62061
"ENSG00000285701.1","ENSG00000285701","lncRNA","chr1",9900614,9908034,"+","ENSG00000285701",9900614,7421
"ENSG00000162441.12","LZIC","protein_coding","chr1",9922113,9943407,"-","ENSG00000162441",9943407,21295
"ENSG00000228150.1","ENSG00000228150","lncRNA","chr1",9942923,9949974,"+","ENSG00000228150",9942923,7052
"ENSG00000173614.14","NMNAT1","protein_coding","chr1",9943428,9985501,"+","ENSG00000173614",9943428,42074
"ENSG00000202415.1","RN7SKP269","misc_RNA","chr1",9947318,9947636,"+","ENSG00000202415",9947318,319
"ENSG00000283611.2","TMEM274P","unitary_pseudogene","chr1",9950572,9960787,"-","ENSG00000283611",9960787,10216
"ENSG00000265521.1","MIR5697","miRNA","chr1",9967381,9967458,"+","ENSG00000265521",9967381,78
"ENSG00000162444.12","RBP7","protein_coding","chr1",9997206,10016021,"+","ENSG00000162444",9997206,18816
"ENSG00000130939.20","UBE4B","protein_coding","chr1",10032832,10181239,"+","ENSG00000130939",10032832,148408
"ENSG00000224340.1","ENSG00000224340","processed_pseudogene","chr1",10054445,10054781,"-","ENSG00000224340",10054781,337
"ENSG00000233623.2","PGAM1P11","processed_pseudogene","chr1",10058671,10059648,"+","ENSG00000233623",10058671,978
"ENSG00000201746.1","RNU6-828P","snRNA","chr1",10163268,10163374,"+","ENSG00000201746",10163268,107
"ENSG00000054523.19","KIF1B","protein_coding","chr1",10210570,10381603,"+","ENSG00000054523",10210570,171034
"ENSG00000264881.1","ENSG00000264881","miRNA","chr1",10227718,10227803,"+","ENSG00000264881",10227718,86
"ENSG00000199562.1","RNU6-37P","snRNA","chr1",10298966,10299072,"+","ENSG00000199562",10298966,107
"ENSG00000284735.1","ENSG00000284735","lncRNA","chr1",10381906,10387150,"-","ENSG00000284735",10387150,5245
"ENSG00000284642.1","ENSG00000284642","lncRNA","chr1",10395416,10397432,"+","ENSG00000284642",10395416,2017
"ENSG00000142657.21","PGD","protein_coding","chr1",10398592,10420511,"+","ENSG00000142657",10398592,21920
"ENSG00000271989.1","ENSG00000271989","lncRNA","chr1",10429881,10430677,"-","ENSG00000271989",10430677,797
"ENSG00000175279.22","CENPS","protein_coding","chr1",10430783,10442808,"+","ENSG00000175279",10430783,12026
"ENSG00000241563.4","CORT","protein_coding","chr1",10450031,10451998,"+","ENSG00000241563",10450031,1968
"ENSG00000160049.12","DFFA","protein_coding","chr1",10456522,10472529,"-","ENSG00000160049",10472529,16008
"ENSG00000142655.13","PEX14","protein_coding","chr1",10474950,10630758,"+","ENSG00000142655",10474950,155809
"ENSG00000287727.1","ENSG00000287727","lncRNA","chr1",10612222,10616452,"-","ENSG00000287727",10616452,4231
"ENSG00000243267.3","RN7SL614P","misc_RNA","chr1",10616836,10617115,"+","ENSG00000243267",10616836,280
"ENSG00000130940.15","CASZ1","protein_coding","chr1",10636604,10796650,"-","ENSG00000130940",10796650,160047
"ENSG00000272078.1","ENSG00000272078","lncRNA","chr1",10640060,10654333,"+","ENSG00000272078",10640060,14274
"ENSG00000225158.2","HSPE1P24","processed_pseudogene","chr1",10895761,10895998,"+","ENSG00000225158",10895761,238
"ENSG00000175262.14","C1orf127","protein_coding","chr1",10946473,10982037,"-","ENSG00000175262",10982037,35565
"ENSG00000215785.2","CFL1P6","processed_pseudogene","chr1",10990978,10991797,"-","ENSG00000215785",10991797,820
"ENSG00000120948.19","TARDBP","protein_coding","chr1",11012344,11030528,"+","ENSG00000120948",11012344,18185
"ENSG00000009724.17","MASP2","protein_coding","chr1",11026523,11047239,"-","ENSG00000009724",11047239,20717
"ENSG00000116649.10","SRM","protein_coding","chr1",11054589,11060020,"-","ENSG00000116649",11060020,5432
"ENSG00000171824.14","EXOSC10","protein_coding","chr1",11066618,11098156,"-","ENSG00000171824",11098156,31539
"ENSG00000226849.1","ENSG00000226849","lncRNA","chr1",11068471,11073097,"+","ENSG00000226849",11068471,4627
"ENSG00000230337.2","EXOSC10-AS1","lncRNA","chr1",11099430,11102100,"+","ENSG00000230337",11099430,2671
"ENSG00000198793.13","MTOR","protein_coding","chr1",11106535,11262551,"-","ENSG00000198793",11262551,156017
"ENSG00000225602.5","MTOR-AS1","lncRNA","chr1",11143898,11149537,"+","ENSG00000225602",11143898,5640
"ENSG00000253086.1","RNU6-537P","snRNA","chr1",11152350,11152452,"+","ENSG00000253086",11152350,103
"ENSG00000171819.5","ANGPTL7","protein_coding","chr1",11189355,11195981,"+","ENSG00000171819",11189355,6627
"ENSG00000207451.1","RNU6-291P","snRNA","chr1",11226254,11226360,"+","ENSG00000207451",11226254,107
"ENSG00000238173.1","RPL39P6","processed_pseudogene","chr1",11232963,11233112,"+","ENSG00000238173",11232963,150
"ENSG00000120942.14","UBIAD1","protein_coding","chr1",11273198,11296049,"+","ENSG00000120942",11273198,22852
"ENSG00000238199.1","UBE2V2P3","processed_pseudogene","chr1",11278616,11279351,"-","ENSG00000238199",11279351,736
"ENSG00000284646.1","ENSG00000284646","lncRNA","chr1",11311734,11319093,"-","ENSG00000284646",11319093,7360
"ENSG00000224338.2","MTCYBP45","processed_pseudogene","chr1",11425257,11425821,"-","ENSG00000224338",11425821,565
"ENSG00000204624.8","DISP3","protein_coding","chr1",11479155,11537551,"+","ENSG00000204624",11479155,58397
"ENSG00000285833.1","ENSG00000285833","lncRNA","chr1",11500803,11500989,"-","ENSG00000285833",11500989,187
"ENSG00000235643.2","LINC01647","lncRNA","chr1",11609468,11613358,"+","ENSG00000235643",11609468,3891
"ENSG00000284708.1","ENSG00000284708","lncRNA","chr1",11623558,11643416,"+","ENSG00000284708",11623558,19859
"ENSG00000116661.11","FBXO2","protein_coding","chr1",11637018,11655785,"-","ENSG00000116661",11655785,18768
"ENSG00000132879.14","FBXO44","protein_coding","chr1",11654430,11663327,"+","ENSG00000132879",11654430,8898
"ENSG00000116663.11","FBXO6","protein_coding","chr1",11664200,11674354,"+","ENSG00000116663",11664200,10155
"ENSG00000116670.15","MAD2L2","protein_coding","chr1",11674480,11691650,"-","ENSG00000116670",11691650,17171
"ENSG00000162490.7","DRAXIN","protein_coding","chr1",11691710,11725857,"+","ENSG00000162490",11691710,34148
"ENSG00000177674.16","AGTRAP","protein_coding","chr1",11736084,11754802,"+","ENSG00000177674",11736084,18719
"ENSG00000215910.8","C1orf167","protein_coding","chr1",11761787,11785289,"+","ENSG00000215910",11761787,23503
"ENSG00000177553.6","C1orf167-AS1","lncRNA","chr1",11777077,11779619,"-","ENSG00000177553",11779619,2543
"ENSG00000177000.13","MTHFR","protein_coding","chr1",11785723,11806455,"-","ENSG00000177000",11806455,20733
"ENSG00000011021.23","CLCN6","protein_coding","chr1",11807131,11848079,"+","ENSG00000011021",11807131,40949
"ENSG00000175206.11","NPPA","protein_coding","chr1",11845767,11848345,"-","ENSG00000175206",11848345,2579
"ENSG00000275915.1","ENSG00000275915","misc_RNA","chr1",11847442,11847549,"+","ENSG00000275915",11847442,108
"ENSG00000120937.9","NPPB","protein_coding","chr1",11857464,11858945,"-","ENSG00000120937",11858945,1482
"ENSG00000224904.1","SBF1P2","processed_pseudogene","chr1",11877770,11880406,"+","ENSG00000224904",11877770,2637
"ENSG00000285646.2","ENSG00000285646","lncRNA","chr1",11907940,11914298,"+","ENSG00000285646",11907940,6359
"ENSG00000201801.1","RNU5E-4P","snRNA","chr1",11909808,11909927,"-","ENSG00000201801",11909927,120
"ENSG00000116685.16","KIAA2013","protein_coding","chr1",11919591,11926428,"-","ENSG00000116685",11926428,6838
"ENSG00000083444.17","PLOD1","protein_coding","chr1",11934205,11975538,"+","ENSG00000083444",11934205,41334
"ENSG00000287384.1","ENSG00000287384","lncRNA","chr1",11979533,11980127,"-","ENSG00000287384",11980127,595
"ENSG00000116688.18","MFN2","protein_coding","chr1",11980181,12015211,"+","ENSG00000116688",11980181,35031
"ENSG00000270914.1","ENSG00000270914","processed_pseudogene","chr1",12017216,12017308,"-","ENSG00000270914",12017308,93
"ENSG00000116691.11","MIIP","protein_coding","chr1",12019466,12032045,"+","ENSG00000116691",12019466,12580
"ENSG00000202461.1","Y_RNA","misc_RNA","chr1",12024012,12024124,"-","ENSG00000202461",12024124,113
"ENSG00000276869.1","MIR6729","miRNA","chr1",12029158,12029222,"+","ENSG00000276869",12029158,65
"ENSG00000243539.3","RN7SL649P","misc_RNA","chr1",12036740,12037014,"-","ENSG00000243539",12037014,275
"ENSG00000120949.15","TNFRSF8","protein_coding","chr1",12063303,12144207,"+","ENSG00000120949",12063303,80905
"ENSG00000201135.1","RNU6-777P","snRNA","chr1",12077881,12077984,"-","ENSG00000201135",12077984,104
"ENSG00000227875.2","RPL23AP89","processed_pseudogene","chr1",12080293,12080547,"-","ENSG00000227875",12080547,255
"ENSG00000285604.1","ENSG00000285604","lncRNA","chr1",12088441,12092264,"-","ENSG00000285604",12092264,3824
"ENSG00000283789.1","MIR7846","miRNA","chr1",12166943,12166990,"+","ENSG00000283789",12166943,48
"ENSG00000028137.19","TNFRSF1B","protein_coding","chr1",12167039,12209228,"+","ENSG00000028137",12167039,42190
"ENSG00000263676.1","MIR4632","miRNA","chr1",12191713,12191773,"+","ENSG00000263676",12191713,61
"ENSG00000225196.2","RPL10P17","processed_pseudogene","chr1",12220794,12221109,"-","ENSG00000225196",12221109,316
"ENSG00000252969.1","SNORA70","snoRNA","chr1",12221148,12221271,"-","ENSG00000252969",12221271,124
"ENSG00000048707.15","VPS13D","protein_coding","chr1",12230030,12512047,"+","ENSG00000048707",12230030,282018
"ENSG00000239149.1","SNORA59A","snoRNA","chr1",12507246,12507397,"+","ENSG00000239149",12507246,152
"ENSG00000229484.2","LINC02766","lncRNA","chr1",12525738,12530462,"+","ENSG00000229484",12525738,4725
"ENSG00000162496.9","DHRS3","protein_coding","chr1",12567910,12618210,"-","ENSG00000162496",12618210,50301
"ENSG00000221340.1","RNU6ATAC18P","snRNA","chr1",12569972,12570072,"-","ENSG00000221340",12570072,101
"ENSG00000276830.1","MIR6730","miRNA","chr1",12578957,12579023,"-","ENSG00000276830",12579023,67
"ENSG00000288927.1","ENSG00000288927","lncRNA","chr1",12618389,12618899,"+","ENSG00000288927",12618389,511
"ENSG00000272482.1","ENSG00000272482","lncRNA","chr1",12618988,12619244,"-","ENSG00000272482",12619244,257
"ENSG00000204518.3","AADACL4","protein_coding","chr1",12644085,12667076,"+","ENSG00000204518",12644085,22992
"ENSG00000226166.2","ENSG00000226166","processed_pseudogene","chr1",12692909,12693020,"+","ENSG00000226166",12692909,112
"ENSG00000188984.12","AADACL3","protein_coding","chr1",12716110,12728760,"+","ENSG00000188984",12716110,12651
"ENSG00000157330.10","C1orf158","protein_coding","chr1",12746200,12763699,"+","ENSG00000157330",12746200,17500
