"gene","module","gene_clean","symbol","is_GenAge","symbol_gtf","gene_type","chromosome","gene_start","gene_end","strand","TSS","gene_length","ERV_position_eligible","promoter_ERV_n","promoter_ERV_any","promoter_ERV_families","nearest_ERV_distance","nearest_ERV_fragment_id","nearest_ERV_repName","nearest_ERV_family","nearest_ERV_part","nearest_ERV_start","nearest_ERV_end","nearest_ERV_strand","nearest_ERV_direction","nearest_ERV_signed_distance"
"ENSG00000171388.12","blue","ENSG00000171388","APLN",FALSE,"APLN","protein_coding","chrX",129645259,129654956,"-",129654956,9698,TRUE,0,FALSE,NA,4608,"chrX_129659565_129659610_MLT1A1","MLT1A1","ERVL-MaLR","LTR_or_other",129659565,129659610,"+","upstream",-4608
"ENSG00000171246.6","grey","ENSG00000171246","NPTX1",FALSE,"NPTX1","protein_coding","chr17",80466834,80477843,"-",80477843,11010,TRUE,0,FALSE,NA,9526,"chr17_80487370_80487650_LTR16E2","LTR16E2","ERVL","LTR_or_other",80487370,80487650,"+","upstream",-9526
"ENSG00000261175.6","yellow","ENSG00000261175","LINC02188",FALSE,"LINC02188","lncRNA","chr16",86710122,86742083,"+",86710122,31962,TRUE,2,TRUE,"ERVL-MaLR",0,"chr16_86709931_86710291_THE1B","THE1B","ERVL-MaLR","LTR_or_other",86709931,86710291,"+","overlaps_TSS",0
"ENSG00000116690.13","green","ENSG00000116690","PRG4",FALSE,"PRG4","protein_coding","chr1",186296279,186314567,"+",186296279,18289,TRUE,1,TRUE,"ERVL-MaLR",1763,"chr1_186294223_186294515_MLT1O","MLT1O","ERVL-MaLR","LTR_or_other",186294223,186294515,"-","upstream",-1763
"ENSG00000108551.5","brown","ENSG00000108551","RASD1",FALSE,"RASD1","protein_coding","chr17",17494437,17496395,"-",17496395,1959,TRUE,0,FALSE,NA,8678,"chr17_17486170_17487716_LTR12C","LTR12C","ERV1","LTR_or_other",17486170,17487716,"+","downstream",8678
"ENSG00000197299.13","brown","ENSG00000197299","BLM",TRUE,"BLM","protein_coding","chr15",90717346,90816166,"+",90717346,98821,TRUE,1,TRUE,"ERV1",1575,"chr15_90715527_90715770_LTR37A","LTR37A","ERV1","LTR_or_other",90715527,90715770,"+","upstream",-1575
"ENSG00000169885.10","yellow","ENSG00000169885","CALML6",FALSE,"CALML6","protein_coding","chr1",1915108,1917296,"+",1915108,2189,TRUE,0,FALSE,NA,2611,"chr1_1912457_1912496_MLT2D","MLT2D","ERVL","LTR_or_other",1912457,1912496,"-","upstream",-2611
"ENSG00000133055.10","steelblue","ENSG00000133055","MYBPH",FALSE,"MYBPH","protein_coding","chr1",203167811,203175826,"-",203175826,8016,TRUE,0,FALSE,NA,11854,"chr1_203187681_203188397_LTR83","LTR83","ERVL","LTR_or_other",203187681,203188397,"-","upstream",-11854
"ENSG00000236208.2","blue","ENSG00000236208","C10orf71-AS1",FALSE,"C10orf71-AS1","lncRNA","chr10",49296112,49299018,"-",49299018,2907,TRUE,0,FALSE,NA,7546,"chr10_49291174_49291471_LTR47A","LTR47A","ERVL","LTR_or_other",49291174,49291471,"+","downstream",7546
"ENSG00000237372.4","brown","ENSG00000237372","ENSG00000237372",FALSE,"ENSG00000237372","lncRNA","chr9",89639814,89719759,"+",89639814,79946,TRUE,0,FALSE,NA,2936,"chr9_89642751_89643168_MLT1G1","MLT1G1","ERVL-MaLR","LTR_or_other",89642751,89643168,"+","downstream",2936
"ENSG00000111241.3","blue","ENSG00000111241","FGF6",FALSE,"FGF6","protein_coding","chr12",4428155,4445815,"-",4445815,17661,TRUE,0,FALSE,NA,8688,"chr12_4454504_4454658_MER39","MER39","ERV1","LTR_or_other",4454504,4454658,"+","upstream",-8688
"ENSG00000141526.18","grey60","ENSG00000141526","SLC16A3",FALSE,"SLC16A3","protein_coding","chr17",82217934,82261129,"+",82217934,43196,TRUE,1,TRUE,"ERVL-MaLR",1662,"chr17_82216112_82216271_MLT1C","MLT1C","ERVL-MaLR","LTR_or_other",82216112,82216271,"-","upstream",-1662
"ENSG00000189221.11","brown","ENSG00000189221","MAOA",FALSE,"MAOA","protein_coding","chrX",43654907,43746817,"+",43654907,91911,TRUE,0,FALSE,NA,2530,"chrX_43651969_43652376_LTR33","LTR33","ERVL","LTR_or_other",43651969,43652376,"+","upstream",-2530
"ENSG00000004799.8","brown","ENSG00000004799","PDK4",FALSE,"PDK4","protein_coding","chr7",95583499,95596516,"-",95596516,13018,TRUE,0,FALSE,NA,5982,"chr7_95602499_95602817_ERV3-16A3_LTR","ERV3-16A3_LTR","ERVL","LTR_or_other",95602499,95602817,"+","upstream",-5982
"ENSG00000179796.12","grey","ENSG00000179796","LRRC3B",FALSE,"LRRC3B","protein_coding","chr3",26622944,26717537,"+",26622944,94594,TRUE,0,FALSE,NA,3575,"chr3_26619121_26619368_MLT1G1","MLT1G1","ERVL-MaLR","LTR_or_other",26619121,26619368,"+","upstream",-3575
"ENSG00000163395.17","grey","ENSG00000163395","IGFN1",FALSE,"IGFN1","protein_coding","chr1",201190824,201228952,"+",201190824,38129,TRUE,1,TRUE,"ERVL",1911,"chr1_201188729_201188912_LTR84b","LTR84b","ERVL","LTR_or_other",201188729,201188912,"+","upstream",-1911
"ENSG00000239388.9","blue","ENSG00000239388","ASB14",FALSE,"ASB14","protein_coding","chr3",57268342,57292685,"-",57292685,24344,TRUE,0,FALSE,NA,2105,"chr3_57290076_57290579_MLT1D","MLT1D","ERVL-MaLR","LTR_or_other",57290076,57290579,"-","downstream",2105
"ENSG00000101542.10","brown","ENSG00000101542","CDH20",FALSE,"CDH20","protein_coding","chr18",61333430,61555779,"+",61333430,222350,TRUE,0,FALSE,NA,2023,"chr18_61331180_61331406_MLT2B4","MLT2B4","ERVL","LTR_or_other",61331180,61331406,"-","upstream",-2023
"ENSG00000115386.6","white","ENSG00000115386","REG1A",FALSE,"REG1A","protein_coding","chr2",79120488,79123409,"+",79120488,2922,TRUE,0,FALSE,NA,5461,"chr2_79125950_79126060_MLT1B","MLT1B","ERVL-MaLR","LTR_or_other",79125950,79126060,"-","downstream",5461
"ENSG00000226306.7","blue","ENSG00000226306","NPY6R",FALSE,"NPY6R","transcribed_unitary_pseudogene","chr5",137801193,137809779,"+",137801193,8587,TRUE,0,FALSE,NA,4262,"chr5_137805456_137805888_MER57A1","MER57A1","ERV1","LTR_or_other",137805456,137805888,"+","downstream",4262
"ENSG00000165887.12","grey60","ENSG00000165887","ANKRD2",FALSE,"ANKRD2","protein_coding","chr10",97572499,97583884,"+",97572499,11386,TRUE,0,FALSE,NA,2408,"chr10_97569931_97570090_MLT1A","MLT1A","ERVL-MaLR","LTR_or_other",97569931,97570090,"-","upstream",-2408
"ENSG00000118298.12","yellow","ENSG00000118298","CA14",FALSE,"CA14","protein_coding","chr1",150257287,150265078,"+",150257287,7792,TRUE,0,FALSE,NA,6857,"chr1_150250049_150250429_LTR47A","LTR47A","ERVL","LTR_or_other",150250049,150250429,"-","upstream",-6857
"ENSG00000041982.16","turquoise","ENSG00000041982","TNC",FALSE,"TNC","protein_coding","chr9",115019575,115118257,"-",115118257,98683,TRUE,0,FALSE,NA,6192,"chr9_115111710_115112064_MLT1F2","MLT1F2","ERVL-MaLR","LTR_or_other",115111710,115112064,"+","downstream",6192
"ENSG00000142789.20","white","ENSG00000142789","CELA3A",FALSE,"CELA3A","protein_coding","chr1",22001657,22012542,"+",22001657,10886,TRUE,0,FALSE,NA,3507,"chr1_21997706_21998149_LTR24C","LTR24C","ERV1","LTR_or_other",21997706,21998149,"-","upstream",-3507
"ENSG00000172824.16","brown","ENSG00000172824","CES4A",FALSE,"CES4A","protein_coding","chr16",66988589,67009758,"+",66988589,21170,TRUE,2,TRUE,"ERV1",1220,"chr16_66987212_66987368_LTR78","LTR78","ERV1","LTR_or_other",66987212,66987368,"+","upstream",-1220
"ENSG00000263934.5","blue","ENSG00000263934","SNORD3A",FALSE,"SNORD3A","snoRNA","chr17",19188016,19188714,"+",19188016,699,TRUE,0,FALSE,NA,930,"chr17_19188947_19189018_MLT1B","MLT1B","ERVL-MaLR","LTR_or_other",19188947,19189018,"+","downstream",930
"ENSG00000171819.5","darkgreen","ENSG00000171819","ANGPTL7",FALSE,"ANGPTL7","protein_coding","chr1",11189355,11195981,"+",11189355,6627,TRUE,0,FALSE,NA,14333,"chr1_11203689_11204249_MLT1G1","MLT1G1","ERVL-MaLR","LTR_or_other",11203689,11204249,"+","downstream",14333
"ENSG00000250978.5","brown","ENSG00000250978","ENSG00000250978",FALSE,"ENSG00000250978","lncRNA","chr5",67463809,67475477,"-",67475477,11669,TRUE,0,FALSE,NA,6529,"chr5_67482007_67482230_MLT1G1","MLT1G1","ERVL-MaLR","LTR_or_other",67482007,67482230,"-","upstream",-6529
"ENSG00000113389.16","grey","ENSG00000113389","NPR3",FALSE,"NPR3","protein_coding","chr5",32689070,32791724,"+",32689070,102655,TRUE,3,TRUE,"ERVL",1138,"chr5_32687874_32687931_LTR33A","LTR33A","ERVL","LTR_or_other",32687874,32687931,"+","upstream",-1138
"ENSG00000109061.10","grey","ENSG00000109061","MYH1",FALSE,"MYH1","protein_coding","chr17",10492307,10518542,"-",10518542,26236,TRUE,0,FALSE,NA,22242,"chr17_10540785_10541866_MER11B","MER11B","ERVK","LTR_or_other",10540785,10541866,"+","upstream",-22242
"ENSG00000100292.18","black","ENSG00000100292","HMOX1",FALSE,"HMOX1","protein_coding","chr22",35380361,35394214,"+",35380361,13854,TRUE,2,TRUE,"ERV1",760,"chr22_35379132_35379600_LTR48","LTR48","ERV1","LTR_or_other",35379132,35379600,"+","upstream",-760
"ENSG00000164418.22","grey60","ENSG00000164418","GRIK2",FALSE,"GRIK2","protein_coding","chr6",101181257,102081622,"+",101181257,900366,TRUE,1,TRUE,"ERVL",0,"chr6_101181010_101181619_LTR16D","LTR16D","ERVL","LTR_or_other",101181010,101181619,"-","overlaps_TSS",0
"ENSG00000205362.11","black","ENSG00000205362","MT1A",FALSE,"MT1A","protein_coding","chr16",56638666,56640087,"+",56638666,1422,TRUE,1,TRUE,"ERVL-MaLR",1009,"chr16_56637446_56637656_MSTB","MSTB","ERVL-MaLR","LTR_or_other",56637446,56637656,"+","upstream",-1009
"ENSG00000164588.8","yellow","ENSG00000164588","HCN1",FALSE,"HCN1","protein_coding","chr5",45254948,45696498,"-",45696498,441551,TRUE,0,FALSE,NA,11623,"chr5_45708122_45708632_LTR33","LTR33","ERVL","LTR_or_other",45708122,45708632,"+","upstream",-11623
"ENSG00000243429.1","yellow","ENSG00000243429","OR7E29P",FALSE,"OR7E29P","unprocessed_pseudogene","chr3",125712139,125713045,"+",125712139,907,TRUE,0,FALSE,NA,4946,"chr3_125717086_125721147_HERVE-int","HERVE-int","ERV1","internal",125717086,125721147,"+","downstream",4946
"ENSG00000116771.6","yellow","ENSG00000116771","AGMAT",FALSE,"AGMAT","protein_coding","chr1",15571734,15585051,"-",15585051,13318,TRUE,0,FALSE,NA,2940,"chr1_15587992_15588747_LTR12D","LTR12D","ERV1","LTR_or_other",15587992,15588747,"-","upstream",-2940
"ENSG00000236345.2","brown","ENSG00000236345","SCAT8",FALSE,"SCAT8","lncRNA","chr6",63805852,63822699,"+",63805852,16848,TRUE,1,TRUE,"ERVL-MaLR",0,"chr6_63805603_63805978_THE1D","THE1D","ERVL-MaLR","LTR_or_other",63805603,63805978,"+","overlaps_TSS",0
"ENSG00000139329.5","turquoise","ENSG00000139329","LUM",FALSE,"LUM","protein_coding","chr12",91102629,91111494,"-",91111494,8866,TRUE,0,FALSE,NA,8895,"chr12_91120390_91121081_LTR48","LTR48","ERV1","LTR_or_other",91120390,91121081,"-","upstream",-8895
"ENSG00000142973.15","brown","ENSG00000142973","CYP4B1",FALSE,"CYP4B1","protein_coding","chr1",46757838,46819413,"+",46757838,61576,TRUE,2,TRUE,"ERV1;ERVK",455,"chr1_46756512_46757382_MER11D","MER11D","ERVK","LTR_or_other",46756512,46757382,"+","upstream",-455
"ENSG00000159251.8","turquoise","ENSG00000159251","ACTC1",FALSE,"ACTC1","protein_coding","chr15",34791114,34795549,"-",34795549,4436,TRUE,0,FALSE,NA,7712,"chr15_34787519_34787836_MLT1B","MLT1B","ERVL-MaLR","LTR_or_other",34787519,34787836,"-","downstream",7712
"ENSG00000184588.18","lightcyan","ENSG00000184588","PDE4B",FALSE,"PDE4B","protein_coding","chr1",65792514,66374579,"+",65792514,582066,TRUE,0,FALSE,NA,2354,"chr1_65789720_65790159_MLT1H2","MLT1H2","ERVL-MaLR","LTR_or_other",65789720,65790159,"+","upstream",-2354
"ENSG00000286452.1","blue","ENSG00000286452","ENSG00000286452",FALSE,"ENSG00000286452","lncRNA","chr6",141403240,141404494,"+",141403240,1255,TRUE,2,TRUE,"ERV1",0,"chr6_141402823_141403281_LOR1a","LOR1a","ERV1","LTR_or_other",141402823,141403281,"+","overlaps_TSS",0
"ENSG00000131095.14","lightyellow","ENSG00000131095","GFAP",FALSE,"GFAP","protein_coding","chr17",44905391,44916937,"-",44916937,11547,TRUE,0,FALSE,NA,2844,"chr17_44919782_44919852_MER52D","MER52D","ERV1","LTR_or_other",44919782,44919852,"-","upstream",-2844
"ENSG00000108342.13","grey60","ENSG00000108342","CSF3",FALSE,"CSF3","protein_coding","chr17",40015361,40017813,"+",40015361,2453,TRUE,0,FALSE,NA,2604,"chr17_40012165_40012756_LTR12C","LTR12C","ERV1","LTR_or_other",40012165,40012756,"+","upstream",-2604
"ENSG00000248514.1","blue","ENSG00000248514","ENSG00000248514",FALSE,"ENSG00000248514","lncRNA","chr5",181205361,181206120,"-",181206120,760,TRUE,0,FALSE,NA,12385,"chr5_181193200_181193734_LTR82A","LTR82A","ERVL","LTR_or_other",181193200,181193734,"+","downstream",12385
"ENSG00000237927.1","brown","ENSG00000237927","ENSG00000237927",FALSE,"ENSG00000237927","lncRNA","chr6",159586955,159589169,"-",159589169,2215,TRUE,0,FALSE,NA,701,"chr6_159588098_159588467_MLT1J1","MLT1J1","ERVL-MaLR","LTR_or_other",159588098,159588467,"-","downstream",701
"ENSG00000109321.11","black","ENSG00000109321","AREG",FALSE,"AREG","protein_coding","chr4",74445136,74455005,"+",74445136,9870,TRUE,0,FALSE,NA,4404,"chr4_74440302_74440731_MER51A","MER51A","ERV1","LTR_or_other",74440302,74440731,"-","upstream",-4404
"ENSG00000174407.14","yellow","ENSG00000174407","MIR1-1HG",FALSE,"MIR1-1HG","lncRNA","chr20",62550447,62570767,"+",62550447,20321,TRUE,0,FALSE,NA,5476,"chr20_62544583_62544970_MSTB","MSTB","ERVL-MaLR","LTR_or_other",62544583,62544970,"-","upstream",-5476
"ENSG00000177752.15","blue","ENSG00000177752","YIPF7",FALSE,"YIPF7","protein_coding","chr4",44622088,44678419,"-",44678419,56332,TRUE,0,FALSE,NA,1331,"chr4_44676501_44677087_MER67A","MER67A","ERV1","LTR_or_other",44676501,44677087,"+","downstream",1331
"ENSG00000204792.2","grey","ENSG00000204792","LINC01291",FALSE,"LINC01291","lncRNA","chr2",74918148,74938418,"+",74918148,20271,TRUE,2,TRUE,"ERVL-MaLR",468,"chr2_74917323_74917679_MLT1I","MLT1I","ERVL-MaLR","LTR_or_other",74917323,74917679,"+","upstream",-468
"ENSG00000225613.2","blue","ENSG00000225613","LINCMD1",FALSE,"LINCMD1","lncRNA","chr6",52146814,52151119,"-",52151119,4306,TRUE,0,FALSE,NA,4005,"chr6_52155125_52155179_MLT2D","MLT2D","ERVL","LTR_or_other",52155125,52155179,"-","upstream",-4005
"ENSG00000138356.14","brown","ENSG00000138356","AOX1",FALSE,"AOX1","protein_coding","chr2",200586014,200677064,"+",200586014,91051,TRUE,0,FALSE,NA,4832,"chr2_200590847_200590980_MLT1J","MLT1J","ERVL-MaLR","LTR_or_other",200590847,200590980,"-","downstream",4832
"ENSG00000188086.15","blue","ENSG00000188086","PRSS45P",FALSE,"PRSS45P","protein_coding","chr3",46742092,46750891,"-",46750891,8800,TRUE,0,FALSE,NA,6085,"chr3_46756977_46757094_MLT1E3","MLT1E3","ERVL-MaLR","LTR_or_other",46756977,46757094,"+","upstream",-6085
"ENSG00000286689.1","blue","ENSG00000286689","ENSG00000286689",FALSE,"ENSG00000286689","lncRNA","chr3",15970003,15971253,"+",15970003,1251,TRUE,3,TRUE,"ERVL",8,"chr3_15970012_15970320_LTR33A_","LTR33A_","ERVL","LTR_or_other",15970012,15970320,"+","downstream",8
"ENSG00000215483.12","brown","ENSG00000215483","LINC00598",FALSE,"LINC00598","lncRNA","chr13",40079106,40535807,"-",40535807,456702,TRUE,0,FALSE,NA,14229,"chr13_40550037_40550381_MLT1A0","MLT1A0","ERVL-MaLR","LTR_or_other",40550037,40550381,"-","upstream",-14229
"ENSG00000125414.19","yellow","ENSG00000125414","MYH2",FALSE,"MYH2","protein_coding","chr17",10521148,10549700,"-",10549700,28553,TRUE,0,FALSE,NA,7833,"chr17_10540785_10541866_MER11B","MER11B","ERVK","LTR_or_other",10540785,10541866,"+","downstream",7833
"ENSG00000229425.4","red","ENSG00000229425","ENSG00000229425",FALSE,"ENSG00000229425","lncRNA","chr21",15368966,15627342,"-",15627342,258377,TRUE,0,FALSE,NA,3727,"chr21_15623262_15623614_THE1C","THE1C","ERVL-MaLR","LTR_or_other",15623262,15623614,"-","downstream",3727
"ENSG00000231170.7","brown","ENSG00000231170","ENSG00000231170",FALSE,"ENSG00000231170","lncRNA","chr7",95545191,95615132,"+",95545191,69942,TRUE,2,TRUE,"ERVL",1744,"chr7_95543350_95543446_LTR33","LTR33","ERVL","LTR_or_other",95543350,95543446,"+","upstream",-1744
"ENSG00000146809.14","blue","ENSG00000146809","ASB15",FALSE,"ASB15","protein_coding","chr7",123567010,123639481,"+",123567010,72472,TRUE,4,TRUE,"ERVL;ERVL-MaLR",575,"chr7_123566042_123566434_MLT1C","MLT1C","ERVL-MaLR","LTR_or_other",123566042,123566434,"+","upstream",-575
"ENSG00000223749.11","greenyellow","ENSG00000223749","MIR503HG",FALSE,"MIR503HG","lncRNA","chrX",134543119,134546613,"-",134546613,3495,TRUE,0,FALSE,NA,9462,"chrX_134536896_134537150_MLT1K","MLT1K","ERVL-MaLR","LTR_or_other",134536896,134537150,"-","downstream",9462
"ENSG00000101892.12","blue","ENSG00000101892","ATP1B4",FALSE,"ATP1B4","protein_coding","chrX",120362085,120383249,"+",120362085,21165,TRUE,0,FALSE,NA,9571,"chrX_120352066_120352513_LTR40b","LTR40b","ERVL","LTR_or_other",120352066,120352513,"+","upstream",-9571
"ENSG00000107518.18","grey","ENSG00000107518","ATRNL1",FALSE,"ATRNL1","protein_coding","chr10",115093365,115948999,"+",115093365,855635,TRUE,0,FALSE,NA,6033,"chr10_115086915_115087331_MSTA","MSTA","ERVL-MaLR","LTR_or_other",115086915,115087331,"-","upstream",-6033
"ENSG00000106483.12","turquoise","ENSG00000106483","SFRP4",FALSE,"SFRP4","protein_coding","chr7",37905932,38025695,"-",38025695,119764,TRUE,1,TRUE,"ERVL",1906,"chr7_38027602_38027936_HERV16-int","HERV16-int","ERVL","internal",38027602,38027936,"+","upstream",-1906
"ENSG00000176909.12","blue","ENSG00000176909","MAMSTR",FALSE,"MAMSTR","protein_coding","chr19",48712725,48719725,"-",48719725,7001,TRUE,0,FALSE,NA,6917,"chr19_48712732_48712807_LTR16A2","LTR16A2","ERVL","LTR_or_other",48712732,48712807,"+","downstream",6917
"ENSG00000149485.19","brown","ENSG00000149485","FADS1",FALSE,"FADS1","protein_coding","chr11",61799627,61829318,"-",61829318,29692,TRUE,0,FALSE,NA,14455,"chr11_61814447_61814862_LTR12B","LTR12B","ERV1","LTR_or_other",61814447,61814862,"-","downstream",14455
"ENSG00000081181.8","grey","ENSG00000081181","ARG2",FALSE,"ARG2","protein_coding","chr14",67619920,67651708,"+",67619920,31789,TRUE,0,FALSE,NA,4430,"chr14_67624351_67624743_MSTA","MSTA","ERVL-MaLR","LTR_or_other",67624351,67624743,"-","downstream",4430
"ENSG00000137825.11","brown","ENSG00000137825","ITPKA",FALSE,"ITPKA","protein_coding","chr15",41493393,41503551,"+",41493393,10159,TRUE,0,FALSE,NA,26043,"chr15_41467213_41467349_MLT1H","MLT1H","ERVL-MaLR","LTR_or_other",41467213,41467349,"-","upstream",-26043
"ENSG00000094796.5","blue","ENSG00000094796","KRT31",FALSE,"KRT31","protein_coding","chr17",41393721,41397608,"-",41397608,3888,TRUE,0,FALSE,NA,5253,"chr17_41391942_41392354_MLT1D","MLT1D","ERVL-MaLR","LTR_or_other",41391942,41392354,"-","downstream",5253
"ENSG00000047662.5","turquoise","ENSG00000047662","FAM184B",FALSE,"FAM184B","protein_coding","chr4",17635009,17781621,"-",17781621,146613,TRUE,0,FALSE,NA,4178,"chr4_17785800_17786761_LTR102_Mam","LTR102_Mam","ERVL","LTR_or_other",17785800,17786761,"+","upstream",-4178
"ENSG00000283787.2","blue","ENSG00000283787","PRR33",FALSE,"PRR33","protein_coding","chr11",1888078,1891772,"-",1891772,3695,TRUE,0,FALSE,NA,5108,"chr11_1896881_1897269_MER57B2","MER57B2","ERV1","LTR_or_other",1896881,1897269,"-","upstream",-5108
"ENSG00000185028.4","blue","ENSG00000185028","LRRC14B",FALSE,"LRRC14B","protein_coding","chr5",191495,195777,"+",191495,4283,TRUE,0,FALSE,NA,1242,"chr5_192738_192845_MLT1H","MLT1H","ERVL-MaLR","LTR_or_other",192738,192845,"-","downstream",1242
"ENSG00000241945.8","grey","ENSG00000241945","PWP2",FALSE,"PWP2","protein_coding","chr21",44107373,44131181,"+",44107373,23809,TRUE,0,FALSE,NA,22049,"chr21_44084548_44085323_MER21B","MER21B","ERVL","LTR_or_other",44084548,44085323,"-","upstream",-22049
"ENSG00000092054.13","yellow","ENSG00000092054","MYH7",FALSE,"MYH7","protein_coding","chr14",23412740,23435660,"-",23435660,22921,TRUE,0,FALSE,NA,11993,"chr14_23447654_23448087_MER57F","MER57F","ERV1","LTR_or_other",23447654,23448087,"-","upstream",-11993
"ENSG00000244242.2","brown","ENSG00000244242","IFITM10",FALSE,"IFITM10","protein_coding","chr11",1732406,1750595,"-",1750595,18190,TRUE,0,FALSE,NA,8507,"chr11_1741758_1742087_MLT1A0","MLT1A0","ERVL-MaLR","LTR_or_other",1741758,1742087,"+","downstream",8507
"ENSG00000163209.15","skyblue","ENSG00000163209","SPRR3",FALSE,"SPRR3","protein_coding","chr1",153001747,153003856,"+",153001747,2110,TRUE,0,FALSE,NA,2082,"chr1_152999256_152999664_LTR16E2","LTR16E2","ERVL","LTR_or_other",152999256,152999664,"-","upstream",-2082
"ENSG00000164694.17","blue","ENSG00000164694","FNDC1",FALSE,"FNDC1","protein_coding","chr6",159169400,159272108,"+",159169400,102709,TRUE,1,TRUE,"ERVL-MaLR",1628,"chr6_159167334_159167771_MLT1D","MLT1D","ERVL-MaLR","LTR_or_other",159167334,159167771,"-","upstream",-1628
"ENSG00000159399.10","grey60","ENSG00000159399","HK2",FALSE,"HK2","protein_coding","chr2",74834127,74893359,"+",74834127,59233,TRUE,0,FALSE,NA,2542,"chr2_74831504_74831584_MER66B","MER66B","ERV1","LTR_or_other",74831504,74831584,"+","upstream",-2542
"ENSG00000135346.9","grey","ENSG00000135346","CGA",FALSE,"CGA","protein_coding","chr6",87085498,87095106,"-",87095106,9609,TRUE,0,FALSE,NA,2756,"chr6_87092163_87092349_MLT1G3","MLT1G3","ERVL-MaLR","LTR_or_other",87092163,87092349,"+","downstream",2756
"ENSG00000134716.11","blue","ENSG00000134716","CYP2J2",FALSE,"CYP2J2","protein_coding","chr1",59893308,59926773,"-",59926773,33466,TRUE,0,FALSE,NA,4584,"chr1_59921250_59922188_MER11D","MER11D","ERVK","LTR_or_other",59921250,59922188,"+","downstream",4584
"ENSG00000172508.11","blue","ENSG00000172508","CARNS1",FALSE,"CARNS1","protein_coding","chr11",67414968,67425607,"+",67414968,10640,TRUE,0,FALSE,NA,31524,"chr11_67446493_67446563_LTR8","LTR8","ERV1","LTR_or_other",67446493,67446563,"+","downstream",31524
"ENSG00000172215.6","midnightblue","ENSG00000172215","CXCR6",FALSE,"CXCR6","protein_coding","chr3",45940933,45948351,"+",45940933,7419,TRUE,2,TRUE,"ERV1",0,"chr3_45940861_45941070_MER50-int","MER50-int","ERV1","internal",45940861,45941070,"+","overlaps_TSS",0
"ENSG00000164530.15","blue","ENSG00000164530","PI16",FALSE,"PI16","protein_coding","chr6",36948263,36964837,"+",36948263,16575,TRUE,0,FALSE,NA,9617,"chr6_36938295_36938645_MLT1A0","MLT1A0","ERVL-MaLR","LTR_or_other",36938295,36938645,"-","upstream",-9617
