"epigenome","tissue","erv_fragment_id","chromosome","repeat_start","repeat_end","repeat_length","erv_strand","repName","repFamily","repeat_part","percent_divergence","enhancer_start","enhancer_end","enhancer_state"
"E100","Psoas muscle","chr1_26077237_26077595_MLT1F","chr1",26077237,26077595,359,"-","MLT1F","ERVL-MaLR","LTR_or_other",18.1,26076710,26079109,"EnhA2"
"E100","Psoas muscle","chr1_26077758_26077912_MLT1A","chr1",26077758,26077912,155,"+","MLT1A","ERVL-MaLR","LTR_or_other",13.6,26076710,26079109,"EnhA2"
"E100","Psoas muscle","chr1_26078312_26079032_LTR8","chr1",26078312,26079032,721,"+","LTR8","ERV1","LTR_or_other",18.6,26076710,26079109,"EnhA2"
"E100","Psoas muscle","chr1_26079055_26079219_MLT1A","chr1",26079055,26079219,165,"+","MLT1A","ERVL-MaLR","LTR_or_other",18.3,26076710,26079109,"EnhA2"
"E100","Psoas muscle","chr1_26079055_26079219_MLT1A","chr1",26079055,26079219,165,"+","MLT1A","ERVL-MaLR","LTR_or_other",18.3,26079110,26079509,"EnhA1"
"E100","Psoas muscle","chr1_26093339_26093914_LTR10C","chr1",26093339,26093914,576,"+","LTR10C","ERV1","LTR_or_other",4.5,26093910,26095309,"EnhA1"
"E100","Psoas muscle","chr1_26250721_26250914_MSTD","chr1",26250721,26250914,194,"-","MSTD","ERVL-MaLR","LTR_or_other",24.1,26250710,26251909,"EnhA2"
"E100","Psoas muscle","chr1_26251551_26251735_MSTD","chr1",26251551,26251735,185,"-","MSTD","ERVL-MaLR","LTR_or_other",24.1,26250710,26251909,"EnhA2"
"E100","Psoas muscle","chr1_26268832_26269405_LTR10A","chr1",26268832,26269405,574,"+","LTR10A","ERV1","LTR_or_other",15.1,26269310,26269509,"EnhG1"
"E100","Psoas muscle","chr1_26745072_26745532_LTR67B","chr1",26745072,26745532,461,"-","LTR67B","ERVL","LTR_or_other",24.3,26744910,26745109,"EnhA2"
"E100","Psoas muscle","chr1_26745072_26745532_LTR67B","chr1",26745072,26745532,461,"-","LTR67B","ERVL","LTR_or_other",24.3,26745110,26745709,"EnhA1"
"E100","Psoas muscle","chr1_27650813_27650935_LTR16E1","chr1",27650813,27650935,123,"-","LTR16E1","ERVL","LTR_or_other",25,27650890,27651089,"EnhA2"
"E100","Psoas muscle","chr1_27672710_27673822_ERVL-E-int","chr1",27672710,27673822,1113,"-","ERVL-E-int","ERVL","internal",31.7,27672690,27673089,"EnhA1"
"E100","Psoas muscle","chr1_27672710_27673822_ERVL-E-int","chr1",27672710,27673822,1113,"-","ERVL-E-int","ERVL","internal",31.7,27673090,27673289,"EnhA2"
"E100","Psoas muscle","chr1_27790171_27790609_LTR12B","chr1",27790171,27790609,439,"-","LTR12B","ERV1","LTR_or_other",8.6,27789890,27790289,"EnhA1"
"E100","Psoas muscle","chr1_27863573_27863875_MSTC","chr1",27863573,27863875,303,"+","MSTC","ERVL-MaLR","LTR_or_other",18.1,27862490,27863689,"EnhA2"
"E100","Psoas muscle","chr1_28437147_28437218_MLT1A0","chr1",28437147,28437218,72,"-","MLT1A0","ERVL-MaLR","LTR_or_other",18.5,28437090,28437889,"EnhA2"
"E100","Psoas muscle","chr1_28437530_28437834_MLT1A0","chr1",28437530,28437834,305,"-","MLT1A0","ERVL-MaLR","LTR_or_other",18.5,28437090,28437889,"EnhA2"
"E100","Psoas muscle","chr1_29156731_29157306_LTR14","chr1",29156731,29157306,576,"-","LTR14","ERVK","LTR_or_other",9.9,29156689,29156888,"EnhG1"
"E100","Psoas muscle","chr1_30521863_30522387_LTR33","chr1",30521863,30522387,525,"+","LTR33","ERVL","LTR_or_other",28.6,30521954,30522153,"EnhA1"
"E100","Psoas muscle","chr1_30521863_30522387_LTR33","chr1",30521863,30522387,525,"+","LTR33","ERVL","LTR_or_other",28.6,30522154,30523353,"EnhA2"
"E100","Psoas muscle","chr1_30763102_30763275_MLT1L","chr1",30763102,30763275,174,"+","MLT1L","ERVL-MaLR","LTR_or_other",24.1,30763154,30765353,"EnhA2"
"E100","Psoas muscle","chr1_30830355_30830797_MER74C","chr1",30830355,30830797,443,"-","MER74C","ERVL","LTR_or_other",24.6,30830354,30830553,"EnhA2"
"E100","Psoas muscle","chr1_30846477_30846973_MLT1J","chr1",30846477,30846973,497,"-","MLT1J","ERVL-MaLR","LTR_or_other",32.7,30846554,30849153,"EnhA2"
"E100","Psoas muscle","chr1_30848387_30848857_MLT1C","chr1",30848387,30848857,471,"-","MLT1C","ERVL-MaLR","LTR_or_other",22.4,30846554,30849153,"EnhA2"
"E100","Psoas muscle","chr1_31171162_31171364_LTR8","chr1",31171162,31171364,203,"+","LTR8","ERV1","LTR_or_other",19.7,31169954,31171553,"EnhA2"
"E100","Psoas muscle","chr1_31382806_31383024_MLT1J","chr1",31382806,31383024,219,"-","MLT1J","ERVL-MaLR","LTR_or_other",27.1,31381954,31382953,"EnhA1"
"E100","Psoas muscle","chr1_31382806_31383024_MLT1J","chr1",31382806,31383024,219,"-","MLT1J","ERVL-MaLR","LTR_or_other",27.1,31382954,31384553,"EnhA2"
"E100","Psoas muscle","chr1_31589481_31589669_MER41B","chr1",31589481,31589669,189,"+","MER41B","ERV1","LTR_or_other",11.6,31589400,31589599,"EnhA2"
"E100","Psoas muscle","chr1_31595526_31596011_MER31A","chr1",31595526,31596011,486,"+","MER31A","ERV1","LTR_or_other",14.1,31596000,31596799,"EnhA2"
"E100","Psoas muscle","chr1_31596462_31596665_LTR33","chr1",31596462,31596665,204,"-","LTR33","ERVL","LTR_or_other",30,31596000,31596799,"EnhA2"
"E100","Psoas muscle","chr1_32141732_32141852_LOR1-int","chr1",32141732,32141852,121,"-","LOR1-int","ERV1","internal",23.3,32141400,32142999,"EnhA2"
"E100","Psoas muscle","chr1_32141869_32141986_MLT1B","chr1",32141869,32141986,118,"-","MLT1B","ERVL-MaLR","LTR_or_other",16.6,32141400,32142999,"EnhA2"
"E100","Psoas muscle","chr1_32142282_32142525_MLT1B","chr1",32142282,32142525,244,"-","MLT1B","ERVL-MaLR","LTR_or_other",16.6,32141400,32142999,"EnhA2"
"E100","Psoas muscle","chr1_32503149_32503441_MLT1G","chr1",32503149,32503441,293,"+","MLT1G","ERVL-MaLR","LTR_or_other",21.6,32501200,32503399,"EnhA2"
"E100","Psoas muscle","chr1_32812989_32813323_MER4D0","chr1",32812989,32813323,335,"+","MER4D0","ERV1","LTR_or_other",8.2,32813200,32814799,"EnhG1"
"E100","Psoas muscle","chr1_32813620_32813640_MER4D0","chr1",32813620,32813640,21,"+","MER4D0","ERV1","LTR_or_other",8.2,32813200,32814799,"EnhG1"
"E100","Psoas muscle","chr1_33055694_33055834_LTR78B","chr1",33055694,33055834,141,"-","LTR78B","ERV1","LTR_or_other",26.4,33055400,33055799,"EnhA1"
"E100","Psoas muscle","chr1_33130204_33130753_MLT1F2","chr1",33130204,33130753,550,"+","MLT1F2","ERVL-MaLR","LTR_or_other",22,33130200,33130799,"EnhA2"
"E100","Psoas muscle","chr1_33325217_33325564_MLT1F","chr1",33325217,33325564,348,"+","MLT1F","ERVL-MaLR","LTR_or_other",29.8,33324800,33325399,"EnhG1"
"E100","Psoas muscle","chr1_33326968_33327462_MLT1F-int","chr1",33326968,33327462,495,"+","MLT1F-int","ERVL-MaLR","internal",23,33327200,33328199,"EnhG1"
"E100","Psoas muscle","chr1_33327475_33327957_MLT1F","chr1",33327475,33327957,483,"+","MLT1F","ERVL-MaLR","LTR_or_other",22.3,33327200,33328199,"EnhG1"
"E100","Psoas muscle","chr1_33456165_33456632_MLT1G3","chr1",33456165,33456632,468,"-","MLT1G3","ERVL-MaLR","LTR_or_other",28,33456200,33456599,"EnhA1"
"E100","Psoas muscle","chr1_36151380_36151432_MER41A","chr1",36151380,36151432,53,"+","MER41A","ERV1","LTR_or_other",17,36150800,36151799,"EnhA2"
"E100","Psoas muscle","chr1_36240096_36240673_MLT2B3","chr1",36240096,36240673,578,"-","MLT2B3","ERVL","LTR_or_other",21.2,36239600,36240199,"EnhA2"
"E100","Psoas muscle","chr1_36240096_36240673_MLT2B3","chr1",36240096,36240673,578,"-","MLT2B3","ERVL","LTR_or_other",21.2,36240200,36240599,"EnhA1"
"E100","Psoas muscle","chr1_36240096_36240673_MLT2B3","chr1",36240096,36240673,578,"-","MLT2B3","ERVL","LTR_or_other",21.2,36240600,36241199,"EnhA2"
"E100","Psoas muscle","chr1_36264811_36265144_MLT1C","chr1",36264811,36265144,334,"-","MLT1C","ERVL-MaLR","LTR_or_other",15.7,36263400,36270599,"EnhA2"
"E100","Psoas muscle","chr1_36398348_36398373_LTR54","chr1",36398348,36398373,26,"+","LTR54","ERV1","LTR_or_other",14.2,36398200,36399399,"EnhA2"
"E100","Psoas muscle","chr1_36398672_36399065_LTR54","chr1",36398672,36399065,394,"+","LTR54","ERV1","LTR_or_other",14.2,36398200,36399399,"EnhA2"
"E100","Psoas muscle","chr1_37110294_37110379_MLT1O","chr1",37110294,37110379,86,"+","MLT1O","ERVL-MaLR","LTR_or_other",21.2,37109800,37110999,"EnhA2"
"E100","Psoas muscle","chr1_37157572_37157674_MLT1N2","chr1",37157572,37157674,103,"-","MLT1N2","ERVL-MaLR","LTR_or_other",23.3,37157000,37158599,"EnhA2"
"E100","Psoas muscle","chr1_37465959_37466276_MLT1K","chr1",37465959,37466276,318,"-","MLT1K","ERVL-MaLR","LTR_or_other",31.8,37464600,37466199,"EnhA2"
"E100","Psoas muscle","chr1_37465959_37466276_MLT1K","chr1",37465959,37466276,318,"-","MLT1K","ERVL-MaLR","LTR_or_other",31.8,37466200,37466399,"EnhA1"
"E100","Psoas muscle","chr1_37892719_37893063_MLT1A0","chr1",37892719,37893063,345,"+","MLT1A0","ERVL-MaLR","LTR_or_other",16.2,37892729,37893128,"EnhA2"
"E100","Psoas muscle","chr1_38011667_38012045_MER34C2","chr1",38011667,38012045,379,"-","MER34C2","ERV1","LTR_or_other",14.3,38010729,38012128,"EnhA2"
"E100","Psoas muscle","chr1_39295963_39296406_MLT1H","chr1",39295963,39296406,444,"-","MLT1H","ERVL-MaLR","LTR_or_other",22.3,39295729,39296128,"EnhA2"
"E100","Psoas muscle","chr1_39295963_39296406_MLT1H","chr1",39295963,39296406,444,"-","MLT1H","ERVL-MaLR","LTR_or_other",22.3,39296129,39296328,"EnhG1"
"E100","Psoas muscle","chr1_39643643_39644003_MSTA","chr1",39643643,39644003,361,"+","MSTA","ERVL-MaLR","LTR_or_other",9.5,39643529,39643728,"EnhA1"
"E100","Psoas muscle","chr1_39643643_39644003_MSTA","chr1",39643643,39644003,361,"+","MSTA","ERVL-MaLR","LTR_or_other",9.5,39643729,39644128,"EnhA2"
"E100","Psoas muscle","chr1_40037327_40037391_MLT1A1","chr1",40037327,40037391,65,"-","MLT1A1","ERVL-MaLR","LTR_or_other",10.8,40036529,40037328,"EnhA1"
"E100","Psoas muscle","chr1_40037327_40037391_MLT1A1","chr1",40037327,40037391,65,"-","MLT1A1","ERVL-MaLR","LTR_or_other",10.8,40037329,40037928,"EnhA2"
"E100","Psoas muscle","chr1_40275775_40276167_MLT1N2","chr1",40275775,40276167,393,"-","MLT1N2","ERVL-MaLR","LTR_or_other",34.7,40275929,40276528,"EnhA2"
"E100","Psoas muscle","chr1_40383012_40383454_LTR33A","chr1",40383012,40383454,443,"-","LTR33A","ERVL","LTR_or_other",25.2,40383129,40386528,"EnhA2"
"E100","Psoas muscle","chr1_40689022_40689280_MLT1I","chr1",40689022,40689280,259,"-","MLT1I","ERVL-MaLR","LTR_or_other",24.3,40688729,40689928,"EnhA2"
"E100","Psoas muscle","chr1_40689580_40689621_MLT1I","chr1",40689580,40689621,42,"-","MLT1I","ERVL-MaLR","LTR_or_other",24.3,40688729,40689928,"EnhA2"
"E100","Psoas muscle","chr1_41432331_41432520_MLT1B","chr1",41432331,41432520,190,"+","MLT1B","ERVL-MaLR","LTR_or_other",21.3,41432330,41432729,"EnhA1"
"E100","Psoas muscle","chr1_41432571_41432639_MLT1B","chr1",41432571,41432639,69,"+","MLT1B","ERVL-MaLR","LTR_or_other",21.7,41432330,41432729,"EnhA1"
"E100","Psoas muscle","chr1_43719124_43719266_LTR41","chr1",43719124,43719266,143,"-","LTR41","ERVL","LTR_or_other",16.9,43715930,43721329,"EnhA2"
"E100","Psoas muscle","chr1_43720396_43720757_MSTD","chr1",43720396,43720757,362,"-","MSTD","ERVL-MaLR","LTR_or_other",16.7,43715930,43721329,"EnhA2"
"E100","Psoas muscle","chr1_44731944_44732043_MLT1J","chr1",44731944,44732043,100,"-","MLT1J","ERVL-MaLR","LTR_or_other",31,44730529,44733728,"EnhA2"
"E100","Psoas muscle","chr1_44732044_44732168_MER39","chr1",44732044,44732168,125,"+","MER39","ERV1","LTR_or_other",25.4,44730529,44733728,"EnhA2"
"E100","Psoas muscle","chr1_44732195_44732310_MER39","chr1",44732195,44732310,116,"+","MER39","ERV1","LTR_or_other",20.2,44730529,44733728,"EnhA2"
"E100","Psoas muscle","chr1_44733366_44733707_MLT1J","chr1",44733366,44733707,342,"-","MLT1J","ERVL-MaLR","LTR_or_other",27.3,44730529,44733728,"EnhA2"
"E100","Psoas muscle","chr1_44733640_44733732_LTR67B","chr1",44733640,44733732,93,"-","LTR67B","ERVL","LTR_or_other",27.8,44730529,44733728,"EnhA2"
"E100","Psoas muscle","chr1_45305089_45305205_MER4A1","chr1",45305089,45305205,117,"-","MER4A1","ERV1","LTR_or_other",12.4,45304929,45305328,"EnhA1"
"E100","Psoas muscle","chr1_45305213_45305647_MER4A1","chr1",45305213,45305647,435,"+","MER4A1","ERV1","LTR_or_other",9.4,45304929,45305328,"EnhA1"
"E100","Psoas muscle","chr1_45522401_45522751_LTR34","chr1",45522401,45522751,351,"+","LTR34","ERV1","LTR_or_other",19.4,45522529,45523128,"EnhA2"
"E100","Psoas muscle","chr1_45523045_45523218_LTR34","chr1",45523045,45523218,174,"+","LTR34","ERV1","LTR_or_other",19.4,45522529,45523128,"EnhA2"
"E100","Psoas muscle","chr1_45647459_45647941_LTR41","chr1",45647459,45647941,483,"+","LTR41","ERVL","LTR_or_other",24.4,45647729,45647928,"EnhA2"
"E100","Psoas muscle","chr1_45647459_45647941_LTR41","chr1",45647459,45647941,483,"+","LTR41","ERVL","LTR_or_other",24.4,45647929,45648128,"EnhG1"
"E100","Psoas muscle","chr1_45769243_45769806_MLT1F2","chr1",45769243,45769806,564,"-","MLT1F2","ERVL-MaLR","LTR_or_other",23.1,45769329,45770728,"EnhA2"
"E100","Psoas muscle","chr1_45796331_45796771_MLT1J","chr1",45796331,45796771,441,"-","MLT1J","ERVL-MaLR","LTR_or_other",28.4,45794529,45798328,"EnhA2"
"E100","Psoas muscle","chr1_45797869_45798266_MLT1B","chr1",45797869,45798266,398,"-","MLT1B","ERVL-MaLR","LTR_or_other",22.5,45794529,45798328,"EnhA2"
"E100","Psoas muscle","chr1_45798352_45798851_MLT1H2","chr1",45798352,45798851,500,"+","MLT1H2","ERVL-MaLR","LTR_or_other",26.8,45798329,45798528,"EnhA1"
"E100","Psoas muscle","chr1_45800388_45800982_MLT1F2","chr1",45800388,45800982,595,"-","MLT1F2","ERVL-MaLR","LTR_or_other",23.6,45800529,45802128,"EnhA2"
"E100","Psoas muscle","chr1_45801274_45801358_MLT1N2","chr1",45801274,45801358,85,"+","MLT1N2","ERVL-MaLR","LTR_or_other",24.4,45800529,45802128,"EnhA2"
"E100","Psoas muscle","chr1_45891499_45891615_LTR37A","chr1",45891499,45891615,117,"-","LTR37A","ERV1","LTR_or_other",23,45891329,45893528,"EnhA2"
"E100","Psoas muscle","chr1_45891634_45893041_MER92-int","chr1",45891634,45893041,1408,"-","MER92-int","ERV1","internal",19.8,45891329,45893528,"EnhA2"
"E100","Psoas muscle","chr1_45893094_45893190_MER92-int","chr1",45893094,45893190,97,"-","MER92-int","ERV1","internal",19.8,45891329,45893528,"EnhA2"
"E100","Psoas muscle","chr1_45921323_45922855_MER52D","chr1",45921323,45922855,1533,"-","MER52D","ERV1","LTR_or_other",16.8,45921129,45921328,"EnhA2"
"E100","Psoas muscle","chr1_45921323_45922855_MER52D","chr1",45921323,45922855,1533,"-","MER52D","ERV1","LTR_or_other",16.8,45921329,45921728,"EnhG2"
"E100","Psoas muscle","chr1_45921323_45922855_MER52D","chr1",45921323,45922855,1533,"-","MER52D","ERV1","LTR_or_other",16.8,45921729,45922928,"EnhA2"
"E100","Psoas muscle","chr1_45923312_45923376_MER52D","chr1",45923312,45923376,65,"-","MER52D","ERV1","LTR_or_other",15.5,45922929,45923328,"EnhA1"
"E100","Psoas muscle","chr1_45923312_45923376_MER52D","chr1",45923312,45923376,65,"-","MER52D","ERV1","LTR_or_other",15.5,45923329,45923528,"EnhA2"
"E100","Psoas muscle","chr1_45924651_45925040_MLT1B","chr1",45924651,45925040,390,"+","MLT1B","ERVL-MaLR","LTR_or_other",17.7,45924529,45925528,"EnhG1"
"E100","Psoas muscle","chr1_45970982_45971728_LTR41B","chr1",45970982,45971728,747,"-","LTR41B","ERVL","LTR_or_other",24.9,45971129,45971528,"EnhA2"
"E100","Psoas muscle","chr1_45993716_45994274_MER77B","chr1",45993716,45994274,559,"-","MER77B","ERVL","LTR_or_other",27,45993929,45994328,"EnhA2"
"E100","Psoas muscle","chr1_45994558_45994787_MER77B","chr1",45994558,45994787,230,"-","MER77B","ERVL","LTR_or_other",26.9,45994529,45995528,"EnhA2"
"E100","Psoas muscle","chr1_45995396_45995588_LTR57","chr1",45995396,45995588,193,"-","LTR57","ERVL","LTR_or_other",13.3,45994529,45995528,"EnhA2"
"E100","Psoas muscle","chr1_45995396_45995588_LTR57","chr1",45995396,45995588,193,"-","LTR57","ERVL","LTR_or_other",13.3,45995529,45995928,"EnhA1"
"E100","Psoas muscle","chr1_45995716_45995942_LTR57","chr1",45995716,45995942,227,"-","LTR57","ERVL","LTR_or_other",13.3,45995529,45995928,"EnhA1"
"E100","Psoas muscle","chr1_45995716_45995942_LTR57","chr1",45995716,45995942,227,"-","LTR57","ERVL","LTR_or_other",13.3,45995929,45997928,"EnhG1"
"E100","Psoas muscle","chr1_46149831_46150121_MER41B","chr1",46149831,46150121,291,"+","MER41B","ERV1","LTR_or_other",14.5,46149529,46149928,"EnhA2"
"E100","Psoas muscle","chr1_46691190_46691426_MLT1H2","chr1",46691190,46691426,237,"-","MLT1H2","ERVL-MaLR","LTR_or_other",18.3,46691129,46691328,"EnhG1"
"E100","Psoas muscle","chr1_51562108_51562522_MSTA","chr1",51562108,51562522,415,"+","MSTA","ERVL-MaLR","LTR_or_other",11.8,51560929,51563328,"EnhA2"
"E100","Psoas muscle","chr1_51622406_51622925_MLT1F1","chr1",51622406,51622925,520,"-","MLT1F1","ERVL-MaLR","LTR_or_other",17.3,51621329,51622528,"EnhA2"
"E100","Psoas muscle","chr1_51622406_51622925_MLT1F1","chr1",51622406,51622925,520,"-","MLT1F1","ERVL-MaLR","LTR_or_other",17.3,51622529,51623328,"EnhA1"
"E100","Psoas muscle","chr1_51634449_51634706_LTR49","chr1",51634449,51634706,258,"-","LTR49","ERV1","LTR_or_other",18.7,51633929,51634528,"EnhA2"
"E100","Psoas muscle","chr1_51634449_51634706_LTR49","chr1",51634449,51634706,258,"-","LTR49","ERV1","LTR_or_other",18.7,51634529,51634928,"EnhA1"
"E100","Psoas muscle","chr1_51634707_51635066_THE1B","chr1",51634707,51635066,360,"-","THE1B","ERVL-MaLR","LTR_or_other",14.9,51634529,51634928,"EnhA1"
"E100","Psoas muscle","chr1_51644909_51645228_MSTD","chr1",51644909,51645228,320,"+","MSTD","ERVL-MaLR","LTR_or_other",21.4,51643929,51645128,"EnhA2"
"E100","Psoas muscle","chr1_51655110_51655679_MLT1E2","chr1",51655110,51655679,570,"-","MLT1E2","ERVL-MaLR","LTR_or_other",22.3,51655129,51655728,"EnhG1"
"E100","Psoas muscle","chr1_51734994_51735220_LTR33","chr1",51734994,51735220,227,"+","LTR33","ERVL","LTR_or_other",30.8,51734729,51735328,"EnhA1"
"E100","Psoas muscle","chr1_51735268_51735427_LTR33","chr1",51735268,51735427,160,"+","LTR33","ERVL","LTR_or_other",28,51734729,51735328,"EnhA1"
"E100","Psoas muscle","chr1_51880115_51880306_LTR64","chr1",51880115,51880306,192,"-","LTR64","ERV1","LTR_or_other",18.7,51879729,51880128,"EnhA1"
"E100","Psoas muscle","chr1_52152823_52153215_ERV3-16A3_LTR","chr1",52152823,52153215,393,"-","ERV3-16A3_LTR","ERVL","LTR_or_other",21.7,52152929,52153328,"EnhA2"
"E100","Psoas muscle","chr1_52153255_52155219_ERV3-16A3_I-int","chr1",52153255,52155219,1965,"-","ERV3-16A3_I-int","ERVL","internal",22.9,52152929,52153328,"EnhA2"
"E100","Psoas muscle","chr1_52153255_52155219_ERV3-16A3_I-int","chr1",52153255,52155219,1965,"-","ERV3-16A3_I-int","ERVL","internal",22.9,52153329,52154328,"EnhA1"
"E100","Psoas muscle","chr1_52594654_52594817_LTR33","chr1",52594654,52594817,164,"+","LTR33","ERVL","LTR_or_other",28.6,52592929,52594928,"EnhA2"
"E100","Psoas muscle","chr1_52598751_52598919_LTR9B","chr1",52598751,52598919,169,"-","LTR9B","ERV1","LTR_or_other",8.4,52598129,52599528,"EnhA2"
"E100","Psoas muscle","chr1_52601457_52601866_LTR16A","chr1",52601457,52601866,410,"+","LTR16A","ERVL","LTR_or_other",22.2,52601729,52601928,"EnhA1"
"E100","Psoas muscle","chr1_52751658_52751812_MER21C","chr1",52751658,52751812,155,"+","MER21C","ERVL","LTR_or_other",20.3,52751529,52752128,"EnhA1"
"E100","Psoas muscle","chr1_52751896_52752524_MER21C","chr1",52751896,52752524,629,"-","MER21C","ERVL","LTR_or_other",20.5,52751529,52752128,"EnhA1"
"E100","Psoas muscle","chr1_52926144_52926457_MER4CL34","chr1",52926144,52926457,314,"-","MER4CL34","ERV1","LTR_or_other",17.7,52925729,52926728,"EnhA2"
"E100","Psoas muscle","chr1_52937735_52938240_MER66D","chr1",52937735,52938240,506,"-","MER66D","ERV1","LTR_or_other",17.6,52937729,52938128,"EnhA1"
"E100","Psoas muscle","chr1_54219023_54219324_LTR16","chr1",54219023,54219324,302,"-","LTR16","ERVL","LTR_or_other",29.7,54218928,54219527,"EnhA1"
"E100","Psoas muscle","chr1_54575930_54576248_LTR26C","chr1",54575930,54576248,319,"-","LTR26C","ERV1","LTR_or_other",28.4,54575328,54576327,"EnhA1"
"E100","Psoas muscle","chr1_54926747_54927133_LTR50","chr1",54926747,54927133,387,"+","LTR50","ERVL","LTR_or_other",25.4,54926728,54927327,"EnhA1"
"E100","Psoas muscle","chr1_54930190_54930726_ERV24B_Prim-int","chr1",54930190,54930726,537,"-","ERV24B_Prim-int","ERV1","internal",15.7,54928528,54931927,"EnhA2"
"E100","Psoas muscle","chr1_54930727_54930976_MSTB","chr1",54930727,54930976,250,"-","MSTB","ERVL-MaLR","LTR_or_other",13.4,54928528,54931927,"EnhA2"
"E100","Psoas muscle","chr1_54931271_54931418_MSTB","chr1",54931271,54931418,148,"-","MSTB","ERVL-MaLR","LTR_or_other",13.4,54928528,54931927,"EnhA2"
"E100","Psoas muscle","chr1_54931419_54931981_ERV24B_Prim-int","chr1",54931419,54931981,563,"-","ERV24B_Prim-int","ERV1","internal",15.7,54928528,54931927,"EnhA2"
"E100","Psoas muscle","chr1_55250007_55250590_MLT1N2","chr1",55250007,55250590,584,"-","MLT1N2","ERVL-MaLR","LTR_or_other",28,55250128,55250527,"EnhA1"
"E100","Psoas muscle","chr1_55276867_55277056_LTR33","chr1",55276867,55277056,190,"+","LTR33","ERVL","LTR_or_other",23.1,55275528,55277527,"EnhA2"
"E100","Psoas muscle","chr1_55277096_55277201_LTR33","chr1",55277096,55277201,106,"+","LTR33","ERVL","LTR_or_other",22.6,55275528,55277527,"EnhA2"
"E100","Psoas muscle","chr1_55350963_55351355_MLT1J2","chr1",55350963,55351355,393,"-","MLT1J2","ERVL-MaLR","LTR_or_other",27.1,55351328,55351527,"EnhA2"
"E100","Psoas muscle","chr1_55444016_55444516_MER39","chr1",55444016,55444516,501,"-","MER39","ERV1","LTR_or_other",23.4,55442928,55444327,"EnhA2"
"E100","Psoas muscle","chr1_55444016_55444516_MER39","chr1",55444016,55444516,501,"-","MER39","ERV1","LTR_or_other",23.4,55444328,55444727,"EnhA1"
"E100","Psoas muscle","chr1_55444529_55444968_LTR33","chr1",55444529,55444968,440,"+","LTR33","ERVL","LTR_or_other",26.8,55444328,55444727,"EnhA1"
"E100","Psoas muscle","chr1_55572362_55572817_MLT1C","chr1",55572362,55572817,456,"-","MLT1C","ERVL-MaLR","LTR_or_other",23.8,55572728,55573127,"EnhA1"
"E100","Psoas muscle","chr1_56355036_56355333_MLT1I","chr1",56355036,56355333,298,"+","MLT1I","ERVL-MaLR","LTR_or_other",33.9,56355129,56355328,"EnhA1"
"E100","Psoas muscle","chr1_56355036_56355333_MLT1I","chr1",56355036,56355333,298,"+","MLT1I","ERVL-MaLR","LTR_or_other",33.9,56355329,56356328,"EnhA2"
