"priority_rank","gene","symbol","module","rank_in_module","MM","GS_AGE","is_GenAge","chromosome","gene_strand","TSS","window_start","window_end","erv_fragment_id","repeat_start","repeat_end","erv_strand","repName","repFamily","repeat_part","percent_divergence","epigenome_support_n","supporting_epigenomes","supported_in_E100","supported_in_E108","consensus_support","enhancer_states","TSS_distance","TSS_direction","signed_TSS_distance","same_strand","proximity_group","is_promoter_ERV_pair","promoter_main_context","overlaps_TSS","overlaps_first_exon","overlaps_other_exon","overlaps_intron","candidate_group","candidate_group_rank"
60,"ENSG00000132953.18","XPO4","blue",3,0.896652855364101,0.220676859608425,FALSE,"chr13","-",20903048,20803048,21003048,"chr13_20812920_20813279_MSTA",20812920,20813279,"-","MSTA","ERVL-MaLR","LTR_or_other",13.3,2,"E100;E108",TRUE,TRUE,TRUE,"EnhA1;EnhA2",89769,"downstream",89769,TRUE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"consensus_enhancer_ERV",4
61,"ENSG00000069974.16","RAB27A","pink",6,0.863563122079408,0.215470037577093,FALSE,"chr15","-",55314160,55214160,55414160,"chr15_55394648_55395152_LOR1a",55394648,55395152,"+","LOR1a","ERV1","LTR_or_other",10.3,2,"E100;E108",TRUE,TRUE,TRUE,"EnhA1;EnhA2",80488,"upstream",-80488,FALSE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"consensus_enhancer_ERV",4
62,"ENSG00000163565.20","IFI16","pink",1,0.902155806267507,0.213078620348224,FALSE,"chr1","+",158999968,158899968,159099968,"chr1_159005997_159006106_LTR47B2",159005997,159006106,"+","LTR47B2","ERVL","LTR_or_other",26.4,2,"E100;E108",TRUE,TRUE,TRUE,"EnhA1;EnhA2",6029,"downstream",6029,TRUE,"within_10kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"consensus_enhancer_ERV",4
63,"ENSG00000163565.20","IFI16","pink",1,0.902155806267507,0.213078620348224,FALSE,"chr1","+",158999968,158899968,159099968,"chr1_159006130_159006739_LTR6A",159006130,159006739,"-","LTR6A","ERV1","LTR_or_other",22.2,2,"E100;E108",TRUE,TRUE,TRUE,"EnhA1;EnhA2",6162,"downstream",6162,FALSE,"within_10kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"consensus_enhancer_ERV",4
64,"ENSG00000258839.4","MC1R","greenyellow",29,0.70589190687815,0.212923924009987,FALSE,"chr16","+",89913628,89813628,90013628,"chr16_89874921_89875007_MER77B",89874921,89875007,"-","MER77B","ERVL","LTR_or_other",23.3,2,"E100;E108",TRUE,TRUE,TRUE,"EnhA2;EnhG1;EnhG2",38621,"upstream",-38621,FALSE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"consensus_enhancer_ERV",4
65,"ENSG00000122694.16","GLIPR2","turquoise",27,0.836242392828128,0.2054588003225,FALSE,"chr9","+",36136536,36036536,36236536,"chr9_36213432_36213811_MLT1G",36213432,36213811,"+","MLT1G","ERVL-MaLR","LTR_or_other",26.9,2,"E100;E108",TRUE,TRUE,TRUE,"EnhA1;EnhA2",76896,"downstream",76896,TRUE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"consensus_enhancer_ERV",4
66,"ENSG00000259820.1","ENSG00000259820","midnightblue",19,0.678728881300959,0.20315465834178,FALSE,"chr8","-",134798272,134698272,134898272,"chr8_134719877_134720335_MLT1H2",134719877,134720335,"+","MLT1H2","ERVL-MaLR","LTR_or_other",20.6,2,"E100;E108",TRUE,TRUE,TRUE,"EnhA1;EnhA2",77937,"downstream",77937,FALSE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"consensus_enhancer_ERV",4
67,"ENSG00000100320.23","RBFOX2","blue",9,0.888667959295932,0.202874618885716,FALSE,"chr22","-",36028824,35928824,36128824,"chr22_35995469_35995843_MSTA",35995469,35995843,"+","MSTA","ERVL-MaLR","LTR_or_other",14.4,2,"E100;E108",TRUE,TRUE,TRUE,"EnhA1;EnhA2",32981,"downstream",32981,FALSE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"consensus_enhancer_ERV",4
68,"ENSG00000077238.14","IL4R","pink",2,0.878826959553659,0.20206105533659,FALSE,"chr16","+",27314102,27214102,27414102,"chr16_27243945_27244227_MER89",27243945,27244227,"+","MER89","ERV1","LTR_or_other",20.9,2,"E100;E108",TRUE,TRUE,TRUE,"EnhA1;EnhA2",69875,"upstream",-69875,TRUE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"consensus_enhancer_ERV",4
69,"ENSG00000077238.14","IL4R","pink",2,0.878826959553659,0.20206105533659,FALSE,"chr16","+",27314102,27214102,27414102,"chr16_27243412_27243651_MER89",27243412,27243651,"+","MER89","ERV1","LTR_or_other",20.9,2,"E100;E108",TRUE,TRUE,TRUE,"EnhA1;EnhA2",70451,"upstream",-70451,TRUE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"consensus_enhancer_ERV",4
70,"ENSG00000263272.1","ENSG00000263272","greenyellow",19,0.73238341374356,0.198160933012807,FALSE,"chr17","-",5432541,5332541,5532541,"chr17_5439459_5439710_MER21A",5439459,5439710,"+","MER21A","ERVL","LTR_or_other",10.5,2,"E100;E108",TRUE,TRUE,TRUE,"EnhA1;EnhA2",6918,"upstream",-6918,FALSE,"within_10kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"consensus_enhancer_ERV",4
71,"ENSG00000263272.1","ENSG00000263272","greenyellow",19,0.73238341374356,0.198160933012807,FALSE,"chr17","-",5432541,5332541,5532541,"chr17_5439643_5439719_MER39B",5439643,5439719,"+","MER39B","ERV1","LTR_or_other",29.3,2,"E100;E108",TRUE,TRUE,TRUE,"EnhA1;EnhA2",7102,"upstream",-7102,FALSE,"within_10kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"consensus_enhancer_ERV",4
72,"ENSG00000263272.1","ENSG00000263272","greenyellow",19,0.73238341374356,0.198160933012807,FALSE,"chr17","-",5432541,5332541,5532541,"chr17_5439718_5440235_MER21A",5439718,5440235,"+","MER21A","ERVL","LTR_or_other",14.8,2,"E100;E108",TRUE,TRUE,TRUE,"EnhA1;EnhA2",7177,"upstream",-7177,FALSE,"within_10kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"consensus_enhancer_ERV",4
73,"ENSG00000263272.1","ENSG00000263272","greenyellow",19,0.73238341374356,0.198160933012807,FALSE,"chr17","-",5432541,5332541,5532541,"chr17_5413278_5413429_LTR78B",5413278,5413429,"+","LTR78B","ERV1","LTR_or_other",20.9,2,"E100;E108",TRUE,TRUE,TRUE,"EnhA2;EnhG1",19112,"downstream",19112,FALSE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"consensus_enhancer_ERV",4
74,"ENSG00000186051.7","TAL2","blue",2,0.899811041375618,0.192338641666072,FALSE,"chr9","+",105662457,105562457,105762457,"chr9_105689347_105689387_MLT1O",105689347,105689387,"+","MLT1O","ERVL-MaLR","LTR_or_other",28.2,2,"E100;E108",TRUE,TRUE,TRUE,"EnhA1;EnhA2",26890,"downstream",26890,TRUE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"consensus_enhancer_ERV",4
75,"ENSG00000186051.7","TAL2","blue",2,0.899811041375618,0.192338641666072,FALSE,"chr9","+",105662457,105562457,105762457,"chr9_105689521_105689682_MLT1O",105689521,105689682,"+","MLT1O","ERVL-MaLR","LTR_or_other",28.2,2,"E100;E108",TRUE,TRUE,TRUE,"EnhA1",27064,"downstream",27064,TRUE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"consensus_enhancer_ERV",4
76,"ENSG00000288862.1","ENSG00000288862","blue",5,0.890026983463251,0.190980093759315,FALSE,"chr1","+",229407361,229307361,229507361,"chr1_229412418_229412815_LTR7",229412418,229412815,"+","LTR7","ERV1","LTR_or_other",5.3,2,"E100;E108",TRUE,TRUE,TRUE,"EnhA1;EnhA2",5057,"downstream",5057,TRUE,"within_10kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"consensus_enhancer_ERV",4
77,"ENSG00000279609.1","ENSG00000279609","blue",10,0.887738531227492,0.186599342731865,FALSE,"chr9","+",105656369,105556369,105756369,"chr9_105689347_105689387_MLT1O",105689347,105689387,"+","MLT1O","ERVL-MaLR","LTR_or_other",28.2,2,"E100;E108",TRUE,TRUE,TRUE,"EnhA1;EnhA2",32978,"downstream",32978,TRUE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"consensus_enhancer_ERV",4
78,"ENSG00000279609.1","ENSG00000279609","blue",10,0.887738531227492,0.186599342731865,FALSE,"chr9","+",105656369,105556369,105756369,"chr9_105689521_105689682_MLT1O",105689521,105689682,"+","MLT1O","ERVL-MaLR","LTR_or_other",28.2,2,"E100;E108",TRUE,TRUE,TRUE,"EnhA1",33152,"downstream",33152,TRUE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"consensus_enhancer_ERV",4
79,"ENSG00000142089.17","IFITM3","pink",10,0.842875798588602,0.184193651664017,FALSE,"chr11","-",329475,229475,429475,"chr11_324822_325786_LTR13A",324822,325786,"-","LTR13A","ERVK","LTR_or_other",5,2,"E100;E108",TRUE,TRUE,TRUE,"EnhA2",3689,"downstream",3689,TRUE,"within_10kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"consensus_enhancer_ERV",4
80,"ENSG00000142089.17","IFITM3","pink",10,0.842875798588602,0.184193651664017,FALSE,"chr11","-",329475,229475,429475,"chr11_324061_324821_HERV3-int",324061,324821,"-","HERV3-int","ERV1","internal",21.2,2,"E100;E108",TRUE,TRUE,TRUE,"EnhA2",4654,"downstream",4654,TRUE,"within_10kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"consensus_enhancer_ERV",4
81,"ENSG00000142089.17","IFITM3","pink",10,0.842875798588602,0.184193651664017,FALSE,"chr11","-",329475,229475,429475,"chr11_334344_334481_MER21C",334344,334481,"-","MER21C","ERVL","LTR_or_other",21.2,2,"E100;E108",TRUE,TRUE,TRUE,"EnhA2",4869,"upstream",-4869,TRUE,"within_10kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"consensus_enhancer_ERV",4
82,"ENSG00000142089.17","IFITM3","pink",10,0.842875798588602,0.184193651664017,FALSE,"chr11","-",329475,229475,429475,"chr11_335588_335830_MER39",335588,335830,"+","MER39","ERV1","LTR_or_other",21,2,"E100;E108",TRUE,TRUE,TRUE,"EnhA1;EnhA2",6113,"upstream",-6113,FALSE,"within_10kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"consensus_enhancer_ERV",4
83,"ENSG00000142089.17","IFITM3","pink",10,0.842875798588602,0.184193651664017,FALSE,"chr11","-",329475,229475,429475,"chr11_335938_336138_MER39",335938,336138,"+","MER39","ERV1","LTR_or_other",17.6,2,"E100;E108",TRUE,TRUE,TRUE,"EnhA1;EnhA2",6463,"upstream",-6463,FALSE,"within_10kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"consensus_enhancer_ERV",4
84,"ENSG00000142089.17","IFITM3","pink",10,0.842875798588602,0.184193651664017,FALSE,"chr11","-",329475,229475,429475,"chr11_336168_336648_MER34B",336168,336648,"+","MER34B","ERV1","LTR_or_other",30.7,2,"E100;E108",TRUE,TRUE,TRUE,"EnhA1;EnhA2",6693,"upstream",-6693,FALSE,"within_10kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"consensus_enhancer_ERV",4
85,"ENSG00000142089.17","IFITM3","pink",10,0.842875798588602,0.184193651664017,FALSE,"chr11","-",329475,229475,429475,"chr11_321411_321638_LTR76",321411,321638,"-","LTR76","ERV1","LTR_or_other",22.4,2,"E100;E108",TRUE,TRUE,TRUE,"EnhA2",7837,"downstream",7837,TRUE,"within_10kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"consensus_enhancer_ERV",4
86,"ENSG00000142089.17","IFITM3","pink",10,0.842875798588602,0.184193651664017,FALSE,"chr11","-",329475,229475,429475,"chr11_321372_321410_LTR76",321372,321410,"-","LTR76","ERV1","LTR_or_other",10.3,2,"E100;E108",TRUE,TRUE,TRUE,"EnhA2",8065,"downstream",8065,TRUE,"within_10kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"consensus_enhancer_ERV",4
87,"ENSG00000142089.17","IFITM3","pink",10,0.842875798588602,0.184193651664017,FALSE,"chr11","-",329475,229475,429475,"chr11_317746_317940_MER50",317746,317940,"+","MER50","ERV1","LTR_or_other",15,2,"E100;E108",TRUE,TRUE,TRUE,"EnhA1;EnhA2",11535,"downstream",11535,FALSE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"consensus_enhancer_ERV",4
88,"ENSG00000142089.17","IFITM3","pink",10,0.842875798588602,0.184193651664017,FALSE,"chr11","-",329475,229475,429475,"chr11_317588_317744_LTR8A",317588,317744,"-","LTR8A","ERV1","LTR_or_other",18.9,2,"E100;E108",TRUE,TRUE,TRUE,"EnhA1;EnhA2",11731,"downstream",11731,TRUE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"consensus_enhancer_ERV",4
89,"ENSG00000142089.17","IFITM3","pink",10,0.842875798588602,0.184193651664017,FALSE,"chr11","-",329475,229475,429475,"chr11_316784_317577_MER4E1",316784,317577,"-","MER4E1","ERV1","LTR_or_other",8.8,2,"E100;E108",TRUE,TRUE,TRUE,"EnhA2",11898,"downstream",11898,TRUE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"consensus_enhancer_ERV",4
90,"ENSG00000142089.17","IFITM3","pink",10,0.842875798588602,0.184193651664017,FALSE,"chr11","-",329475,229475,429475,"chr11_312778_313204_MER4B-int",312778,313204,"-","MER4B-int","ERV1","internal",11.4,2,"E100;E108",TRUE,TRUE,TRUE,"EnhA1;EnhA2",16271,"downstream",16271,TRUE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"consensus_enhancer_ERV",4
91,"ENSG00000142089.17","IFITM3","pink",10,0.842875798588602,0.184193651664017,FALSE,"chr11","-",329475,229475,429475,"chr11_312658_312777_LTR2C",312658,312777,"+","LTR2C","ERV1","LTR_or_other",18.4,2,"E100;E108",TRUE,TRUE,TRUE,"EnhA2",16698,"downstream",16698,FALSE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"consensus_enhancer_ERV",4
92,"ENSG00000142089.17","IFITM3","pink",10,0.842875798588602,0.184193651664017,FALSE,"chr11","-",329475,229475,429475,"chr11_311518_312224_LTR8",311518,312224,"-","LTR8","ERV1","LTR_or_other",18.1,2,"E100;E108",TRUE,TRUE,TRUE,"EnhA2",17251,"downstream",17251,TRUE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"consensus_enhancer_ERV",4
93,"ENSG00000142089.17","IFITM3","pink",10,0.842875798588602,0.184193651664017,FALSE,"chr11","-",329475,229475,429475,"chr11_352761_353111_MER51B",352761,353111,"+","MER51B","ERV1","LTR_or_other",9.4,2,"E100;E108",TRUE,TRUE,TRUE,"EnhA1;EnhA2",23286,"upstream",-23286,FALSE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"consensus_enhancer_ERV",4
94,"ENSG00000142089.17","IFITM3","pink",10,0.842875798588602,0.184193651664017,FALSE,"chr11","-",329475,229475,429475,"chr11_353859_354215_LTR13A",353859,354215,"-","LTR13A","ERVK","LTR_or_other",6.2,2,"E100;E108",TRUE,TRUE,TRUE,"EnhA1;EnhA2",24384,"upstream",-24384,TRUE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"consensus_enhancer_ERV",4
95,"ENSG00000142089.17","IFITM3","pink",10,0.842875798588602,0.184193651664017,FALSE,"chr11","-",329475,229475,429475,"chr11_354528_355122_LTR13A",354528,355122,"-","LTR13A","ERVK","LTR_or_other",6.2,2,"E100;E108",TRUE,TRUE,TRUE,"EnhA2",25053,"upstream",-25053,TRUE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"consensus_enhancer_ERV",4
96,"ENSG00000142089.17","IFITM3","pink",10,0.842875798588602,0.184193651664017,FALSE,"chr11","-",329475,229475,429475,"chr11_355293_355340_LTR13A",355293,355340,"-","LTR13A","ERVK","LTR_or_other",4.2,2,"E100;E108",TRUE,TRUE,TRUE,"EnhA1;EnhA2",25818,"upstream",-25818,TRUE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"consensus_enhancer_ERV",4
97,"ENSG00000101203.17","COL20A1","darkgreen",16,0.796342376912565,0.182737750775867,FALSE,"chr20","+",63293186,63193186,63393186,"chr20_63214401_63214933_MER4A1_",63214401,63214933,"-","MER4A1_","ERV1","LTR_or_other",11.3,2,"E100;E108",TRUE,TRUE,TRUE,"EnhG1",78253,"upstream",-78253,FALSE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"consensus_enhancer_ERV",4
98,"ENSG00000271533.1","ENSG00000271533","midnightblue",7,0.725563469863509,0.179359066915248,FALSE,"chrX","-",74213660,74113660,74313660,"chrX_74249940_74250412_LTR21A",74249940,74250412,"+","LTR21A","ERV1","LTR_or_other",6.9,2,"E100;E108",TRUE,TRUE,TRUE,"EnhA2",36280,"upstream",-36280,FALSE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"consensus_enhancer_ERV",4
99,"ENSG00000271533.1","ENSG00000271533","midnightblue",7,0.725563469863509,0.179359066915248,FALSE,"chrX","-",74213660,74113660,74313660,"chrX_74251449_74251749_MER21C",74251449,74251749,"+","MER21C","ERVL","LTR_or_other",21.7,2,"E100;E108",TRUE,TRUE,TRUE,"EnhA2",37789,"upstream",-37789,FALSE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"consensus_enhancer_ERV",4
100,"ENSG00000187514.17","PTMA","pink",21,0.808566057557374,0.178219602446668,FALSE,"chr2","+",231707036,231607036,231807036,"chr2_231717092_231717159_MLT1K",231717092,231717159,"+","MLT1K","ERVL-MaLR","LTR_or_other",21.9,2,"E100;E108",TRUE,TRUE,TRUE,"EnhA1;EnhA2",10056,"downstream",10056,TRUE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"consensus_enhancer_ERV",4
101,"ENSG00000187514.17","PTMA","pink",21,0.808566057557374,0.178219602446668,FALSE,"chr2","+",231707036,231607036,231807036,"chr2_231646807_231646925_LTR48",231646807,231646925,"+","LTR48","ERV1","LTR_or_other",29.7,2,"E100;E108",TRUE,TRUE,TRUE,"EnhA1;EnhA2",60111,"upstream",-60111,TRUE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"consensus_enhancer_ERV",4
102,"ENSG00000250116.2","RHOQ-AS1","midnightblue",6,0.764480428833643,0.176489234357273,FALSE,"chr2","-",46580238,46480238,46680238,"chr2_46568171_46568558_LTR47A2",46568171,46568558,"-","LTR47A2","ERVL","LTR_or_other",12.4,2,"E100;E108",TRUE,TRUE,TRUE,"EnhA1;EnhA2",11680,"downstream",11680,TRUE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"consensus_enhancer_ERV",4
103,"ENSG00000246695.9","RASSF8-AS1","blue",14,0.877762978352369,0.175763590946308,FALSE,"chr12","-",25959765,25859765,26059765,"chr12_26011521_26011898_MLT1A0",26011521,26011898,"+","MLT1A0","ERVL-MaLR","LTR_or_other",17.1,2,"E100;E108",TRUE,TRUE,TRUE,"EnhA1;EnhA2",51756,"upstream",-51756,FALSE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"consensus_enhancer_ERV",4
104,"ENSG00000246695.9","RASSF8-AS1","blue",14,0.877762978352369,0.175763590946308,FALSE,"chr12","-",25959765,25859765,26059765,"chr12_26047907_26048186_MER54B",26047907,26048186,"-","MER54B","ERVL","LTR_or_other",19.9,2,"E100;E108",TRUE,TRUE,TRUE,"EnhA1",88142,"upstream",-88142,TRUE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"consensus_enhancer_ERV",4
105,"ENSG00000185201.18","IFITM2","pink",8,0.847990675889898,0.16997198614401,FALSE,"chr11","+",303655,203655,403655,"chr11_311518_312224_LTR8",311518,312224,"-","LTR8","ERV1","LTR_or_other",18.1,2,"E100;E108",TRUE,TRUE,TRUE,"EnhA2",7863,"downstream",7863,FALSE,"within_10kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"consensus_enhancer_ERV",4
106,"ENSG00000185201.18","IFITM2","pink",8,0.847990675889898,0.16997198614401,FALSE,"chr11","+",303655,203655,403655,"chr11_312658_312777_LTR2C",312658,312777,"+","LTR2C","ERV1","LTR_or_other",18.4,2,"E100;E108",TRUE,TRUE,TRUE,"EnhA2",9003,"downstream",9003,TRUE,"within_10kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"consensus_enhancer_ERV",4
107,"ENSG00000185201.18","IFITM2","pink",8,0.847990675889898,0.16997198614401,FALSE,"chr11","+",303655,203655,403655,"chr11_312778_313204_MER4B-int",312778,313204,"-","MER4B-int","ERV1","internal",11.4,2,"E100;E108",TRUE,TRUE,TRUE,"EnhA1;EnhA2",9123,"downstream",9123,FALSE,"within_10kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"consensus_enhancer_ERV",4
108,"ENSG00000185201.18","IFITM2","pink",8,0.847990675889898,0.16997198614401,FALSE,"chr11","+",303655,203655,403655,"chr11_316784_317577_MER4E1",316784,317577,"-","MER4E1","ERV1","LTR_or_other",8.8,2,"E100;E108",TRUE,TRUE,TRUE,"EnhA2",13129,"downstream",13129,FALSE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"consensus_enhancer_ERV",4
109,"ENSG00000185201.18","IFITM2","pink",8,0.847990675889898,0.16997198614401,FALSE,"chr11","+",303655,203655,403655,"chr11_317588_317744_LTR8A",317588,317744,"-","LTR8A","ERV1","LTR_or_other",18.9,2,"E100;E108",TRUE,TRUE,TRUE,"EnhA1;EnhA2",13933,"downstream",13933,FALSE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"consensus_enhancer_ERV",4
110,"ENSG00000185201.18","IFITM2","pink",8,0.847990675889898,0.16997198614401,FALSE,"chr11","+",303655,203655,403655,"chr11_317746_317940_MER50",317746,317940,"+","MER50","ERV1","LTR_or_other",15,2,"E100;E108",TRUE,TRUE,TRUE,"EnhA1;EnhA2",14091,"downstream",14091,TRUE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"consensus_enhancer_ERV",4
111,"ENSG00000185201.18","IFITM2","pink",8,0.847990675889898,0.16997198614401,FALSE,"chr11","+",303655,203655,403655,"chr11_321372_321410_LTR76",321372,321410,"-","LTR76","ERV1","LTR_or_other",10.3,2,"E100;E108",TRUE,TRUE,TRUE,"EnhA2",17717,"downstream",17717,FALSE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"consensus_enhancer_ERV",4
112,"ENSG00000185201.18","IFITM2","pink",8,0.847990675889898,0.16997198614401,FALSE,"chr11","+",303655,203655,403655,"chr11_321411_321638_LTR76",321411,321638,"-","LTR76","ERV1","LTR_or_other",22.4,2,"E100;E108",TRUE,TRUE,TRUE,"EnhA2",17756,"downstream",17756,FALSE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"consensus_enhancer_ERV",4
113,"ENSG00000185201.18","IFITM2","pink",8,0.847990675889898,0.16997198614401,FALSE,"chr11","+",303655,203655,403655,"chr11_324061_324821_HERV3-int",324061,324821,"-","HERV3-int","ERV1","internal",21.2,2,"E100;E108",TRUE,TRUE,TRUE,"EnhA2",20406,"downstream",20406,FALSE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"consensus_enhancer_ERV",4
114,"ENSG00000185201.18","IFITM2","pink",8,0.847990675889898,0.16997198614401,FALSE,"chr11","+",303655,203655,403655,"chr11_324822_325786_LTR13A",324822,325786,"-","LTR13A","ERVK","LTR_or_other",5,2,"E100;E108",TRUE,TRUE,TRUE,"EnhA2",21167,"downstream",21167,FALSE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"consensus_enhancer_ERV",4
115,"ENSG00000185201.18","IFITM2","pink",8,0.847990675889898,0.16997198614401,FALSE,"chr11","+",303655,203655,403655,"chr11_334344_334481_MER21C",334344,334481,"-","MER21C","ERVL","LTR_or_other",21.2,2,"E100;E108",TRUE,TRUE,TRUE,"EnhA2",30689,"downstream",30689,FALSE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"consensus_enhancer_ERV",4
116,"ENSG00000185201.18","IFITM2","pink",8,0.847990675889898,0.16997198614401,FALSE,"chr11","+",303655,203655,403655,"chr11_335588_335830_MER39",335588,335830,"+","MER39","ERV1","LTR_or_other",21,2,"E100;E108",TRUE,TRUE,TRUE,"EnhA1;EnhA2",31933,"downstream",31933,TRUE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"consensus_enhancer_ERV",4
117,"ENSG00000185201.18","IFITM2","pink",8,0.847990675889898,0.16997198614401,FALSE,"chr11","+",303655,203655,403655,"chr11_335938_336138_MER39",335938,336138,"+","MER39","ERV1","LTR_or_other",17.6,2,"E100;E108",TRUE,TRUE,TRUE,"EnhA1;EnhA2",32283,"downstream",32283,TRUE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"consensus_enhancer_ERV",4
118,"ENSG00000185201.18","IFITM2","pink",8,0.847990675889898,0.16997198614401,FALSE,"chr11","+",303655,203655,403655,"chr11_336168_336648_MER34B",336168,336648,"+","MER34B","ERV1","LTR_or_other",30.7,2,"E100;E108",TRUE,TRUE,TRUE,"EnhA1;EnhA2",32513,"downstream",32513,TRUE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"consensus_enhancer_ERV",4
119,"ENSG00000185201.18","IFITM2","pink",8,0.847990675889898,0.16997198614401,FALSE,"chr11","+",303655,203655,403655,"chr11_352761_353111_MER51B",352761,353111,"+","MER51B","ERV1","LTR_or_other",9.4,2,"E100;E108",TRUE,TRUE,TRUE,"EnhA1;EnhA2",49106,"downstream",49106,TRUE,"10_to_50kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"consensus_enhancer_ERV",4
120,"ENSG00000185201.18","IFITM2","pink",8,0.847990675889898,0.16997198614401,FALSE,"chr11","+",303655,203655,403655,"chr11_353859_354215_LTR13A",353859,354215,"-","LTR13A","ERVK","LTR_or_other",6.2,2,"E100;E108",TRUE,TRUE,TRUE,"EnhA1;EnhA2",50204,"downstream",50204,FALSE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"consensus_enhancer_ERV",4
121,"ENSG00000185201.18","IFITM2","pink",8,0.847990675889898,0.16997198614401,FALSE,"chr11","+",303655,203655,403655,"chr11_354528_355122_LTR13A",354528,355122,"-","LTR13A","ERVK","LTR_or_other",6.2,2,"E100;E108",TRUE,TRUE,TRUE,"EnhA2",50873,"downstream",50873,FALSE,"50_to_100kb",FALSE,NA,FALSE,FALSE,FALSE,FALSE,"consensus_enhancer_ERV",4
