"gene","module","gene_clean","symbol","is_GenAge","symbol_gtf","gene_type","chromosome","gene_start","gene_end","strand","TSS","gene_length"
"ENSG00000170525.21","brown","ENSG00000170525","PFKFB3",FALSE,"PFKFB3","protein_coding","chr10",6144934,6254644,"+",6144934,109711
"ENSG00000054938.17","blue","ENSG00000054938","CHRDL2",FALSE,"CHRDL2","protein_coding","chr11",74696429,74731426,"-",74731426,34998
"ENSG00000129204.17","blue","ENSG00000129204","USP6",FALSE,"USP6","protein_coding","chr17",5116032,5175034,"+",5116032,59003
"ENSG00000168785.8","brown","ENSG00000168785","TSPAN5",FALSE,"TSPAN5","protein_coding","chr4",98470367,98658611,"-",98658611,188245
"ENSG00000095203.15","brown","ENSG00000095203","EPB41L4B",FALSE,"EPB41L4B","protein_coding","chr9",109171974,109321059,"-",109321059,149086
"ENSG00000185559.16","turquoise","ENSG00000185559","DLK1",FALSE,"DLK1","protein_coding","chr14",100725705,100738224,"+",100725705,12520
"ENSG00000187889.13","black","ENSG00000187889","FYB2",FALSE,"FYB2","protein_coding","chr1",56718789,56819696,"-",56819696,100908
"ENSG00000179564.4","blue","ENSG00000179564","LSMEM2",FALSE,"LSMEM2","protein_coding","chr3",50279087,50287731,"+",50279087,8645
"ENSG00000042832.12","grey","ENSG00000042832","TG",FALSE,"TG","protein_coding","chr8",132866958,133134903,"+",132866958,267946
"ENSG00000142748.13","brown","ENSG00000142748","FCN3",FALSE,"FCN3","protein_coding","chr1",27369110,27374824,"-",27374824,5715
"ENSG00000155367.16","blue","ENSG00000155367","PPM1J",FALSE,"PPM1J","protein_coding","chr1",112709994,112715332,"-",112715332,5339
"ENSG00000076555.16","brown","ENSG00000076555","ACACB",FALSE,"ACACB","protein_coding","chr12",109116587,109268226,"+",109116587,151640
"ENSG00000235162.9","blue","ENSG00000235162","C12orf75",FALSE,"C12orf75","protein_coding","chr12",105235290,105396097,"+",105235290,160808
"ENSG00000128655.19","blue","ENSG00000128655","PDE11A",FALSE,"PDE11A","protein_coding","chr2",177623244,178108339,"-",178108339,485096
"ENSG00000120738.8","lightcyan","ENSG00000120738","EGR1",TRUE,"EGR1","protein_coding","chr5",138465479,138469303,"+",138465479,3825
"ENSG00000111371.16","brown","ENSG00000111371","SLC38A1",FALSE,"SLC38A1","protein_coding","chr12",46183063,46270017,"-",46270017,86955
"ENSG00000164509.16","blue","ENSG00000164509","IL31RA",FALSE,"IL31RA","protein_coding","chr5",55851357,55922854,"+",55851357,71498
"ENSG00000264151.6","blue","ENSG00000264151","ENSG00000264151",FALSE,"ENSG00000264151","lncRNA","chr18",27335968,27595164,"-",27595164,259197
"ENSG00000188536.13","midnightblue","ENSG00000188536","HBA2",FALSE,"HBA2","protein_coding","chr16",172876,173710,"+",172876,835
"ENSG00000134548.11","blue","ENSG00000134548","SPX",FALSE,"SPX","protein_coding","chr12",21526296,21541249,"+",21526296,14954
"ENSG00000184544.12","yellow","ENSG00000184544","DHRS7C",FALSE,"DHRS7C","protein_coding","chr17",9771434,9791592,"-",9791592,20159
"ENSG00000092068.21","brown","ENSG00000092068","SLC7A8",FALSE,"SLC7A8","protein_coding","chr14",23125572,23183674,"-",23183674,58103
"ENSG00000092969.12","blue","ENSG00000092969","TGFB2",FALSE,"TGFB2","protein_coding","chr1",218346025,218444619,"+",218346025,98595
"ENSG00000134817.12","blue","ENSG00000134817","APLNR",FALSE,"APLNR","protein_coding","chr11",57233577,57237250,"-",57237250,3674
"ENSG00000286322.2","blue","ENSG00000286322","ENSG00000286322",FALSE,"ENSG00000286322","lncRNA","chr9",33401478,33410553,"+",33401478,9076
"ENSG00000139780.8","blue","ENSG00000139780","METTL21C",FALSE,"METTL21C","protein_coding","chr13",102685747,102695044,"-",102695044,9298
"ENSG00000077274.9","blue","ENSG00000077274","CAPN6",FALSE,"CAPN6","protein_coding","chrX",111245099,111270483,"-",111270483,25385
"ENSG00000279164.1","blue","ENSG00000279164","ENSG00000279164",FALSE,"ENSG00000279164","TEC","chr20",23148086,23149939,"+",23148086,1854
"ENSG00000196811.13","grey","ENSG00000196811","CHRNG",FALSE,"CHRNG","protein_coding","chr2",232539692,232543699,"+",232539692,4008
"ENSG00000286677.1","brown","ENSG00000286677","ENSG00000286677",FALSE,"ENSG00000286677","lncRNA","chr8",38082122,38099288,"+",38082122,17167
"ENSG00000205279.9","blue","ENSG00000205279","CTXN3",FALSE,"CTXN3","protein_coding","chr5",127649082,127658630,"+",127649082,9549
"ENSG00000198574.6","grey60","ENSG00000198574","SH2D1B",FALSE,"SH2D1B","protein_coding","chr1",162395268,162412136,"-",162412136,16869
"ENSG00000177575.13","cyan","ENSG00000177575","CD163",FALSE,"CD163","protein_coding","chr12",7470811,7503893,"-",7503893,33083
"ENSG00000259675.3","brown","ENSG00000259675","ENSG00000259675",FALSE,"ENSG00000259675","lncRNA","chr15",61638928,61715171,"-",61715171,76244
"ENSG00000283706.2","blue","ENSG00000283706","PRSS50",FALSE,"PRSS50","protein_coding","chr3",46712117,46717869,"-",46717869,5753
"ENSG00000096088.16","white","ENSG00000096088","PGC",FALSE,"PGC","protein_coding","chr6",41736711,41754109,"-",41754109,17399
"ENSG00000170417.16","blue","ENSG00000170417","TMEM182",FALSE,"TMEM182","protein_coding","chr2",102736905,103019900,"+",102736905,282996
"ENSG00000147697.9","yellow","ENSG00000147697","GSDMC",FALSE,"GSDMC","protein_coding","chr8",129748196,129786624,"-",129786624,38429
"ENSG00000186628.12","blue","ENSG00000186628","FSD2",FALSE,"FSD2","protein_coding","chr15",82755362,82806070,"-",82806070,50709
"ENSG00000180730.5","yellow","ENSG00000180730","SHISA2",FALSE,"SHISA2","protein_coding","chr13",26044597,26052016,"-",26052016,7420
"ENSG00000159263.16","grey","ENSG00000159263","SIM2",FALSE,"SIM2","protein_coding","chr21",36699115,36748625,"+",36699115,49511
"ENSG00000197859.11","blue","ENSG00000197859","ADAMTSL2",FALSE,"ADAMTSL2","protein_coding","chr9",133532164,133575519,"+",133532164,43356
"ENSG00000224114.1","grey","ENSG00000224114","ENSG00000224114",FALSE,"ENSG00000224114","processed_pseudogene","chr1",206695837,206696269,"-",206696269,433
"ENSG00000092377.15","grey","ENSG00000092377","TBL1Y",FALSE,"TBL1Y","protein_coding","chrY",6910686,7101970,"+",6910686,191285
"ENSG00000176728.10","grey","ENSG00000176728","TTTY14",FALSE,"TTTY14","lncRNA","chrY",18772706,19077416,"-",19077416,304711
"ENSG00000145626.12","blue","ENSG00000145626","UGT3A1",FALSE,"UGT3A1","protein_coding","chr5",35951006,36001028,"-",36001028,50023
"ENSG00000137766.18","blue","ENSG00000137766","UNC13C",FALSE,"UNC13C","protein_coding","chr15",53978201,54628707,"+",53978201,650507
"ENSG00000140465.15","grey","ENSG00000140465","CYP1A1",FALSE,"CYP1A1","protein_coding","chr15",74719542,74725536,"-",74725536,5995
"ENSG00000204291.11","turquoise","ENSG00000204291","COL15A1",FALSE,"COL15A1","protein_coding","chr9",98943179,99070792,"+",98943179,127614
"ENSG00000153002.12","white","ENSG00000153002","CPB1",FALSE,"CPB1","protein_coding","chr3",148791102,148860187,"+",148791102,69086
"ENSG00000119280.17","brown","ENSG00000119280","C1orf198",FALSE,"C1orf198","protein_coding","chr1",230837119,230869589,"-",230869589,32471
"ENSG00000182333.15","white","ENSG00000182333","LIPF",FALSE,"LIPF","protein_coding","chr10",88664441,88678814,"+",88664441,14374
"ENSG00000169347.17","white","ENSG00000169347","GP2",FALSE,"GP2","protein_coding","chr16",20309574,20327808,"-",20327808,18235
"ENSG00000267423.1","blue","ENSG00000267423","ENSG00000267423",FALSE,"ENSG00000267423","lncRNA","chr19",28509238,28518728,"+",28509238,9491
"ENSG00000167772.12","black","ENSG00000167772","ANGPTL4",FALSE,"ANGPTL4","protein_coding","chr19",8363289,8374370,"+",8363289,11082
"ENSG00000184313.20","blue","ENSG00000184313","MROH7",FALSE,"MROH7","protein_coding","chr1",54641754,54710266,"+",54641754,68513
"ENSG00000064300.9","darkgreen","ENSG00000064300","NGFR",TRUE,"NGFR","protein_coding","chr17",49502063,49515008,"+",49502063,12946
"ENSG00000119938.9","blue","ENSG00000119938","PPP1R3C",FALSE,"PPP1R3C","protein_coding","chr10",91628442,91633071,"-",91633071,4630
"ENSG00000205312.8","darkgreen","ENSG00000205312","KRT17P4",FALSE,"KRT17P4","transcribed_unprocessed_pseudogene","chr17",16847852,16851908,"-",16851908,4057
"ENSG00000164236.12","grey","ENSG00000164236","ANKRD33B",FALSE,"ANKRD33B","protein_coding","chr5",10564070,10657816,"+",10564070,93747
"ENSG00000106772.19","steelblue","ENSG00000106772","PRUNE2",FALSE,"PRUNE2","protein_coding","chr9",76611376,76906114,"-",76906114,294739
"ENSG00000067057.18","black","ENSG00000067057","PFKP",FALSE,"PFKP","protein_coding","chr10",3066333,3137718,"+",3066333,71386
"ENSG00000180229.12","grey","ENSG00000180229","HERC2P3",FALSE,"HERC2P3","transcribed_unprocessed_pseudogene","chr15",20379495,20506180,"-",20506180,126686
"ENSG00000168333.14","grey","ENSG00000168333","PPDPFL",FALSE,"PPDPFL","protein_coding","chr8",49054311,49076093,"+",49054311,21783
"ENSG00000166407.14","yellow","ENSG00000166407","LMO1",FALSE,"LMO1","protein_coding","chr11",8224309,8268716,"-",8268716,44408
"ENSG00000138435.16","red","ENSG00000138435","CHRNA1",FALSE,"CHRNA1","protein_coding","chr2",174747592,174787935,"-",174787935,40344
"ENSG00000029993.15","brown","ENSG00000029993","HMGB3",FALSE,"HMGB3","protein_coding","chrX",150980509,150990771,"+",150980509,10263
"ENSG00000138379.5","yellow","ENSG00000138379","MSTN",FALSE,"MSTN","protein_coding","chr2",190055700,190062729,"-",190062729,7030
"ENSG00000268555.2","red","ENSG00000268555","ENSG00000268555",FALSE,"ENSG00000268555","lncRNA","chr19",21569738,21587322,"-",21587322,17585
"ENSG00000124743.6","blue","ENSG00000124743","KLHL31",FALSE,"KLHL31","protein_coding","chr6",53647916,53665756,"-",53665756,17841
"ENSG00000077009.14","yellow","ENSG00000077009","NMRK2",FALSE,"NMRK2","protein_coding","chr19",3933069,3942416,"+",3933069,9348
"ENSG00000184601.11","blue","ENSG00000184601","C14orf180",FALSE,"C14orf180","protein_coding","chr14",104579764,104590515,"+",104579764,10752
"ENSG00000100344.11","greenyellow","ENSG00000100344","PNPLA3",FALSE,"PNPLA3","protein_coding","chr22",43923792,43947582,"+",43923792,23791
"ENSG00000144837.9","brown","ENSG00000144837","PLA1A",FALSE,"PLA1A","protein_coding","chr3",119597875,119629811,"+",119597875,31937
"ENSG00000131386.20","brown","ENSG00000131386","GALNT15",FALSE,"GALNT15","protein_coding","chr3",16174680,16231992,"+",16174680,57313
"ENSG00000163833.8","blue","ENSG00000163833","FBXO40",FALSE,"FBXO40","protein_coding","chr3",121593379,121630295,"+",121593379,36917
"ENSG00000227496.3","yellow","ENSG00000227496","ENSG00000227496",FALSE,"ENSG00000227496","lncRNA","chr1",225700264,225752258,"+",225700264,51995
"ENSG00000147256.12","greenyellow","ENSG00000147256","ARHGAP36",FALSE,"ARHGAP36","protein_coding","chrX",131058346,131089885,"+",131058346,31540
"ENSG00000216921.9","yellow","ENSG00000216921","FAM240C",FALSE,"FAM240C","protein_coding","chr2",241893988,241902551,"-",241902551,8564
"ENSG00000249853.9","blue","ENSG00000249853","HS3ST5",FALSE,"HS3ST5","protein_coding","chr6",114055596,114343023,"-",114343023,287428
"ENSG00000151365.2","yellow","ENSG00000151365","THRSP",FALSE,"THRSP","protein_coding","chr11",78063861,78068296,"+",78063861,4436
"ENSG00000187550.9","grey","ENSG00000187550","SBK2",FALSE,"SBK2","protein_coding","chr19",55528611,55537133,"-",55537133,8523
"ENSG00000139364.11","brown","ENSG00000139364","TMEM132B",FALSE,"TMEM132B","protein_coding","chr12",125186386,125662377,"+",125186386,475992
"ENSG00000166123.14","blue","ENSG00000166123","GPT2",FALSE,"GPT2","protein_coding","chr16",46884362,46931289,"+",46884362,46928
"ENSG00000177508.12","grey","ENSG00000177508","IRX3",FALSE,"IRX3","protein_coding","chr16",54283304,54286787,"-",54286787,3484
"ENSG00000174502.19","blue","ENSG00000174502","SLC26A9",FALSE,"SLC26A9","protein_coding","chr1",205913048,205943460,"-",205943460,30413
"ENSG00000137872.17","blue","ENSG00000137872","SEMA6D",FALSE,"SEMA6D","protein_coding","chr15",47184101,47774218,"+",47184101,590118
"ENSG00000286658.1","grey","ENSG00000286658","ENSG00000286658",FALSE,"ENSG00000286658","lncRNA","chr7",50641725,50643868,"+",50641725,2144
"ENSG00000168878.19","skyblue","ENSG00000168878","SFTPB",FALSE,"SFTPB","protein_coding","chr2",85657314,85668741,"-",85668741,11428
"ENSG00000091704.10","white","ENSG00000091704","CPA1",FALSE,"CPA1","protein_coding","chr7",130380339,130388114,"+",130380339,7776
"ENSG00000285569.3","brown","ENSG00000285569","ENSG00000285569",FALSE,"ENSG00000285569","lncRNA","chr2",11405508,11427186,"+",11405508,21679
"ENSG00000251139.2","brown","ENSG00000251139","ENSG00000251139",FALSE,"ENSG00000251139","lncRNA","chr4",184813619,184821300,"+",184813619,7682
"ENSG00000171612.7","brown","ENSG00000171612","SLC25A33",FALSE,"SLC25A33","protein_coding","chr1",9539465,9585173,"+",9539465,45709
"ENSG00000154096.14","blue","ENSG00000154096","THY1",FALSE,"THY1","protein_coding","chr11",119415476,119424985,"-",119424985,9510
"ENSG00000100033.17","brown","ENSG00000100033","PRODH",FALSE,"PRODH","protein_coding","chr22",18916890,18936410,"-",18936410,19521
"ENSG00000226025.10","lightcyan","ENSG00000226025","LGALS17A",FALSE,"LGALS17A","transcribed_unprocessed_pseudogene","chr19",39679374,39686373,"+",39679374,7000
"ENSG00000188582.10","blue","ENSG00000188582","PAQR9",FALSE,"PAQR9","protein_coding","chr3",142949164,142963674,"-",142963674,14511
"ENSG00000175535.6","white","ENSG00000175535","PNLIP",FALSE,"PNLIP","protein_coding","chr10",116545931,116567855,"+",116545931,21925
"ENSG00000107165.13","blue","ENSG00000107165","TYRP1",FALSE,"TYRP1","protein_coding","chr9",12685439,12710285,"+",12685439,24847
"ENSG00000166091.21","grey60","ENSG00000166091","CMTM5",FALSE,"CMTM5","protein_coding","chr14",23376773,23379772,"+",23376773,3000
"ENSG00000175262.14","blue","ENSG00000175262","C1orf127",FALSE,"C1orf127","protein_coding","chr1",10946473,10982037,"-",10982037,35565
"ENSG00000071282.12","blue","ENSG00000071282","LMCD1",FALSE,"LMCD1","protein_coding","chr3",8501807,8574668,"+",8501807,72862
"ENSG00000005471.19","blue","ENSG00000005471","ABCB4",FALSE,"ABCB4","protein_coding","chr7",87401696,87480435,"-",87480435,78740
"ENSG00000114737.16","black","ENSG00000114737","CISH",FALSE,"CISH","protein_coding","chr3",50606489,50611774,"-",50611774,5286
"ENSG00000082293.13","greenyellow","ENSG00000082293","COL19A1",FALSE,"COL19A1","protein_coding","chr6",69867416,70212468,"+",69867416,345053
"ENSG00000169047.6","blue","ENSG00000169047","IRS1",TRUE,"IRS1","protein_coding","chr2",226731312,226799820,"-",226799820,68509
"ENSG00000251448.2","brown","ENSG00000251448","ENSG00000251448",FALSE,"ENSG00000251448","lncRNA","chr3",126289854,126301213,"-",126301213,11360
"ENSG00000206561.14","blue","ENSG00000206561","COLQ",FALSE,"COLQ","protein_coding","chr3",15450133,15521751,"-",15521751,71619
"ENSG00000181418.8","grey","ENSG00000181418","DDN",FALSE,"DDN","protein_coding","chr12",48995149,48999375,"-",48999375,4227
"ENSG00000140798.17","blue","ENSG00000140798","ABCC12",FALSE,"ABCC12","protein_coding","chr16",48080882,48156018,"-",48156018,75137
"ENSG00000122756.15","grey60","ENSG00000122756","CNTFR",FALSE,"CNTFR","protein_coding","chr9",34551432,34590140,"-",34590140,38709
"ENSG00000034971.17","turquoise","ENSG00000034971","MYOC",FALSE,"MYOC","protein_coding","chr1",171635417,171652688,"-",171652688,17272
"ENSG00000115602.17","black","ENSG00000115602","IL1RL1",FALSE,"IL1RL1","protein_coding","chr2",102311502,102352037,"+",102311502,40536
"ENSG00000227471.9","brown","ENSG00000227471","AKR1B15",FALSE,"AKR1B15","protein_coding","chr7",134549110,134579875,"+",134549110,30766
"ENSG00000205215.8","darkgreen","ENSG00000205215","KRT17P7",FALSE,"KRT17P7","transcribed_unprocessed_pseudogene","chr17",20519312,20528687,"-",20528687,9376
"ENSG00000122367.21","blue","ENSG00000122367","LDB3",FALSE,"LDB3","protein_coding","chr10",86666785,86736072,"+",86666785,69288
"ENSG00000187288.12","green","ENSG00000187288","CIDEC",FALSE,"CIDEC","protein_coding","chr3",9866711,9880255,"-",9880255,13545
"ENSG00000285564.2","blue","ENSG00000285564","ENSG00000285564",FALSE,"ENSG00000285564","lncRNA","chr6",163338363,163346744,"-",163346744,8382
"ENSG00000169436.17","darkgrey","ENSG00000169436","COL22A1",FALSE,"COL22A1","protein_coding","chr8",138588235,138914041,"-",138914041,325807
"ENSG00000091986.16","blue","ENSG00000091986","CCDC80",FALSE,"CCDC80","protein_coding","chr3",112596797,112649530,"-",112649530,52734
"ENSG00000249116.2","grey","ENSG00000249116","IRX4-AS1",FALSE,"IRX4-AS1","lncRNA","chr5",1883315,1884758,"+",1883315,1444
"ENSG00000151632.18","red","ENSG00000151632","AKR1C2",FALSE,"AKR1C2","protein_coding","chr10",4987775,5018031,"-",5018031,30257
"ENSG00000268240.1","brown","ENSG00000268240","ENSG00000268240",FALSE,"ENSG00000268240","lncRNA","chr19",21587432,21594628,"-",21594628,7197
"ENSG00000127241.18","blue","ENSG00000127241","MASP1",FALSE,"MASP1","protein_coding","chr3",187217282,187291980,"-",187291980,74699
"ENSG00000168621.15","grey","ENSG00000168621","GDNF",FALSE,"GDNF","protein_coding","chr5",37812677,37840041,"-",37840041,27365
"ENSG00000158022.7","brown","ENSG00000158022","TRIM63",FALSE,"TRIM63","protein_coding","chr1",26051301,26068436,"-",26068436,17136
"ENSG00000286661.1","blue","ENSG00000286661","ENSG00000286661",FALSE,"ENSG00000286661","lncRNA","chr3",196598549,196609410,"-",196609410,10862
"ENSG00000149115.14","brown","ENSG00000149115","TNKS1BP1",FALSE,"TNKS1BP1","protein_coding","chr11",57299638,57324952,"-",57324952,25315
"ENSG00000196465.10","yellow","ENSG00000196465","MYL6B",FALSE,"MYL6B","protein_coding","chr12",56152256,56157982,"+",56152256,5727
"ENSG00000188338.15","blue","ENSG00000188338","SLC38A3",FALSE,"SLC38A3","protein_coding","chr3",50205246,50221486,"+",50205246,16241
"ENSG00000181092.10","green","ENSG00000181092","ADIPOQ",FALSE,"ADIPOQ","protein_coding","chr3",186842704,186858463,"+",186842704,15760
"ENSG00000197616.13","red","ENSG00000197616","MYH6",FALSE,"MYH6","protein_coding","chr14",23381987,23408273,"-",23408273,26287
"ENSG00000264424.1","yellow","ENSG00000264424","MYH4",FALSE,"MYH4","protein_coding","chr17",10443290,10469559,"-",10469559,26270
"ENSG00000178752.16","greenyellow","ENSG00000178752","ERFE",FALSE,"ERFE","protein_coding","chr2",238158970,238168890,"+",238158970,9921
"ENSG00000234281.5","yellow","ENSG00000234281","LANCL1-AS1",FALSE,"LANCL1-AS1","lncRNA","chr2",210324759,210469246,"+",210324759,144488
"ENSG00000168386.19","blue","ENSG00000168386","FILIP1L",FALSE,"FILIP1L","protein_coding","chr3",99828811,100114513,"-",100114513,285703
"ENSG00000163492.16","blue","ENSG00000163492","CCDC141",FALSE,"CCDC141","protein_coding","chr2",178829757,179050137,"-",179050137,220381
"ENSG00000091262.17","blue","ENSG00000091262","ABCC6",FALSE,"ABCC6","protein_coding","chr16",16149565,16223522,"-",16223522,73958
"ENSG00000172179.13","white","ENSG00000172179","PRL",FALSE,"PRL","protein_coding","chr6",22287244,22302826,"-",22302826,15583
"ENSG00000072274.13","yellow","ENSG00000072274","TFRC",FALSE,"TFRC","protein_coding","chr3",196049284,196082096,"-",196082096,32813
"ENSG00000280334.1","black","ENSG00000280334","ENSG00000280334",FALSE,"ENSG00000280334","TEC","chr16",67006672,67008973,"-",67008973,2302
"ENSG00000131203.13","blue","ENSG00000131203","IDO1",FALSE,"IDO1","protein_coding","chr8",39902275,39928790,"+",39902275,26516
"ENSG00000260460.1","black","ENSG00000260460","ENSG00000260460",FALSE,"ENSG00000260460","lncRNA","chr1",156509854,156511681,"+",156509854,1828
