"erv_fragment_id","chromosome","repeat_start","repeat_end","repeat_length","erv_strand","repName","repFamily","repeat_part","percent_divergence","epigenome_support_n","supporting_epigenomes","supported_in_E100","supported_in_E108","enhancer_states","enhancer_overlap_pair_n","consensus_support"
"chr1_1259547_1259908_MER54A","chr1",1259547,1259908,362,"+","MER54A","ERVL","LTR_or_other",21.8,1,"E108",FALSE,TRUE,"EnhG1",1,FALSE
"chr1_12601149_12601472_MLT1K","chr1",12601149,12601472,324,"+","MLT1K","ERVL-MaLR","LTR_or_other",34,2,"E100;E108",TRUE,TRUE,"EnhA1",2,TRUE
"chr1_12607289_12607667_THE1D","chr1",12607289,12607667,379,"+","THE1D","ERVL-MaLR","LTR_or_other",14.4,1,"E108",FALSE,TRUE,"EnhG1",1,FALSE
"chr1_12612639_12612780_MLT1C","chr1",12612639,12612780,142,"+","MLT1C","ERVL-MaLR","LTR_or_other",24.4,1,"E108",FALSE,TRUE,"EnhG1",1,FALSE
"chr1_12613074_12613357_MLT1C","chr1",12613074,12613357,284,"+","MLT1C","ERVL-MaLR","LTR_or_other",24.4,1,"E108",FALSE,TRUE,"EnhG1",1,FALSE
"chr1_12634148_12634417_MLT1C","chr1",12634148,12634417,270,"+","MLT1C","ERVL-MaLR","LTR_or_other",24.8,1,"E100",TRUE,FALSE,"EnhA2",1,FALSE
"chr1_12634418_12634514_LTR9D","chr1",12634418,12634514,97,"+","LTR9D","ERV1","LTR_or_other",10.8,1,"E100",TRUE,FALSE,"EnhA2",1,FALSE
"chr1_12634793_12635313_LTR9D","chr1",12634793,12635313,521,"+","LTR9D","ERV1","LTR_or_other",10.8,2,"E100;E108",TRUE,TRUE,"EnhA2",2,TRUE
"chr1_12635314_12635465_MLT1C","chr1",12635314,12635465,152,"+","MLT1C","ERVL-MaLR","LTR_or_other",24.9,2,"E100;E108",TRUE,TRUE,"EnhA2",2,TRUE
"chr1_1265307_1265513_MER68","chr1",1265307,1265513,207,"+","MER68","ERVL","LTR_or_other",19.6,1,"E108",FALSE,TRUE,"EnhG1",1,FALSE
"chr1_12668213_12668785_MLT1E1A","chr1",12668213,12668785,573,"-","MLT1E1A","ERVL-MaLR","LTR_or_other",23.1,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2",2,TRUE
"chr1_12669040_12669087_LTR41C","chr1",12669040,12669087,48,"-","LTR41C","ERVL","LTR_or_other",20.8,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2",2,TRUE
"chr1_12669213_12670382_ERVL-E-int","chr1",12669213,12670382,1170,"+","ERVL-E-int","ERVL","internal",30.8,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2",3,TRUE
"chr1_12671131_12671247_MER68-int","chr1",12671131,12671247,117,"+","MER68-int","ERVL","internal",25.6,1,"E100",TRUE,FALSE,"EnhA2",1,FALSE
"chr1_12676872_12677130_ERVL-E-int","chr1",12676872,12677130,259,"-","ERVL-E-int","ERVL","internal",31.8,1,"E108",FALSE,TRUE,"EnhA1",1,FALSE
"chr1_12677497_12677768_MLT1F2","chr1",12677497,12677768,272,"-","MLT1F2","ERVL-MaLR","LTR_or_other",24.5,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2",2,TRUE
"chr1_12677809_12677940_MER70C","chr1",12677809,12677940,132,"-","MER70C","ERVL","LTR_or_other",18,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2",2,TRUE
"chr1_12678323_12678669_MER70C","chr1",12678323,12678669,347,"-","MER70C","ERVL","LTR_or_other",18,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2",3,TRUE
"chr1_12678670_12678849_MLT1F2","chr1",12678670,12678849,180,"-","MLT1F2","ERVL-MaLR","LTR_or_other",12.4,1,"E100",TRUE,FALSE,"EnhA2",1,FALSE
"chr1_12692163_12692789_LTR102_Mam","chr1",12692163,12692789,627,"-","LTR102_Mam","ERVL","LTR_or_other",23.8,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2",3,TRUE
"chr1_12693494_12693793_MSTA","chr1",12693494,12693793,300,"+","MSTA","ERVL-MaLR","LTR_or_other",14.1,1,"E100",TRUE,FALSE,"EnhA1",1,FALSE
"chr1_13480516_13480863_THE1B","chr1",13480516,13480863,348,"+","THE1B","ERVL-MaLR","LTR_or_other",11.9,1,"E100",TRUE,FALSE,"EnhA2",1,FALSE
"chr1_13480968_13481122_MLT1B","chr1",13480968,13481122,155,"+","MLT1B","ERVL-MaLR","LTR_or_other",22.7,1,"E100",TRUE,FALSE,"EnhA2",1,FALSE
"chr1_13481698_13481762_MLT1B","chr1",13481698,13481762,65,"+","MLT1B","ERVL-MaLR","LTR_or_other",19.7,2,"E100;E108",TRUE,TRUE,"EnhA2",2,TRUE
"chr1_13481827_13482012_MLT1B","chr1",13481827,13482012,186,"+","MLT1B","ERVL-MaLR","LTR_or_other",19.4,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2",2,TRUE
"chr1_13483884_13483916_MLT2B4","chr1",13483884,13483916,33,"-","MLT2B4","ERVL","LTR_or_other",9.1,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2",2,TRUE
"chr1_13484453_13484588_LTR79","chr1",13484453,13484588,136,"-","LTR79","ERVL","LTR_or_other",33.3,1,"E100",TRUE,FALSE,"EnhA2",1,FALSE
"chr1_13485763_13485936_MLT1C","chr1",13485763,13485936,174,"-","MLT1C","ERVL-MaLR","LTR_or_other",23.1,1,"E100",TRUE,FALSE,"EnhA2",1,FALSE
"chr1_13486179_13486463_MLT1C","chr1",13486179,13486463,285,"-","MLT1C","ERVL-MaLR","LTR_or_other",20.7,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2",2,TRUE
"chr1_13487098_13487227_MLT1N2","chr1",13487098,13487227,130,"+","MLT1N2","ERVL-MaLR","LTR_or_other",29.2,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2",2,TRUE
"chr1_13493468_13493782_MLT1D","chr1",13493468,13493782,315,"+","MLT1D","ERVL-MaLR","LTR_or_other",19.7,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2",3,TRUE
"chr1_13494076_13494180_MLT1D","chr1",13494076,13494180,105,"+","MLT1D","ERVL-MaLR","LTR_or_other",19.7,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2",2,TRUE
"chr1_13535738_13535946_MER31A","chr1",13535738,13535946,209,"+","MER31A","ERV1","LTR_or_other",23.4,2,"E100;E108",TRUE,TRUE,"EnhA1",2,TRUE
"chr1_13600686_13600932_MER31B","chr1",13600686,13600932,247,"-","MER31B","ERV1","LTR_or_other",21.1,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2",3,TRUE
"chr1_13661969_13662406_MER57A1","chr1",13661969,13662406,438,"+","MER57A1","ERV1","LTR_or_other",9.5,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr1_13946838_13947070_MLT1D","chr1",13946838,13947070,233,"-","MLT1D","ERVL-MaLR","LTR_or_other",21.3,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr1_13947605_13948015_MLT1B","chr1",13947605,13948015,411,"-","MLT1B","ERVL-MaLR","LTR_or_other",12.9,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr1_13948016_13948121_MLT1D","chr1",13948016,13948121,106,"-","MLT1D","ERVL-MaLR","LTR_or_other",20.9,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr1_13948217_13948569_THE1C","chr1",13948217,13948569,353,"+","THE1C","ERVL-MaLR","LTR_or_other",11.8,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr1_1418378_1418852_LTR2B","chr1",1418378,1418852,475,"-","LTR2B","ERV1","LTR_or_other",3.8,1,"E100",TRUE,FALSE,"EnhA2",1,FALSE
"chr1_145806488_145806802_MSTB","chr1",145806488,145806802,315,"+","MSTB","ERVL-MaLR","LTR_or_other",18.1,1,"E108",FALSE,TRUE,"EnhA1;EnhA2",2,FALSE
"chr1_145948683_145949147_LTR40c","chr1",145948683,145949147,465,"+","LTR40c","ERVL","LTR_or_other",20.9,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2",3,TRUE
"chr1_145950185_145950361_LTR16B","chr1",145950185,145950361,177,"-","LTR16B","ERVL","LTR_or_other",24.4,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2",3,TRUE
"chr1_145950665_145950953_LTR16B","chr1",145950665,145950953,289,"-","LTR16B","ERVL","LTR_or_other",24.4,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2",2,TRUE
"chr1_145951517_145951557_MER4B","chr1",145951517,145951557,41,"+","MER4B","ERV1","LTR_or_other",9.8,1,"E100",TRUE,FALSE,"EnhA2",1,FALSE
"chr1_145953591_145953775_MLT1D","chr1",145953591,145953775,185,"+","MLT1D","ERVL-MaLR","LTR_or_other",19.2,1,"E100",TRUE,FALSE,"EnhA1;EnhA2",2,FALSE
"chr1_145954075_145954364_MLT1D","chr1",145954075,145954364,290,"+","MLT1D","ERVL-MaLR","LTR_or_other",19.2,1,"E100",TRUE,FALSE,"EnhA1",1,FALSE
"chr1_146023056_146023104_MLT2A1","chr1",146023056,146023104,49,"-","MLT2A1","ERVL","LTR_or_other",12.2,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr1_146023215_146023650_MLT2A1","chr1",146023215,146023650,436,"-","MLT2A1","ERVL","LTR_or_other",9.6,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr1_146025562_146025714_LTR65","chr1",146025562,146025714,153,"-","LTR65","ERV1","LTR_or_other",34.9,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr1_146025822_146025980_MER90","chr1",146025822,146025980,159,"-","MER90","ERV1","LTR_or_other",27,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr1_146030187_146030604_MSTB1","chr1",146030187,146030604,418,"-","MSTB1","ERVL-MaLR","LTR_or_other",14.4,1,"E108",FALSE,TRUE,"EnhA1;EnhA2",3,FALSE
"chr1_1470519_1470858_LTR10A","chr1",1470519,1470858,340,"-","LTR10A","ERV1","LTR_or_other",15.8,1,"E100",TRUE,FALSE,"EnhA2",1,FALSE
"chr1_148785483_148785835_MLT1A0","chr1",148785483,148785835,353,"+","MLT1A0","ERVL-MaLR","LTR_or_other",13.9,1,"E100",TRUE,FALSE,"EnhG1",1,FALSE
"chr1_148840708_148841093_MLT1I","chr1",148840708,148841093,386,"-","MLT1I","ERVL-MaLR","LTR_or_other",28.3,1,"E108",FALSE,TRUE,"EnhA1",1,FALSE
"chr1_148841748_148842140_MLT1A1","chr1",148841748,148842140,393,"-","MLT1A1","ERVL-MaLR","LTR_or_other",18.5,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2",4,TRUE
"chr1_148849645_148849686_MLT1D","chr1",148849645,148849686,42,"-","MLT1D","ERVL-MaLR","LTR_or_other",17.1,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr1_148849985_148850440_MLT1D","chr1",148849985,148850440,456,"-","MLT1D","ERVL-MaLR","LTR_or_other",17.1,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2",3,TRUE
"chr1_148867573_148867628_MLT1H","chr1",148867573,148867628,56,"-","MLT1H","ERVL-MaLR","LTR_or_other",17.2,2,"E100;E108",TRUE,TRUE,"EnhA2;EnhG2",2,TRUE
"chr1_148867838_148868266_MLT1H","chr1",148867838,148868266,429,"-","MLT1H","ERVL-MaLR","LTR_or_other",26.7,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhG2",2,TRUE
"chr1_148901925_148902351_MER4A1","chr1",148901925,148902351,427,"-","MER4A1","ERV1","LTR_or_other",9.4,2,"E100;E108",TRUE,TRUE,"EnhA2",2,TRUE
"chr1_148908345_148908401_MER4A1","chr1",148908345,148908401,57,"-","MER4A1","ERV1","LTR_or_other",10.5,1,"E100",TRUE,FALSE,"EnhA1",1,FALSE
"chr1_148911570_148912065_MLT1F2","chr1",148911570,148912065,496,"-","MLT1F2","ERVL-MaLR","LTR_or_other",23.7,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2",3,TRUE
"chr1_148937936_148938527_MLT1E1","chr1",148937936,148938527,592,"-","MLT1E1","ERVL-MaLR","LTR_or_other",22.8,2,"E100;E108",TRUE,TRUE,"EnhG1;EnhG2",3,TRUE
"chr1_148943736_148944061_MLT1A0","chr1",148943736,148944061,326,"-","MLT1A0","ERVL-MaLR","LTR_or_other",13,2,"E100;E108",TRUE,TRUE,"EnhA2;EnhG1;EnhG2",3,TRUE
"chr1_148950462_148950846_MSTA","chr1",148950462,148950846,385,"-","MSTA","ERVL-MaLR","LTR_or_other",12.1,1,"E100",TRUE,FALSE,"EnhA2",1,FALSE
"chr1_149164029_149164671_LTR8","chr1",149164029,149164671,643,"-","LTR8","ERV1","LTR_or_other",16.9,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2",2,TRUE
"chr1_150164728_150165152_MLT1H2","chr1",150164728,150165152,425,"+","MLT1H2","ERVL-MaLR","LTR_or_other",22.8,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr1_150165154_150165550_MLT1H2-int","chr1",150165154,150165550,397,"+","MLT1H2-int","ERVL-MaLR","internal",23.2,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr1_150165565_150165662_ERV3-16A3_I-int","chr1",150165565,150165662,98,"+","ERV3-16A3_I-int","ERVL","internal",33,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr1_150165750_150166397_ERV3-16A3_I-int","chr1",150165750,150166397,648,"+","ERV3-16A3_I-int","ERVL","internal",25.5,1,"E108",FALSE,TRUE,"EnhA1;EnhA2",2,FALSE
"chr1_15021820_15022132_THE1B","chr1",15021820,15022132,313,"-","THE1B","ERVL-MaLR","LTR_or_other",11.7,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr1_1504966_1505957_LTR13","chr1",1504966,1505957,992,"-","LTR13","ERVK","LTR_or_other",5.2,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2",2,TRUE
"chr1_150532207_150532247_MER89","chr1",150532207,150532247,41,"+","MER89","ERV1","LTR_or_other",18,1,"E108",FALSE,TRUE,"EnhA1",1,FALSE
"chr1_150580686_150581114_LTR7B","chr1",150580686,150581114,429,"-","LTR7B","ERV1","LTR_or_other",4.9,1,"E100",TRUE,FALSE,"EnhA2",1,FALSE
"chr1_150604219_150604327_LTR78","chr1",150604219,150604327,109,"-","LTR78","ERV1","LTR_or_other",28.3,2,"E100;E108",TRUE,TRUE,"EnhA2",2,TRUE
"chr1_150604929_150605065_LTR78","chr1",150604929,150605065,137,"-","LTR78","ERV1","LTR_or_other",28.2,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2",2,TRUE
"chr1_150605365_150605456_LTR78","chr1",150605365,150605456,92,"-","LTR78","ERV1","LTR_or_other",28.2,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr1_150852154_150852529_MLT1H2","chr1",150852154,150852529,376,"+","MLT1H2","ERVL-MaLR","LTR_or_other",23.8,1,"E108",FALSE,TRUE,"EnhG1",1,FALSE
"chr1_150895266_150895329_MLT1N2","chr1",150895266,150895329,64,"+","MLT1N2","ERVL-MaLR","LTR_or_other",30.3,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2",2,TRUE
"chr1_150895647_150896101_MLT1N2","chr1",150895647,150896101,455,"+","MLT1N2","ERVL-MaLR","LTR_or_other",30.3,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2",2,TRUE
"chr1_150896155_150896427_MLT1K","chr1",150896155,150896427,273,"+","MLT1K","ERVL-MaLR","LTR_or_other",26.7,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2",2,TRUE
"chr1_151341438_151341904_MLT1K","chr1",151341438,151341904,467,"+","MLT1K","ERVL-MaLR","LTR_or_other",30.8,1,"E100",TRUE,FALSE,"EnhA2",1,FALSE
"chr1_151756897_151757274_LTR16A","chr1",151756897,151757274,378,"+","LTR16A","ERVL","LTR_or_other",25.1,1,"E108",FALSE,TRUE,"EnhG1",1,FALSE
"chr1_151981247_151981353_LTR67B","chr1",151981247,151981353,107,"+","LTR67B","ERVL","LTR_or_other",23.8,1,"E108",FALSE,TRUE,"EnhA1",1,FALSE
"chr1_151981481_151981564_LTR67B","chr1",151981481,151981564,84,"+","LTR67B","ERVL","LTR_or_other",25,1,"E108",FALSE,TRUE,"EnhA1",1,FALSE
"chr1_152000372_152000839_MER66B","chr1",152000372,152000839,468,"-","MER66B","ERV1","LTR_or_other",17,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr1_15260394_15260964_MLT1E2","chr1",15260394,15260964,571,"-","MLT1E2","ERVL-MaLR","LTR_or_other",21.9,1,"E108",FALSE,TRUE,"EnhA1;EnhA2",2,FALSE
"chr1_153488519_153488615_MER66C","chr1",153488519,153488615,97,"-","MER66C","ERV1","LTR_or_other",14.4,1,"E108",FALSE,TRUE,"EnhA1",1,FALSE
"chr1_153491922_153492062_MLT1L","chr1",153491922,153492062,141,"+","MLT1L","ERVL-MaLR","LTR_or_other",27.1,1,"E100",TRUE,FALSE,"EnhA2",1,FALSE
"chr1_153506015_153506369_THE1A","chr1",153506015,153506369,355,"-","THE1A","ERVL-MaLR","LTR_or_other",5.9,1,"E100",TRUE,FALSE,"EnhA2",1,FALSE
"chr1_153507800_153508123_LTR78B","chr1",153507800,153508123,324,"+","LTR78B","ERV1","LTR_or_other",35.1,1,"E108",FALSE,TRUE,"EnhA1;EnhA2",2,FALSE
"chr1_153573441_153573521_MLT1K","chr1",153573441,153573521,81,"-","MLT1K","ERVL-MaLR","LTR_or_other",25.9,1,"E100",TRUE,FALSE,"EnhA2",1,FALSE
"chr1_153653057_153653456_LTR41","chr1",153653057,153653456,400,"+","LTR41","ERVL","LTR_or_other",24.2,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2",2,TRUE
"chr1_153789769_153790210_MLT1D","chr1",153789769,153790210,442,"-","MLT1D","ERVL-MaLR","LTR_or_other",22.5,1,"E100",TRUE,FALSE,"EnhA1",1,FALSE
"chr1_154159559_154159822_MLT1L","chr1",154159559,154159822,264,"+","MLT1L","ERVL-MaLR","LTR_or_other",27.9,1,"E108",FALSE,TRUE,"EnhG1",1,FALSE
"chr1_154424791_154425253_LTR2","chr1",154424791,154425253,463,"-","LTR2","ERV1","LTR_or_other",4.1,1,"E100",TRUE,FALSE,"EnhA2",1,FALSE
"chr1_155698455_155698977_HERVKC4-int","chr1",155698455,155698977,523,"-","HERVKC4-int","ERVK","internal",18.5,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr1_155698978_155699521_LTR14","chr1",155698978,155699521,544,"-","LTR14","ERVK","LTR_or_other",10.7,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr1_155845121_155845330_MER41B","chr1",155845121,155845330,210,"+","MER41B","ERV1","LTR_or_other",19.1,2,"E100;E108",TRUE,TRUE,"EnhG1",2,TRUE
"chr1_155932072_155932116_MLT1A","chr1",155932072,155932116,45,"-","MLT1A","ERVL-MaLR","LTR_or_other",11.1,1,"E108",FALSE,TRUE,"EnhG1",1,FALSE
"chr1_15593329_15593452_MER31A","chr1",15593329,15593452,124,"-","MER31A","ERV1","LTR_or_other",16,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr1_15593453_15593972_MER4C","chr1",15593453,15593972,520,"+","MER4C","ERV1","LTR_or_other",22.9,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr1_15596411_15596873_MER21C","chr1",15596411,15596873,463,"+","MER21C","ERVL","LTR_or_other",20.6,2,"E100;E108",TRUE,TRUE,"EnhA1",2,TRUE
"chr1_155968219_155968305_LTR12E","chr1",155968219,155968305,87,"-","LTR12E","ERV1","LTR_or_other",12.8,1,"E100",TRUE,FALSE,"EnhA1",1,FALSE
"chr1_15596874_15597218_MSTB1","chr1",15596874,15597218,345,"+","MSTB1","ERVL-MaLR","LTR_or_other",20.9,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2",3,TRUE
"chr1_15597526_15597578_MSTB1","chr1",15597526,15597578,53,"+","MSTB1","ERVL-MaLR","LTR_or_other",20.9,1,"E108",FALSE,TRUE,"EnhA1",1,FALSE
"chr1_156192165_156193112_LTR13","chr1",156192165,156193112,948,"+","LTR13","ERVK","LTR_or_other",4.4,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr1_156461413_156461534_MLT1J1","chr1",156461413,156461534,122,"-","MLT1J1","ERVL-MaLR","LTR_or_other",32.2,2,"E100;E108",TRUE,TRUE,"EnhA2",2,TRUE
"chr1_156461774_156462082_MLT1F","chr1",156461774,156462082,309,"-","MLT1F","ERVL-MaLR","LTR_or_other",23.3,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2",2,TRUE
"chr1_156590640_156590950_MLT1A","chr1",156590640,156590950,311,"-","MLT1A","ERVL-MaLR","LTR_or_other",21.1,1,"E108",FALSE,TRUE,"EnhA1",1,FALSE
"chr1_15725719_15726054_MLT1A0","chr1",15725719,15726054,336,"-","MLT1A0","ERVL-MaLR","LTR_or_other",21.9,1,"E108",FALSE,TRUE,"EnhG1",1,FALSE
"chr1_15740009_15740278_MLT1B","chr1",15740009,15740278,270,"-","MLT1B","ERVL-MaLR","LTR_or_other",16.6,1,"E108",FALSE,TRUE,"EnhG1",1,FALSE
"chr1_1575525_1575713_MER65A","chr1",1575525,1575713,189,"-","MER65A","ERV1","LTR_or_other",14.9,1,"E100",TRUE,FALSE,"EnhA2",1,FALSE
"chr1_158017775_158017812_LTR24","chr1",158017775,158017812,38,"-","LTR24","ERV1","LTR_or_other",13.2,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr1_158026832_158027685_MER21B","chr1",158026832,158027685,854,"-","MER21B","ERVL","LTR_or_other",15.5,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr1_158145374_158146566_MER70-int","chr1",158145374,158146566,1193,"-","MER70-int","ERVL","internal",15.1,2,"E100;E108",TRUE,TRUE,"EnhA2",2,TRUE
"chr1_158146569_158147206_MER70B","chr1",158146569,158147206,638,"-","MER70B","ERVL","LTR_or_other",21.6,2,"E100;E108",TRUE,TRUE,"EnhA2",2,TRUE
"chr1_158147395_158147777_LTR78B","chr1",158147395,158147777,383,"+","LTR78B","ERV1","LTR_or_other",28.2,2,"E100;E108",TRUE,TRUE,"EnhA2",2,TRUE
"chr1_158147778_158148328_MER51A","chr1",158147778,158148328,551,"+","MER51A","ERV1","LTR_or_other",11.2,2,"E100;E108",TRUE,TRUE,"EnhA2",2,TRUE
"chr1_158148329_158148894_LTR78B","chr1",158148329,158148894,566,"+","LTR78B","ERV1","LTR_or_other",28.2,2,"E100;E108",TRUE,TRUE,"EnhA2",2,TRUE
"chr1_158930183_158930667_MER34A1","chr1",158930183,158930667,485,"+","MER34A1","ERV1","LTR_or_other",24.7,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr1_159004957_159005274_MLT1A0","chr1",159004957,159005274,318,"+","MLT1A0","ERVL-MaLR","LTR_or_other",24.1,1,"E108",FALSE,TRUE,"EnhA1;EnhA2",2,FALSE
"chr1_159005997_159006106_LTR47B2","chr1",159005997,159006106,110,"+","LTR47B2","ERVL","LTR_or_other",26.4,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2",2,TRUE
"chr1_159006130_159006739_LTR6A","chr1",159006130,159006739,610,"-","LTR6A","ERV1","LTR_or_other",22.2,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2",3,TRUE
"chr1_159068118_159068332_LTR16","chr1",159068118,159068332,215,"+","LTR16","ERVL","LTR_or_other",30.4,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr1_159077080_159077518_MER41E","chr1",159077080,159077518,439,"-","MER41E","ERV1","LTR_or_other",27.6,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr1_15952518_15952673_MLT1H","chr1",15952518,15952673,156,"+","MLT1H","ERVL-MaLR","LTR_or_other",27.9,1,"E108",FALSE,TRUE,"EnhA1",1,FALSE
"chr1_15952815_15952969_MLT1H","chr1",15952815,15952969,155,"+","MLT1H","ERVL-MaLR","LTR_or_other",31.2,2,"E100;E108",TRUE,TRUE,"EnhA1",2,TRUE
"chr1_159921155_159921634_MLT1D","chr1",159921155,159921634,480,"+","MLT1D","ERVL-MaLR","LTR_or_other",18.8,2,"E100;E108",TRUE,TRUE,"EnhA2;EnhG1",3,TRUE
"chr1_16010092_16010678_LTR71B","chr1",16010092,16010678,587,"-","LTR71B","ERV1","LTR_or_other",10.8,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr1_16010782_16011057_LTR37A","chr1",16010782,16011057,276,"+","LTR37A","ERV1","LTR_or_other",21.6,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr1_160167896_160168023_MLT1C","chr1",160167896,160168023,128,"-","MLT1C","ERVL-MaLR","LTR_or_other",21.9,1,"E108",FALSE,TRUE,"EnhA1",1,FALSE
"chr1_160712765_160713081_THE1C","chr1",160712765,160713081,317,"-","THE1C","ERVL-MaLR","LTR_or_other",12.4,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr1_161178344_161178651_LTR37A","chr1",161178344,161178651,308,"+","LTR37A","ERV1","LTR_or_other",20.5,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2",2,TRUE
"chr1_161337217_161337431_MLT1G3","chr1",161337217,161337431,215,"-","MLT1G3","ERVL-MaLR","LTR_or_other",24.6,1,"E100",TRUE,FALSE,"EnhG1",1,FALSE
"chr1_161337448_161337620_MLT1G3","chr1",161337448,161337620,173,"-","MLT1G3","ERVL-MaLR","LTR_or_other",29,1,"E100",TRUE,FALSE,"EnhG1",1,FALSE
"chr1_1614166_1614629_MER65D","chr1",1614166,1614629,464,"+","MER65D","ERV1","LTR_or_other",33.6,1,"E100",TRUE,FALSE,"EnhA1",1,FALSE
"chr1_161532230_161532642_HUERS-P3-int","chr1",161532230,161532642,413,"+","HUERS-P3-int","ERV1","internal",22.7,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr1_161532665_161533392_LTR25","chr1",161532665,161533392,728,"+","LTR25","ERV1","LTR_or_other",12,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr1_161613095_161613338_LTR25","chr1",161613095,161613338,244,"+","LTR25","ERV1","LTR_or_other",14.2,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr1_161920721_161920921_MLT1J","chr1",161920721,161920921,201,"-","MLT1J","ERVL-MaLR","LTR_or_other",35.2,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr1_161947076_161947531_MER31B","chr1",161947076,161947531,456,"-","MER31B","ERV1","LTR_or_other",18.4,1,"E108",FALSE,TRUE,"EnhA2",1,FALSE
"chr1_161949486_161949902_MSTB1","chr1",161949486,161949902,417,"-","MSTB1","ERVL-MaLR","LTR_or_other",12.5,1,"E108",FALSE,TRUE,"EnhA1",1,FALSE
"chr1_162896813_162898548_ERV3-16A3_I-int","chr1",162896813,162898548,1736,"+","ERV3-16A3_I-int","ERVL","internal",29.4,2,"E100;E108",TRUE,TRUE,"EnhA1",2,TRUE
"chr1_162898860_162900099_ERV3-16A3_I-int","chr1",162898860,162900099,1240,"+","ERV3-16A3_I-int","ERVL","internal",29.4,2,"E100;E108",TRUE,TRUE,"EnhA1;EnhA2",2,TRUE
"chr1_162900891_162901273_MLT1D","chr1",162900891,162901273,383,"-","MLT1D","ERVL-MaLR","LTR_or_other",23.7,2,"E100;E108",TRUE,TRUE,"EnhA2",2,TRUE
